code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,25334_date,25334_score,25335_date,25335_score,25336_date,25336_score,25337_date,25337_score,25338_date,25338_score,25339_date,25339_score,25340_date,25340_score,25341_date,25341_score,25342_date,25342_score,25343_date,25343_score,25344_date,25344_score,25345_date,25345_score,25346_date,25346_score,25347_date,25347_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_resource,clicks_subpage,clicks_url
DDD,2013B,559410,M,Ireland,HE Qualification,50-60%,0-35,0,60,N,Fail,-21.0,NA,25.0,51.0,53.0,49.0,81.0,61.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,58.0,81.0,47.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,64.0,0.0,75.0,180.0,6.0,5.0,1.0,37.0,80.0,10.0
DDD,2013B,559420,M,North Region,A Level or Equivalent,NA,0-35,0,60,N,Pass,-24.0,NA,14.0,89.0,50.0,77.0,78.0,81.0,113.0,71.0,149.0,67.0,199.0,71.0,233.0,73.0,25.0,83.0,54.0,94.0,81.0,97.0,117.0,88.0,152.0,98.0,173.0,94.0,209.0,77.0,40.0,597.0,0.0,727.0,84.0,134.0,208.0,5.0,136.0,345.0,78.0
DDD,2013B,559459,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Fail,-15.0,NA,24.0,70.0,61.0,63.0,81.0,56.0,123.0,48.0,NA,NA,NA,NA,NA,NA,25.0,43.0,54.0,56.0,81.0,31.0,117.0,15.0,152.0,2.0,NA,NA,NA,NA,6.0,27.0,0.0,105.0,369.0,0.0,9.0,0.0,27.0,43.0,13.0
DDD,2013B,559469,F,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-23.0,NA,25.0,86.0,53.0,91.0,83.0,91.0,120.0,57.0,156.0,60.0,NA,NA,229.0,47.0,25.0,80.0,54.0,94.0,81.0,72.0,117.0,78.0,152.0,70.0,173.0,64.0,NA,NA,38.0,662.0,4.0,585.0,158.0,4.0,104.0,1.0,94.0,436.0,52.0
DDD,2013B,559474,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-18.0,NA,24.0,59.0,53.0,74.0,81.0,73.0,116.0,60.0,151.0,70.0,200.0,59.0,230.0,47.0,25.0,67.0,54.0,83.0,81.0,61.0,117.0,75.0,152.0,69.0,173.0,72.0,209.0,37.0,27.0,312.0,0.0,229.0,77.0,9.0,134.0,0.0,41.0,173.0,56.0
DDD,2013B,559612,M,North Region,HE Qualification,NA,0-35,0,60,N,Fail,-16.0,NA,15.0,76.0,51.0,68.0,78.0,51.0,109.0,45.0,150.0,68.0,196.0,48.0,231.0,33.0,32.0,43.0,54.0,67.0,81.0,86.0,117.0,87.0,152.0,89.0,173.0,72.0,209.0,55.0,31.0,729.0,0.0,593.0,363.0,38.0,141.0,3.0,120.0,576.0,167.0
DDD,2013B,559672,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-16.0,NA,23.0,77.0,53.0,80.0,81.0,83.0,116.0,67.0,151.0,64.0,200.0,76.0,230.0,44.0,25.0,87.0,54.0,97.0,81.0,83.0,117.0,77.0,152.0,72.0,173.0,86.0,209.0,67.0,9.0,277.0,0.0,234.0,206.0,32.0,91.0,1.0,55.0,139.0,25.0
DDD,2013B,559706,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-23.0,NA,24.0,90.0,47.0,94.0,81.0,97.0,116.0,82.0,150.0,86.0,200.0,67.0,230.0,73.0,25.0,77.0,54.0,92.0,81.0,67.0,117.0,82.0,152.0,78.0,173.0,75.0,209.0,61.0,48.0,108.0,90.0,383.0,237.0,10.0,109.0,2.0,89.0,243.0,64.0
DDD,2013B,559823,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-22.0,NA,25.0,42.0,52.0,44.0,81.0,61.0,116.0,10.0,NA,NA,NA,NA,NA,NA,25.0,67.0,54.0,89.0,81.0,56.0,117.0,80.0,NA,NA,NA,NA,NA,NA,9.0,9.0,0.0,100.0,117.0,2.0,12.0,1.0,31.0,47.0,25.0
DDD,2013B,559826,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,57.0,0.0,51.0,12.0,0.0,17.0,0.0,15.0,56.0,19.0
DDD,2013B,559838,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,83.0,0.0,92.0,30.0,9.0,21.0,1.0,8.0,72.0,40.0
DDD,2013B,559903,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-23.0,NA,24.0,87.0,52.0,89.0,81.0,86.0,111.0,92.0,151.0,91.0,184.0,79.0,231.0,56.0,25.0,90.0,54.0,97.0,81.0,92.0,117.0,90.0,152.0,91.0,173.0,92.0,209.0,77.0,14.0,706.0,0.0,558.0,352.0,45.0,82.0,3.0,49.0,137.0,82.0
DDD,2013B,559930,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-21.0,NA,22.0,47.0,52.0,57.0,85.0,37.0,121.0,40.0,150.0,49.0,201.0,53.0,230.0,51.0,25.0,10.0,54.0,42.0,88.0,11.0,117.0,8.0,152.0,37.0,173.0,22.0,209.0,29.0,29.0,297.0,0.0,682.0,351.0,32.0,111.0,1.0,109.0,473.0,203.0
DDD,2013B,559950,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-22.0,NA,24.0,43.0,52.0,43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,44.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,121.0,0.0,211.0,206.0,0.0,0.0,2.0,45.0,84.0,25.0
DDD,2013B,560024,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-21.0,NA,25.0,88.0,53.0,97.0,82.0,100.0,116.0,94.0,151.0,94.0,199.0,89.0,231.0,91.0,25.0,87.0,54.0,100.0,81.0,94.0,117.0,92.0,152.0,94.0,173.0,89.0,209.0,88.0,9.0,122.0,0.0,156.0,84.0,1.0,67.0,0.0,45.0,73.0,58.0
DDD,2013B,560114,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-20.0,NA,17.0,70.0,49.0,90.0,78.0,85.0,107.0,77.0,147.0,63.0,177.0,79.0,230.0,51.0,25.0,57.0,54.0,86.0,81.0,83.0,117.0,47.0,152.0,69.0,173.0,81.0,209.0,48.0,51.0,1567.0,9.0,1536.0,235.0,33.0,207.0,1.0,118.0,436.0,121.0
DDD,2013B,560127,F,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-21.0,37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,8.0,8.0
DDD,2013B,560179,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-16.0,NA,20.0,90.0,52.0,94.0,80.0,96.0,116.0,80.0,165.0,50.0,NA,NA,231.0,73.0,25.0,90.0,54.0,94.0,81.0,100.0,117.0,93.0,152.0,89.0,173.0,78.0,209.0,83.0,46.0,1297.0,9.0,446.0,98.0,69.0,129.0,1.0,110.0,472.0,314.0
DDD,2013B,560240,M,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-16.0,NA,13.0,69.0,50.0,83.0,80.0,83.0,115.0,81.0,148.0,82.0,200.0,74.0,231.0,31.0,25.0,93.0,54.0,94.0,81.0,72.0,117.0,83.0,152.0,83.0,173.0,64.0,209.0,84.0,10.0,545.0,0.0,330.0,156.0,24.0,48.0,0.0,46.0,199.0,33.0
DDD,2013B,560260,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-20.0,NA,22.0,79.0,51.0,67.0,80.0,87.0,116.0,80.0,151.0,69.0,201.0,NA,231.0,47.0,25.0,83.0,54.0,94.0,81.0,75.0,117.0,77.0,152.0,89.0,173.0,81.0,209.0,69.0,7.0,54.0,0.0,147.0,111.0,9.0,98.0,9.0,62.0,107.0,51.0
DDD,2013B,560311,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-18.0,NA,24.0,96.0,52.0,88.0,79.0,93.0,114.0,98.0,156.0,96.0,204.0,85.0,230.0,73.0,25.0,93.0,54.0,97.0,81.0,94.0,117.0,92.0,152.0,96.0,173.0,92.0,209.0,85.0,16.0,431.0,0.0,656.0,496.0,18.0,182.0,0.0,92.0,273.0,93.0
DDD,2013B,560347,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-22.0,NA,20.0,72.0,53.0,86.0,81.0,85.0,116.0,64.0,151.0,68.0,182.0,58.0,231.0,78.0,25.0,60.0,54.0,81.0,81.0,86.0,117.0,68.0,152.0,81.0,173.0,89.0,209.0,73.0,17.0,249.0,15.0,312.0,124.0,12.0,138.0,0.0,152.0,414.0,133.0
DDD,2013B,560381,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-18.0,NA,24.0,84.0,53.0,95.0,80.0,90.0,115.0,24.0,150.0,79.0,200.0,68.0,230.0,64.0,25.0,90.0,54.0,100.0,81.0,92.0,117.0,73.0,152.0,87.0,173.0,72.0,209.0,75.0,34.0,485.0,16.0,446.0,447.0,18.0,156.0,1.0,68.0,365.0,53.0
DDD,2013B,560384,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-15.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,10.0,20.0,14.0
DDD,2013B,560391,M,London Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-22.0,NA,23.0,96.0,53.0,93.0,81.0,100.0,124.0,86.0,151.0,86.0,211.0,91.0,230.0,73.0,25.0,93.0,54.0,100.0,81.0,100.0,117.0,35.0,152.0,94.0,173.0,100.0,209.0,88.0,36.0,218.0,0.0,366.0,150.0,18.0,170.0,2.0,99.0,272.0,92.0
DDD,2013B,560444,M,London Region,HE Qualification,40-50%,35-55,0,90,N,Pass,-20.0,NA,NA,NA,NA,NA,81.0,66.0,116.0,37.0,151.0,75.0,200.0,35.0,229.0,51.0,25.0,43.0,54.0,58.0,81.0,53.0,117.0,47.0,152.0,67.0,173.0,50.0,209.0,45.0,22.0,330.0,0.0,797.0,163.0,1.0,103.0,0.0,139.0,341.0,85.0
DDD,2013B,560743,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-20.0,142.0,24.0,77.0,51.0,64.0,78.0,68.0,114.0,62.0,NA,NA,NA,NA,NA,NA,25.0,73.0,54.0,83.0,81.0,69.0,117.0,80.0,NA,NA,NA,NA,NA,NA,30.0,248.0,0.0,302.0,142.0,2.0,46.0,2.0,50.0,261.0,61.0
DDD,2013B,561088,M,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Withdrawn,-8.0,194.0,24.0,77.0,58.0,77.0,80.0,70.0,115.0,78.0,151.0,16.0,NA,NA,NA,NA,25.0,77.0,54.0,83.0,81.0,75.0,117.0,83.0,152.0,61.0,173.0,50.0,NA,NA,9.0,237.0,0.0,192.0,98.0,3.0,19.0,1.0,42.0,61.0,31.0
DDD,2013B,561734,M,North Region,Lower Than A Level,NA,35-55,0,60,N,Withdrawn,-16.0,226.0,22.0,83.0,51.0,82.0,80.0,87.0,106.0,95.0,150.0,78.0,200.0,48.0,NA,NA,25.0,93.0,54.0,97.0,81.0,94.0,117.0,93.0,152.0,94.0,173.0,61.0,209.0,83.0,43.0,248.0,2.0,484.0,20.0,64.0,79.0,2.0,89.0,386.0,61.0
DDD,2013B,561848,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-15.0,226.0,34.0,36.0,NA,NA,NA,NA,135.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,54.0,75.0,81.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,10.0,31.0,0.0,29.0,78.0,1.0,1.0,1.0,17.0,80.0,18.0
DDD,2013B,564465,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,-1.0,NA,25.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,6.0,36.0,6.0
DDD,2013B,596620,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,Y,Withdrawn,167.0,193.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.0,90.0,174.0,100.0,174.0,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,879295,M,London Region,HE Qualification,20-30%,35-55,0,180,N,Withdrawn,-23.0,223.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDD,2013B,907261,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Pass,-113.0,NA,9.0,94.0,34.0,97.0,79.0,98.0,111.0,90.0,142.0,88.0,189.0,91.0,230.0,78.0,25.0,80.0,54.0,92.0,81.0,89.0,117.0,100.0,152.0,93.0,173.0,100.0,209.0,88.0,39.0,88.0,3.0,184.0,12.0,0.0,124.0,0.0,42.0,226.0,25.0
DDD,2013B,925553,M,London Region,HE Qualification,90-100%,55<=,0,90,N,Withdrawn,-254.0,107.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,51.0,32.0,0.0,0.0,0.0,15.0,15.0,4.0
DDD,2013B,957467,M,Scotland,HE Qualification,20-30%,35-55,0,90,N,Pass,-136.0,NA,16.0,68.0,53.0,55.0,80.0,49.0,115.0,52.0,NA,NA,176.0,38.0,229.0,53.0,25.0,77.0,54.0,75.0,81.0,78.0,117.0,80.0,152.0,48.0,NA,NA,209.0,55.0,32.0,896.0,7.0,1145.0,393.0,46.0,47.0,3.0,76.0,467.0,338.0
DDD,2013B,987203,F,South West Region,Lower Than A Level,20-30%,35-55,6,130,N,Withdrawn,-16.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,2.0,0.0,60.0,9.0,0.0,0.0,1.0,3.0,24.0,21.0
DDD,2013B,1018685,M,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-34.0,NA,25.0,43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0,76.0,0.0,236.0,57.0,62.0,16.0,1.0,32.0,148.0,108.0
DDD,2013B,1044992,M,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,-214.0,NA,25.0,91.0,53.0,92.0,81.0,87.0,108.0,80.0,NA,NA,200.0,82.0,229.0,56.0,25.0,73.0,54.0,83.0,81.0,78.0,117.0,88.0,152.0,72.0,173.0,67.0,209.0,75.0,46.0,176.0,0.0,518.0,109.0,8.0,84.0,0.0,57.0,150.0,21.0
DDD,2013B,1060973,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,-98.0,-58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,1068316,M,Scotland,A Level or Equivalent,40-50%,35-55,0,75,N,Pass,-83.0,NA,24.0,69.0,57.0,65.0,79.0,78.0,116.0,40.0,152.0,53.0,200.0,53.0,231.0,36.0,25.0,67.0,54.0,86.0,81.0,69.0,117.0,70.0,152.0,28.0,173.0,44.0,209.0,39.0,37.0,898.0,0.0,578.0,56.0,17.0,46.0,4.0,53.0,166.0,62.0
DDD,2013B,1073372,M,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,-65.0,57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,1095916,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-71.0,NA,21.0,84.0,47.0,76.0,77.0,85.0,115.0,79.0,NA,NA,NA,NA,229.0,64.0,25.0,83.0,54.0,92.0,81.0,100.0,117.0,97.0,152.0,67.0,179.0,0.0,209.0,80.0,22.0,317.0,149.0,383.0,73.0,5.0,31.0,0.0,103.0,224.0,27.0
DDD,2013B,1105628,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Fail,-25.0,NA,27.0,90.0,51.0,84.0,85.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,70.0,54.0,81.0,81.0,56.0,117.0,65.0,NA,NA,NA,NA,NA,NA,30.0,171.0,6.0,429.0,43.0,6.0,104.0,3.0,78.0,439.0,138.0
DDD,2013B,1107079,F,Ireland,A Level or Equivalent,60-70%,35-55,1,120,N,Withdrawn,5.0,83.0,-1.0,73.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0,70.0,-1.0,81.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,0.0,57.0,12.0,1.0,0.0,0.0,4.0,55.0,20.0
DDD,2013B,1311171,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-89.0,NA,24.0,81.0,53.0,86.0,80.0,89.0,115.0,93.0,150.0,90.0,198.0,90.0,229.0,82.0,25.0,93.0,54.0,94.0,81.0,94.0,117.0,95.0,152.0,87.0,173.0,89.0,209.0,93.0,26.0,250.0,22.0,295.0,186.0,4.0,124.0,0.0,93.0,284.0,42.0
DDD,2013B,1347447,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-25.0,NA,20.0,82.0,51.0,84.0,61.0,98.0,89.0,90.0,148.0,83.0,198.0,73.0,230.0,73.0,25.0,90.0,54.0,94.0,81.0,97.0,117.0,92.0,152.0,94.0,173.0,94.0,209.0,89.0,49.0,152.0,0.0,347.0,145.0,13.0,91.0,1.0,94.0,200.0,31.0
DDD,2013B,1351739,M,South East Region,A Level or Equivalent,60-70%,35-55,1,90,N,Pass,-59.0,NA,20.0,90.0,51.0,96.0,77.0,94.0,114.0,90.0,150.0,93.0,198.0,89.0,231.0,87.0,25.0,93.0,54.0,100.0,81.0,94.0,117.0,97.0,152.0,94.0,173.0,92.0,209.0,93.0,51.0,201.0,6.0,496.0,104.0,3.0,146.0,6.0,102.0,511.0,138.0
DDD,2013B,1384882,M,East Anglian Region,HE Qualification,30-40%,35-55,1,120,N,Fail,-23.0,NA,23.0,69.0,53.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,73.0,54.0,81.0,81.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,26.0,0.0,60.0,42.0,1.0,28.0,0.0,37.0,121.0,0.0
DDD,2013B,1392016,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-18.0,NA,25.0,78.0,55.0,61.0,81.0,42.0,116.0,44.0,NA,NA,NA,NA,NA,NA,25.0,70.0,54.0,67.0,81.0,39.0,117.0,68.0,NA,NA,NA,NA,NA,NA,14.0,22.0,0.0,83.0,251.0,0.0,5.0,0.0,33.0,73.0,6.0
DDD,2013B,1430804,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn,-282.0,81.0,21.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,77.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,197.0,0.0,275.0,51.0,9.0,138.0,2.0,102.0,409.0,58.0
DDD,2013B,1444134,F,East Midlands Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-30.0,NA,24.0,79.0,66.0,87.0,80.0,96.0,111.0,88.0,165.0,85.0,200.0,85.0,229.0,73.0,25.0,97.0,54.0,94.0,81.0,100.0,117.0,100.0,152.0,94.0,173.0,97.0,209.0,89.0,41.0,566.0,47.0,842.0,125.0,59.0,167.0,2.0,220.0,672.0,149.0
DDD,2013B,1446954,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,-29.0,NA,24.0,84.0,52.0,83.0,80.0,77.0,115.0,55.0,NA,NA,NA,NA,NA,NA,25.0,73.0,54.0,94.0,81.0,78.0,117.0,62.0,NA,NA,NA,NA,NA,NA,5.0,354.0,0.0,215.0,80.0,7.0,140.0,5.0,47.0,265.0,44.0
DDD,2013B,1470291,F,South West Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-9.0,NA,24.0,69.0,53.0,77.0,80.0,81.0,116.0,64.0,151.0,50.0,NA,NA,231.0,49.0,25.0,73.0,54.0,89.0,81.0,78.0,117.0,82.0,152.0,87.0,173.0,75.0,209.0,72.0,13.0,160.0,7.0,224.0,42.0,9.0,46.0,3.0,53.0,257.0,49.0
DDD,2013B,1510198,F,South Region,A Level or Equivalent,80-90%,35-55,0,70,Y,Pass,-116.0,NA,21.0,94.0,51.0,88.0,78.0,93.0,114.0,99.0,150.0,93.0,199.0,87.0,231.0,71.0,25.0,90.0,54.0,100.0,81.0,97.0,117.0,93.0,152.0,98.0,173.0,94.0,209.0,88.0,32.0,736.0,1157.0,732.0,64.0,27.0,208.0,4.0,201.0,987.0,178.0
DDD,2013B,1534854,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Fail,-216.0,NA,26.0,62.0,53.0,36.0,81.0,64.0,116.0,15.0,NA,NA,207.0,19.0,NA,NA,25.0,73.0,54.0,83.0,81.0,78.0,117.0,75.0,152.0,61.0,173.0,64.0,209.0,52.0,13.0,0.0,0.0,56.0,131.0,0.0,0.0,2.0,27.0,46.0,12.0
DDD,2013B,1577134,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,-170.0,NA,22.0,71.0,48.0,62.0,81.0,57.0,115.0,46.0,149.0,63.0,199.0,32.0,231.0,22.0,25.0,27.0,54.0,75.0,81.0,47.0,117.0,58.0,152.0,39.0,173.0,53.0,209.0,19.0,85.0,1724.0,30.0,1488.0,414.0,8.0,230.0,2.0,317.0,1069.0,196.0
DDD,2013B,1584449,M,South Region,Lower Than A Level,90-100%,35-55,1,270,Y,Fail,-64.0,NA,38.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,77.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,30.0,0.0,96.0,39.0,0.0,44.0,0.0,16.0,43.0,23.0
DDD,2013B,1587816,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,Fail,-153.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,1587817,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,-9.0,132.0,25.0,77.0,65.0,73.0,81.0,49.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,73.0,54.0,81.0,81.0,72.0,117.0,65.0,NA,NA,NA,NA,NA,NA,15.0,34.0,0.0,113.0,95.0,30.0,26.0,0.0,43.0,191.0,36.0
DDD,2013B,1611842,F,South East Region,A Level or Equivalent,90-100%,35-55,0,70,N,Pass,-64.0,NA,22.0,78.0,47.0,88.0,77.0,91.0,118.0,71.0,151.0,68.0,200.0,65.0,231.0,58.0,25.0,70.0,54.0,81.0,81.0,86.0,117.0,65.0,152.0,83.0,173.0,86.0,209.0,71.0,45.0,271.0,2.0,269.0,61.0,45.0,92.0,4.0,83.0,289.0,45.0
DDD,2013B,1620593,M,Scotland,Lower Than A Level,0-10%,35-55,1,60,N,Fail,-51.0,NA,13.0,90.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0,171.0,8.0,327.0,118.0,11.0,70.0,1.0,141.0,331.0,47.0
DDD,2013B,1622020,M,North Western Region,HE Qualification,20-30%,35-55,0,120,N,Withdrawn,-67.0,220.0,26.0,65.0,53.0,51.0,NA,NA,116.0,23.0,151.0,24.0,NA,NA,NA,NA,25.0,87.0,54.0,72.0,81.0,78.0,117.0,60.0,152.0,83.0,173.0,72.0,209.0,9.0,28.0,529.0,39.0,464.0,199.0,6.0,177.0,2.0,215.0,969.0,90.0
DDD,2013B,1626418,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-25.0,NA,19.0,65.0,52.0,34.0,80.0,38.0,116.0,52.0,151.0,45.0,205.0,35.0,229.0,58.0,25.0,37.0,54.0,67.0,81.0,50.0,117.0,50.0,152.0,80.0,173.0,58.0,209.0,36.0,26.0,88.0,0.0,135.0,65.0,1.0,72.0,0.0,21.0,69.0,8.0
DDD,2013B,1638119,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-71.0,NA,35.0,79.0,51.0,80.0,79.0,73.0,116.0,76.0,151.0,67.0,197.0,76.0,231.0,40.0,25.0,60.0,54.0,61.0,81.0,67.0,117.0,55.0,152.0,56.0,173.0,69.0,209.0,64.0,78.0,654.0,16.0,898.0,284.0,36.0,252.0,0.0,177.0,543.0,208.0
DDD,2013B,1638425,F,Scotland,HE Qualification,0-10%,35-55,0,120,N,Fail,-72.0,NA,27.0,52.0,52.0,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,43.0,54.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,86.0,0.0,122.0,63.0,11.0,30.0,2.0,41.0,56.0,44.0
DDD,2013B,1640773,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-151.0,NA,21.0,90.0,55.0,81.0,80.0,92.0,116.0,91.0,151.0,86.0,200.0,95.0,230.0,82.0,25.0,93.0,54.0,100.0,81.0,94.0,117.0,98.0,152.0,98.0,173.0,92.0,209.0,92.0,17.0,397.0,0.0,462.0,63.0,16.0,164.0,0.0,46.0,274.0,39.0
