code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34860_date,34860_score,34861_date,34861_score,34862_date,34862_score,34863_date,34863_score,34864_date,34864_score,34865_date,34865_score,34866_date,34866_score,34867_date,34867_score,34868_date,34868_score,34869_date,34869_score,34870_date,34870_score,34871_date,34871_score,clicks_dataplus,clicks_dualpane,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
FFF,2013B,928248,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass,-24.0,NA,217.0,NA,50.0,86.0,102.0,84.0,141.0,87.0,174.0,94.0,69.0,100.0,69.0,100.0,220.0,89.0,220.0,86.0,220.0,81.0,220.0,98.0,220.0,76.0,10.0,2.0,308.0,0.0,248.0,955.0,11.0,44.0,9.0,12.0,846.0,39.0,229.0,17.0
FFF,2013B,962951,M,South Region,A Level or Equivalent,50-60%,35-55,2,150,N,Withdrawn,-15.0,213.0,60.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,27.0,49.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,3.0
FFF,2013B,988019,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Withdrawn,-22.0,100.0,18.0,90.0,46.0,96.0,NA,NA,NA,NA,NA,NA,367.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,490.0,0.0,478.0,383.0,18.0,28.0,6.0,10.0,18.0,19.0,157.0,15.0
FFF,2013B,999174,M,South East Region,HE Qualification,70-80%,55<=,1,150,N,Pass,-58.0,NA,15.0,72.0,44.0,96.0,87.0,79.0,130.0,70.0,165.0,89.0,39.0,77.0,41.0,96.0,88.0,86.0,116.0,87.0,160.0,98.0,182.0,91.0,175.0,85.0,35.0,14.0,273.0,2.0,1277.0,1667.0,176.0,53.0,18.0,17.0,1253.0,190.0,1218.0,114.0
FFF,2013B,1026777,M,South Region,Lower Than A Level,60-70%,35-55,1,210,N,Withdrawn,-20.0,53.0,34.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,30.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,14.0,0.0,82.0,286.0,0.0,9.0,5.0,0.0,79.0,9.0,62.0,6.0
FFF,2013B,1034674,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-48.0,NA,18.0,88.0,47.0,86.0,87.0,82.0,131.0,78.0,172.0,80.0,27.0,84.0,25.0,94.0,80.0,98.0,122.0,93.0,175.0,95.0,210.0,92.0,202.0,97.0,33.0,23.0,1091.0,0.0,884.0,2947.0,59.0,124.0,28.0,47.0,678.0,38.0,519.0,72.0
FFF,2013B,1054876,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-59.0,NA,20.0,76.0,47.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,269.0,0.0,146.0,238.0,2.0,9.0,9.0,12.0,190.0,9.0,137.0,13.0
FFF,2013B,1073767,F,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-34.0,NA,17.0,90.0,44.0,88.0,93.0,89.0,131.0,94.0,175.0,93.0,77.0,82.0,73.0,91.0,107.0,73.0,115.0,80.0,207.0,80.0,213.0,87.0,207.0,73.0,0.0,4.0,1797.0,90.0,656.0,2094.0,77.0,65.0,8.0,10.0,810.0,48.0,453.0,33.0
FFF,2013B,1090738,M,Wales,A Level or Equivalent,70-80%,35-55,1,150,N,Fail,-22.0,NA,18.0,78.0,47.0,78.0,96.0,70.0,NA,NA,173.0,77.0,223.0,80.0,223.0,24.0,223.0,55.0,223.0,71.0,223.0,38.0,223.0,86.0,223.0,69.0,0.0,0.0,46.0,6.0,144.0,323.0,21.0,0.0,5.0,0.0,504.0,32.0,225.0,19.0
FFF,2013B,1097354,M,South Region,HE Qualification,60-70%,35-55,0,90,N,Pass,-24.0,NA,26.0,94.0,54.0,82.0,103.0,64.0,145.0,92.0,174.0,98.0,221.0,90.0,221.0,99.0,222.0,84.0,223.0,83.0,223.0,77.0,223.0,68.0,223.0,80.0,3.0,0.0,373.0,0.0,503.0,982.0,39.0,10.0,14.0,1.0,660.0,191.0,430.0,63.0
FFF,2013B,1118284,M,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-22.0,NA,18.0,84.0,42.0,80.0,87.0,90.0,129.0,93.0,163.0,95.0,17.0,95.0,30.0,97.0,87.0,91.0,122.0,93.0,152.0,95.0,208.0,96.0,207.0,94.0,61.0,10.0,337.0,0.0,551.0,1765.0,33.0,107.0,25.0,42.0,419.0,38.0,317.0,73.0
FFF,2013B,1337055,M,South Region,HE Qualification,80-90%,35-55,1,150,N,Pass,-25.0,NA,17.0,86.0,46.0,82.0,86.0,85.0,141.0,85.0,163.0,77.0,26.0,92.0,59.0,94.0,59.0,72.0,154.0,71.0,154.0,91.0,213.0,77.0,199.0,83.0,20.0,1.0,153.0,0.0,538.0,480.0,25.0,17.0,19.0,38.0,793.0,47.0,491.0,63.0
FFF,2013B,1347198,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-21.0,NA,17.0,92.0,44.0,94.0,94.0,91.0,137.0,86.0,166.0,83.0,74.0,83.0,75.0,89.0,192.0,77.0,194.0,73.0,184.0,84.0,192.0,69.0,208.0,85.0,26.0,11.0,340.0,0.0,181.0,1321.0,30.0,13.0,11.0,3.0,533.0,37.0,260.0,38.0
FFF,2013B,1397662,F,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-52.0,NA,19.0,80.0,46.0,78.0,87.0,62.0,129.0,16.0,165.0,71.0,21.0,96.0,32.0,99.0,59.0,84.0,152.0,86.0,193.0,91.0,203.0,79.0,202.0,95.0,15.0,26.0,166.0,0.0,547.0,2266.0,61.0,186.0,29.0,52.0,3421.0,132.0,792.0,165.0
FFF,2013B,1411562,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-65.0,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,71.0,0.0,92.0,351.0,2.0,1.0,13.0,0.0,42.0,9.0,116.0,19.0
FFF,2013B,1436558,M,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-34.0,NA,16.0,76.0,46.0,78.0,85.0,86.0,129.0,88.0,162.0,95.0,49.0,88.0,49.0,94.0,132.0,90.0,132.0,91.0,181.0,80.0,198.0,93.0,198.0,88.0,0.0,3.0,600.0,0.0,511.0,910.0,22.0,48.0,12.0,11.0,548.0,63.0,307.0,23.0
FFF,2013B,1440072,M,Scotland,HE Qualification,20-30%,35-55,0,150,N,Pass,-52.0,NA,15.0,84.0,37.0,74.0,77.0,52.0,116.0,62.0,161.0,82.0,11.0,88.0,27.0,86.0,208.0,60.0,208.0,79.0,208.0,82.0,208.0,79.0,208.0,79.0,0.0,1.0,383.0,0.0,548.0,2002.0,3.0,11.0,9.0,0.0,765.0,98.0,466.0,80.0
FFF,2013B,1442706,F,South East Region,HE Qualification,20-30%,35-55,0,90,Y,Fail,-22.0,NA,19.0,76.0,47.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,6.0,156.0,0.0,330.0,1291.0,12.0,124.0,7.0,7.0,8.0,25.0,240.0,32.0
FFF,2013B,1444520,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,-87.0,NA,15.0,86.0,47.0,84.0,89.0,91.0,129.0,88.0,172.0,85.0,4.0,92.0,70.0,97.0,98.0,92.0,122.0,97.0,178.0,94.0,220.0,93.0,220.0,95.0,8.0,22.0,361.0,0.0,443.0,1097.0,60.0,73.0,18.0,10.0,771.0,89.0,477.0,72.0
FFF,2013B,1464952,M,East Anglian Region,HE Qualification,50-60%,35-55,0,90,N,Pass,-71.0,NA,19.0,98.0,47.0,74.0,101.0,74.0,145.0,74.0,NA,NA,73.0,83.0,80.0,86.0,80.0,83.0,213.0,77.0,213.0,85.0,213.0,81.0,213.0,76.0,9.0,6.0,1605.0,0.0,1530.0,1581.0,89.0,48.0,5.0,18.0,679.0,34.0,332.0,27.0
FFF,2013B,1494901,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,Withdrawn,-16.0,-7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,1500410,M,North Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-11.0,NA,18.0,88.0,46.0,82.0,88.0,60.0,138.0,70.0,179.0,66.0,18.0,85.0,45.0,93.0,220.0,69.0,223.0,72.0,223.0,78.0,223.0,61.0,223.0,79.0,0.0,2.0,245.0,0.0,372.0,1447.0,3.0,98.0,8.0,12.0,533.0,46.0,241.0,30.0
FFF,2013B,1510285,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-52.0,NA,18.0,86.0,47.0,74.0,107.0,81.0,138.0,69.0,166.0,86.0,32.0,77.0,105.0,93.0,109.0,74.0,152.0,84.0,213.0,80.0,216.0,72.0,215.0,73.0,16.0,10.0,276.0,0.0,563.0,2482.0,0.0,35.0,17.0,14.0,701.0,47.0,397.0,49.0
FFF,2013B,1531287,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-86.0,NA,15.0,100.0,47.0,88.0,96.0,74.0,140.0,94.0,169.0,96.0,52.0,100.0,66.0,100.0,66.0,75.0,107.0,100.0,143.0,93.0,220.0,89.0,NA,NA,2.0,8.0,641.0,2.0,523.0,1768.0,57.0,36.0,11.0,18.0,1250.0,40.0,398.0,68.0
FFF,2013B,1532840,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-42.0,NA,19.0,94.0,46.0,74.0,88.0,90.0,138.0,81.0,166.0,74.0,23.0,84.0,23.0,92.0,48.0,86.0,108.0,80.0,194.0,73.0,220.0,82.0,220.0,84.0,18.0,2.0,2202.0,0.0,1115.0,1198.0,8.0,25.0,19.0,23.0,728.0,36.0,295.0,38.0
FFF,2013B,1534560,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-24.0,NA,18.0,76.0,44.0,74.0,89.0,68.0,130.0,74.0,164.0,78.0,122.0,82.0,174.0,92.0,192.0,88.0,178.0,79.0,192.0,83.0,193.0,86.0,193.0,94.0,0.0,7.0,280.0,0.0,325.0,588.0,13.0,53.0,13.0,3.0,711.0,45.0,300.0,29.0
FFF,2013B,1536138,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,-86.0,NA,18.0,80.0,46.0,78.0,89.0,86.0,131.0,69.0,166.0,79.0,55.0,80.0,168.0,89.0,168.0,76.0,215.0,86.0,220.0,81.0,220.0,81.0,220.0,76.0,0.0,0.0,111.0,0.0,224.0,434.0,6.0,2.0,13.0,0.0,516.0,58.0,269.0,19.0
FFF,2013B,1554143,M,London Region,A Level or Equivalent,90-100%,35-55,0,90,N,Fail,-12.0,NA,19.0,92.0,47.0,90.0,96.0,72.0,138.0,59.0,NA,NA,217.0,85.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,158.0,0.0,225.0,527.0,7.0,0.0,7.0,3.0,148.0,33.0,240.0,26.0
FFF,2013B,1558539,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,Y,Withdrawn,-16.0,116.0,16.0,90.0,45.0,84.0,NA,NA,NA,NA,NA,NA,66.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,8.0,874.0,0.0,456.0,962.0,40.0,37.0,15.0,14.0,379.0,57.0,342.0,55.0
FFF,2013B,1559365,M,South East Region,Lower Than A Level,70-80%,35-55,1,120,N,Withdrawn,-25.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,1562320,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,-127.0,32.0,19.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,148.0,0.0,99.0,97.0,17.0,18.0,9.0,0.0,5.0,20.0,96.0,18.0
FFF,2013B,1614181,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-21.0,NA,18.0,76.0,43.0,52.0,95.0,46.0,137.0,56.0,178.0,66.0,172.0,60.0,178.0,55.0,192.0,43.0,194.0,69.0,195.0,50.0,198.0,50.0,196.0,68.0,9.0,0.0,169.0,0.0,336.0,993.0,33.0,24.0,9.0,3.0,747.0,36.0,259.0,32.0
FFF,2013B,1627071,M,London Region,Lower Than A Level,10-20,35-55,1,120,Y,Fail,-86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,7.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FFF,2013B,1651020,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,1,120,N,Withdrawn,-98.0,132.0,18.0,68.0,46.0,62.0,NA,NA,NA,NA,NA,NA,6.0,85.0,40.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,100.0,0.0,82.0,157.0,8.0,0.0,2.0,4.0,154.0,11.0,60.0,6.0
FFF,2013B,1668504,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,1,90,N,Distinction,-29.0,NA,14.0,86.0,37.0,86.0,79.0,89.0,129.0,89.0,164.0,96.0,12.0,100.0,45.0,100.0,154.0,75.0,154.0,86.0,220.0,92.0,156.0,92.0,220.0,93.0,13.0,5.0,2278.0,0.0,1047.0,1766.0,32.0,90.0,17.0,34.0,828.0,73.0,431.0,53.0
FFF,2013B,1689730,M,London Region,A Level or Equivalent,20-30%,35-55,1,120,N,Pass,-140.0,NA,19.0,90.0,60.0,84.0,NA,NA,139.0,79.0,NA,NA,46.0,92.0,46.0,96.0,222.0,85.0,NA,NA,NA,NA,222.0,90.0,NA,NA,17.0,1.0,193.0,0.0,134.0,713.0,15.0,25.0,7.0,3.0,341.0,22.0,201.0,16.0
FFF,2013B,1699445,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-97.0,NA,14.0,74.0,46.0,84.0,85.0,79.0,127.0,78.0,163.0,78.0,-4.0,100.0,20.0,100.0,60.0,96.0,96.0,85.0,128.0,82.0,165.0,77.0,165.0,77.0,20.0,12.0,1382.0,0.0,1151.0,1779.0,38.0,97.0,15.0,33.0,2156.0,38.0,442.0,52.0
FFF,2013B,1720712,M,North Western Region,Lower Than A Level,50-60%,35-55,0,90,N,Pass,-57.0,NA,18.0,96.0,46.0,100.0,91.0,98.0,133.0,94.0,165.0,93.0,52.0,86.0,52.0,95.0,140.0,88.0,140.0,90.0,143.0,90.0,171.0,95.0,188.0,87.0,1.0,10.0,373.0,0.0,573.0,1636.0,5.0,22.0,11.0,12.0,1072.0,51.0,367.0,32.0
FFF,2013B,1742834,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,-28.0,NA,18.0,86.0,47.0,80.0,89.0,78.0,131.0,71.0,165.0,80.0,194.0,91.0,195.0,89.0,194.0,85.0,196.0,87.0,167.0,93.0,194.0,92.0,186.0,86.0,0.0,9.0,866.0,0.0,899.0,1236.0,39.0,85.0,17.0,16.0,588.0,90.0,435.0,70.0
FFF,2013B,1761013,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-34.0,NA,16.0,94.0,45.0,98.0,85.0,93.0,131.0,92.0,165.0,92.0,25.0,92.0,25.0,94.0,222.0,90.0,222.0,83.0,222.0,70.0,222.0,83.0,222.0,79.0,0.0,3.0,539.0,0.0,322.0,702.0,17.0,40.0,6.0,4.0,503.0,70.0,198.0,32.0
FFF,2013B,1766303,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,-24.0,163.0,18.0,86.0,46.0,78.0,89.0,63.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,4.0,378.0,0.0,196.0,339.0,9.0,18.0,10.0,14.0,46.0,27.0,177.0,40.0
FFF,2013B,1772429,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,NA,17.0,72.0,46.0,78.0,88.0,78.0,138.0,89.0,180.0,36.0,47.0,96.0,54.0,100.0,89.0,83.0,131.0,78.0,220.0,83.0,223.0,68.0,223.0,82.0,38.0,12.0,197.0,0.0,277.0,1361.0,0.0,22.0,9.0,13.0,570.0,35.0,264.0,26.0
FFF,2013B,1784775,F,North Region,HE Qualification,NA,35-55,0,120,N,Pass,-86.0,NA,19.0,68.0,47.0,68.0,89.0,74.0,NA,NA,189.0,47.0,153.0,74.0,153.0,85.0,192.0,77.0,198.0,70.0,198.0,85.0,207.0,66.0,203.0,77.0,1.0,3.0,191.0,2.0,399.0,1218.0,5.0,69.0,11.0,4.0,782.0,48.0,377.0,36.0
FFF,2013B,1788974,M,South West Region,HE Qualification,40-50%,35-55,0,90,N,Fail,-23.0,NA,17.0,100.0,NA,NA,93.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,42.0,0.0,41.0,89.0,7.0,5.0,1.0,0.0,1.0,38.0,44.0,4.0
FFF,2013B,1809578,M,North Region,A Level or Equivalent,NA,35-55,0,60,N,Pass,4.0,NA,19.0,90.0,59.0,94.0,89.0,86.0,144.0,84.0,166.0,90.0,200.0,79.0,200.0,93.0,208.0,69.0,210.0,70.0,210.0,78.0,213.0,85.0,213.0,70.0,12.0,8.0,1198.0,0.0,598.0,1425.0,62.0,38.0,18.0,21.0,621.0,50.0,276.0,45.0
FFF,2013B,1813486,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,1,60,N,Fail,-79.0,NA,18.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,147.0,0.0,145.0,284.0,5.0,33.0,13.0,0.0,27.0,35.0,147.0,26.0
FFF,2013B,1813664,M,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,Withdrawn,-18.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0
FFF,2013B,1821249,M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-16.0,168.0,18.0,74.0,48.0,90.0,NA,NA,NA,NA,NA,NA,52.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,603.0,0.0,195.0,481.0,10.0,13.0,16.0,0.0,191.0,32.0,254.0,26.0
FFF,2013B,1824428,M,Ireland,Lower Than A Level,0-10%,35-55,1,150,N,Withdrawn,-102.0,-66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,1833107,F,Ireland,Lower Than A Level,30-40%,0-35,0,90,N,Fail,-140.0,NA,17.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,6.0,0.0,32.0,49.0,0.0,0.0,1.0,0.0,2.0,9.0,62.0,3.0
FFF,2013B,1836988,M,Scotland,HE Qualification,0-10%,0-35,0,90,N,Withdrawn,-14.0,179.0,17.0,80.0,46.0,74.0,88.0,69.0,NA,NA,NA,NA,47.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,4.0,110.0,0.0,78.0,533.0,2.0,21.0,7.0,5.0,77.0,17.0,100.0,9.0
FFF,2013B,1839012,F,Scotland,Lower Than A Level,60-70%,35-55,1,120,N,Pass,-24.0,NA,18.0,80.0,45.0,88.0,87.0,86.0,130.0,65.0,167.0,82.0,48.0,76.0,48.0,71.0,95.0,62.0,115.0,63.0,150.0,63.0,179.0,59.0,167.0,66.0,35.0,7.0,2439.0,0.0,1592.0,2341.0,46.0,110.0,16.0,40.0,954.0,109.0,583.0,63.0
FFF,2013B,1839785,M,London Region,Lower Than A Level,30-40%,35-55,0,120,Y,Withdrawn,-48.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FFF,2013B,1844150,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,60,N,Pass,-30.0,NA,16.0,84.0,45.0,74.0,88.0,61.0,129.0,51.0,NA,NA,171.0,88.0,171.0,92.0,171.0,73.0,171.0,81.0,171.0,62.0,171.0,61.0,171.0,78.0,12.0,7.0,527.0,5.0,380.0,1210.0,15.0,51.0,21.0,16.0,735.0,65.0,332.0,46.0
FFF,2013B,1846751,M,Wales,HE Qualification,30-40%,35-55,0,90,N,Pass,-22.0,NA,19.0,90.0,47.0,74.0,89.0,70.0,130.0,73.0,165.0,84.0,214.0,88.0,220.0,92.0,220.0,85.0,220.0,81.0,220.0,74.0,220.0,81.0,220.0,81.0,11.0,0.0,39.0,3.0,130.0,66.0,4.0,1.0,1.0,16.0,570.0,125.0,123.0,15.0
FFF,2013B,1855249,F,South Region,HE Qualification,90-100%,35-55,2,60,N,Withdrawn,-46.0,-31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,1861445,M,Scotland,A Level or Equivalent,10-20,35-55,0,70,N,Fail,-9.0,NA,19.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,141.0,0.0,75.0,29.0,3.0,0.0,4.0,0.0,0.0,6.0,47.0,7.0
FFF,2013B,1867563,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-22.0,115.0,19.0,60.0,61.0,90.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,82.0,0.0,55.0,96.0,6.0,1.0,2.0,0.0,0.0,7.0,43.0,15.0
FFF,2013B,1870830,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-28.0,NA,18.0,100.0,46.0,62.0,97.0,41.0,130.0,85.0,166.0,80.0,213.0,66.0,214.0,77.0,215.0,76.0,216.0,75.0,216.0,77.0,222.0,67.0,217.0,57.0,0.0,0.0,891.0,0.0,400.0,819.0,45.0,24.0,5.0,1.0,826.0,39.0,217.0,19.0
FFF,2013B,1874403,M,London Region,A Level or Equivalent,10-20,35-55,1,180,Y,Withdrawn,-94.0,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,185.0,0.0,259.0,100.0,6.0,0.0,30.0,0.0,173.0,9.0,132.0,21.0
FFF,2013B,1878918,M,Scotland,HE Qualification,0-10%,35-55,0,60,N,Pass,-30.0,NA,18.0,76.0,59.0,60.0,99.0,60.0,145.0,81.0,NA,NA,61.0,89.0,73.0,85.0,152.0,74.0,164.0,87.0,198.0,87.0,213.0,79.0,213.0,72.0,28.0,24.0,346.0,0.0,647.0,3247.0,4.0,97.0,22.0,34.0,936.0,53.0,588.0,51.0
FFF,2013B,1882255,M,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-15.0,NA,19.0,86.0,47.0,84.0,94.0,87.0,139.0,87.0,160.0,81.0,17.0,84.0,24.0,83.0,70.0,87.0,109.0,88.0,126.0,88.0,194.0,80.0,186.0,83.0,20.0,8.0,498.0,0.0,560.0,1292.0,4.0,56.0,16.0,15.0,1408.0,48.0,409.0,45.0
FFF,2013B,1896915,M,South Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-64.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,191.0,0.0,142.0,69.0,2.0,5.0,11.0,0.0,32.0,23.0,70.0,14.0
FFF,2013B,1904916,F,East Midlands Region,HE Qualification,20-30%,35-55,0,120,N,Pass,-93.0,NA,19.0,70.0,46.0,54.0,99.0,34.0,135.0,42.0,165.0,54.0,200.0,56.0,202.0,59.0,213.0,56.0,214.0,56.0,214.0,50.0,215.0,49.0,214.0,50.0,0.0,0.0,97.0,0.0,149.0,602.0,3.0,1.0,2.0,0.0,717.0,26.0,194.0,15.0
FFF,2013B,1905259,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-83.0,NA,17.0,92.0,45.0,80.0,86.0,83.0,126.0,86.0,163.0,92.0,60.0,84.0,73.0,93.0,88.0,82.0,118.0,92.0,159.0,83.0,213.0,77.0,207.0,78.0,30.0,10.0,177.0,0.0,484.0,1939.0,17.0,23.0,16.0,23.0,578.0,38.0,342.0,50.0
FFF,2013B,1907755,F,Scotland,HE Qualification,50-60%,35-55,0,90,N,Distinction,-34.0,NA,15.0,94.0,45.0,100.0,85.0,97.0,116.0,96.0,158.0,98.0,11.0,99.0,11.0,99.0,62.0,98.0,96.0,98.0,152.0,100.0,154.0,100.0,175.0,97.0,54.0,24.0,1717.0,0.0,2357.0,4859.0,9.0,99.0,30.0,89.0,1332.0,80.0,1108.0,123.0
FFF,2013B,1913435,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-16.0,NA,14.0,80.0,43.0,90.0,88.0,91.0,NA,NA,NA,NA,45.0,96.0,45.0,94.0,130.0,85.0,130.0,82.0,NA,NA,160.0,86.0,NA,NA,1.0,0.0,269.0,0.0,243.0,948.0,0.0,0.0,9.0,9.0,570.0,42.0,157.0,10.0
FFF,2013B,1917796,M,Ireland,A Level or Equivalent,0-10%,35-55,1,120,N,Pass,-21.0,NA,18.0,86.0,47.0,86.0,89.0,60.0,131.0,73.0,172.0,55.0,221.0,80.0,221.0,88.0,222.0,74.0,222.0,72.0,222.0,72.0,223.0,85.0,223.0,79.0,12.0,1.0,87.0,0.0,115.0,461.0,5.0,10.0,3.0,0.0,579.0,24.0,114.0,15.0
