code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34886_date,34886_score,34887_date,34887_score,34888_date,34888_score,34889_date,34889_score,34890_date,34890_score,34891_date,34891_score,34892_date,34892_score,34893_date,34893_score,34894_date,34894_score,34895_date,34895_score,34896_date,34896_score,34897_date,34897_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
FFF,2014B,630830,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-29.0,NA,19.0,68.0,51.0,52.0,87.0,77.0,128.0,66.0,170.0,68.0,14.0,81.0,14.0,91.0,200.0,85.0,212.0,75.0,217.0,87.0,221.0,78.0,219.0,74.0,0.0,0.0,1.0,178.0,0.0,235.0,0.0,429.0,5.0,10.0,6.0,612.0,17.0,126.0,5.0
FFF,2014B,630854,M,London Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-28.0,NA,22.0,76.0,51.0,78.0,86.0,75.0,129.0,78.0,171.0,84.0,88.0,85.0,181.0,92.0,202.0,67.0,223.0,89.0,227.0,71.0,228.0,77.0,227.0,76.0,0.0,1.0,2.0,49.0,0.0,221.0,0.0,668.0,4.0,10.0,0.0,1055.0,33.0,152.0,12.0
FFF,2014B,630859,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,-45.0,NA,19.0,76.0,50.0,60.0,90.0,60.0,129.0,43.0,170.0,77.0,13.0,77.0,52.0,78.0,130.0,63.0,160.0,81.0,160.0,74.0,187.0,62.0,181.0,63.0,1.0,0.0,1.0,401.0,0.0,444.0,18.0,1049.0,8.0,7.0,0.0,1474.0,83.0,219.0,30.0
FFF,2014B,630867,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-45.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,6.0,0.0,24.0,1.0,28.0,0.0,4.0,0.0,1.0,6.0,33.0,2.0
FFF,2014B,630868,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-45.0,145.0,22.0,98.0,52.0,74.0,87.0,53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,106.0,0.0,172.0,2.0,480.0,10.0,3.0,9.0,2.0,11.0,96.0,8.0
FFF,2014B,630870,M,North Region,Lower Than A Level,NA,0-35,0,120,N,Withdrawn,-45.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,630891,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-45.0,NA,24.0,42.0,52.0,24.0,87.0,13.0,129.0,18.0,171.0,34.0,187.0,57.0,207.0,51.0,227.0,41.0,110.0,62.0,143.0,69.0,199.0,43.0,191.0,54.0,0.0,0.0,3.0,17.0,0.0,249.0,4.0,948.0,10.0,2.0,6.0,1095.0,17.0,201.0,19.0
FFF,2014B,630912,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-43.0,NA,22.0,68.0,50.0,46.0,86.0,71.0,127.0,73.0,171.0,21.0,24.0,74.0,83.0,86.0,95.0,77.0,140.0,83.0,143.0,85.0,185.0,84.0,179.0,85.0,0.0,0.0,2.0,32.0,0.0,237.0,0.0,674.0,7.0,5.0,0.0,796.0,15.0,173.0,3.0
FFF,2014B,630924,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-45.0,NA,16.0,90.0,40.0,88.0,86.0,86.0,113.0,85.0,156.0,87.0,25.0,83.0,55.0,97.0,74.0,93.0,118.0,74.0,152.0,77.0,193.0,65.0,193.0,76.0,0.0,0.0,2.0,88.0,0.0,211.0,0.0,1502.0,11.0,10.0,2.0,627.0,20.0,214.0,17.0
FFF,2014B,630937,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-34.0,NA,23.0,84.0,52.0,90.0,87.0,77.0,129.0,76.0,171.0,98.0,40.0,85.0,41.0,95.0,138.0,88.0,138.0,82.0,139.0,88.0,210.0,90.0,210.0,88.0,19.0,2.0,2.0,321.0,0.0,248.0,11.0,930.0,31.0,9.0,37.0,565.0,22.0,171.0,16.0
FFF,2014B,630950,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-45.0,-40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,630966,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-22.0,NA,23.0,74.0,52.0,74.0,87.0,84.0,133.0,75.0,178.0,80.0,39.0,76.0,56.0,86.0,145.0,66.0,180.0,86.0,181.0,94.0,228.0,72.0,228.0,66.0,64.0,5.0,6.0,1720.0,1.0,1593.0,21.0,5540.0,173.0,45.0,43.0,1120.0,147.0,1151.0,137.0
FFF,2014B,631023,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-15.0,NA,24.0,86.0,52.0,78.0,88.0,65.0,129.0,76.0,171.0,81.0,67.0,100.0,67.0,98.0,109.0,82.0,208.0,79.0,228.0,82.0,228.0,86.0,228.0,85.0,30.0,1.0,2.0,386.0,0.0,533.0,2.0,2018.0,12.0,21.0,24.0,912.0,63.0,329.0,104.0
FFF,2014B,631075,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-36.0,145.0,23.0,90.0,52.0,64.0,87.0,66.0,NA,NA,NA,NA,28.0,79.0,56.0,78.0,395.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,116.0,0.0,285.0,0.0,255.0,6.0,0.0,0.0,230.0,19.0,140.0,8.0
FFF,2014B,631083,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-45.0,NA,24.0,100.0,52.0,58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,38.0,0.0,90.0,1.0,175.0,0.0,9.0,1.0,11.0,16.0,97.0,6.0
FFF,2014B,631099,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,-22.0,NA,25.0,80.0,52.0,48.0,87.0,35.0,129.0,19.0,183.0,50.0,89.0,37.0,201.0,54.0,200.0,54.0,201.0,69.0,201.0,55.0,201.0,48.0,200.0,53.0,0.0,0.0,1.0,123.0,0.0,56.0,0.0,266.0,1.0,5.0,0.0,485.0,17.0,163.0,11.0
FFF,2014B,631104,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-39.0,NA,24.0,78.0,55.0,60.0,86.0,53.0,128.0,63.0,171.0,50.0,199.0,87.0,199.0,95.0,199.0,78.0,202.0,78.0,202.0,83.0,202.0,81.0,202.0,78.0,21.0,0.0,4.0,202.0,0.0,104.0,0.0,929.0,8.0,8.0,3.0,569.0,43.0,257.0,23.0
FFF,2014B,631111,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-45.0,NA,23.0,90.0,52.0,36.0,NA,NA,136.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,479.0,0.0,265.0,1.0,669.0,9.0,5.0,0.0,107.0,41.0,139.0,19.0
FFF,2014B,631135,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-45.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,29.0,0.0,15.0,1.0,30.0,0.0,8.0,0.0,59.0,2.0,27.0,1.0
FFF,2014B,631195,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,-44.0,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,36.0,0.0,25.0,0.0,39.0,0.0,4.0,0.0,4.0,0.0,29.0,2.0
FFF,2014B,631235,M,South West Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-43.0,NA,23.0,86.0,52.0,80.0,87.0,63.0,125.0,87.0,170.0,49.0,128.0,76.0,128.0,93.0,222.0,70.0,222.0,79.0,222.0,72.0,226.0,75.0,223.0,66.0,0.0,0.0,2.0,100.0,3.0,196.0,0.0,319.0,6.0,9.0,0.0,581.0,15.0,152.0,8.0
FFF,2014B,631247,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-25.0,NA,18.0,100.0,52.0,94.0,75.0,90.0,127.0,88.0,170.0,92.0,20.0,97.0,14.0,100.0,82.0,95.0,119.0,91.0,152.0,96.0,207.0,92.0,207.0,99.0,31.0,2.0,1.0,509.0,0.0,803.0,13.0,1615.0,17.0,18.0,36.0,692.0,41.0,211.0,49.0
FFF,2014B,631300,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,-43.0,NA,24.0,82.0,51.0,48.0,95.0,27.0,130.0,64.0,177.0,16.0,108.0,66.0,110.0,66.0,226.0,44.0,215.0,69.0,223.0,70.0,226.0,50.0,226.0,48.0,0.0,0.0,2.0,90.0,0.0,260.0,2.0,372.0,1.0,8.0,0.0,904.0,18.0,224.0,12.0
FFF,2014B,631311,M,North Region,HE Qualification,NA,0-35,0,60,N,Pass,-15.0,NA,19.0,88.0,51.0,70.0,86.0,73.0,122.0,86.0,169.0,39.0,17.0,88.0,45.0,95.0,82.0,79.0,116.0,88.0,182.0,79.0,215.0,80.0,189.0,83.0,8.0,0.0,1.0,304.0,0.0,179.0,14.0,1292.0,28.0,13.0,6.0,601.0,51.0,352.0,35.0
FFF,2014B,631327,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-25.0,NA,23.0,64.0,58.0,74.0,86.0,74.0,113.0,82.0,167.0,77.0,10.0,94.0,54.0,88.0,59.0,80.0,101.0,95.0,105.0,94.0,175.0,89.0,150.0,82.0,0.0,1.0,2.0,418.0,0.0,641.0,13.0,2048.0,16.0,12.0,15.0,1864.0,18.0,457.0,25.0
FFF,2014B,631365,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-29.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,631467,F,South Region,A Level or Equivalent,NA,0-35,0,60,N,Pass,-29.0,NA,23.0,72.0,48.0,76.0,94.0,75.0,129.0,42.0,170.0,83.0,200.0,78.0,200.0,86.0,200.0,54.0,202.0,69.0,202.0,71.0,212.0,71.0,202.0,81.0,20.0,1.0,2.0,162.0,0.0,224.0,2.0,880.0,27.0,12.0,18.0,628.0,21.0,192.0,12.0
FFF,2014B,631473,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Distinction,-22.0,NA,23.0,78.0,51.0,90.0,87.0,88.0,128.0,90.0,170.0,94.0,52.0,100.0,53.0,100.0,56.0,100.0,147.0,100.0,150.0,100.0,153.0,100.0,152.0,100.0,8.0,4.0,3.0,458.0,2.0,762.0,1.0,2230.0,19.0,31.0,12.0,3029.0,103.0,494.0,48.0
FFF,2014B,631524,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,-22.0,90.0,39.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,98.0,0.0,172.0,8.0,329.0,42.0,16.0,0.0,60.0,14.0,732.0,10.0
FFF,2014B,631654,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail,-39.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,18.0,0.0,27.0,0.0,86.0,0.0,4.0,0.0,6.0,1.0,42.0,6.0
FFF,2014B,631673,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-25.0,NA,22.0,92.0,52.0,72.0,87.0,68.0,129.0,71.0,171.0,82.0,226.0,76.0,226.0,74.0,227.0,58.0,227.0,64.0,227.0,53.0,228.0,68.0,227.0,32.0,0.0,0.0,4.0,237.0,0.0,188.0,30.0,334.0,13.0,7.0,0.0,700.0,23.0,191.0,7.0
FFF,2014B,631680,F,North Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-17.0,NA,22.0,74.0,52.0,92.0,88.0,80.0,128.0,79.0,169.0,88.0,18.0,76.0,19.0,78.0,69.0,80.0,104.0,69.0,185.0,84.0,228.0,75.0,182.0,75.0,4.0,5.0,5.0,1282.0,0.0,1336.0,4.0,5535.0,200.0,52.0,31.0,1654.0,47.0,1001.0,115.0
FFF,2014B,631701,M,East Anglian Region,No Formal quals,60-70%,0-35,0,90,N,Fail,-24.0,NA,22.0,60.0,51.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,68.0,6.0,74.0,3.0,270.0,9.0,4.0,0.0,83.0,13.0,81.0,0.0
FFF,2014B,631719,F,London Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-29.0,NA,12.0,86.0,48.0,90.0,83.0,86.0,128.0,77.0,170.0,91.0,11.0,99.0,52.0,92.0,185.0,83.0,201.0,83.0,201.0,63.0,201.0,66.0,228.0,59.0,0.0,0.0,4.0,2645.0,0.0,2040.0,16.0,2463.0,50.0,8.0,11.0,1695.0,75.0,503.0,34.0
FFF,2014B,631765,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-34.0,NA,23.0,86.0,51.0,86.0,86.0,85.0,128.0,84.0,169.0,78.0,17.0,93.0,20.0,100.0,221.0,85.0,172.0,91.0,221.0,85.0,209.0,85.0,221.0,92.0,0.0,0.0,1.0,1540.0,0.0,457.0,10.0,724.0,9.0,8.0,0.0,476.0,53.0,171.0,19.0
FFF,2014B,631853,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-34.0,NA,15.0,88.0,50.0,84.0,78.0,88.0,127.0,92.0,166.0,82.0,5.0,82.0,17.0,94.0,70.0,73.0,115.0,75.0,115.0,81.0,171.0,69.0,158.0,71.0,10.0,0.0,3.0,372.0,0.0,312.0,0.0,1123.0,2.0,11.0,12.0,587.0,26.0,222.0,13.0
FFF,2014B,631860,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-34.0,NA,23.0,94.0,47.0,96.0,74.0,95.0,127.0,97.0,162.0,98.0,10.0,100.0,10.0,100.0,52.0,100.0,101.0,100.0,101.0,100.0,150.0,100.0,150.0,100.0,2.0,0.0,3.0,516.0,2.0,445.0,2.0,637.0,4.0,7.0,0.0,3248.0,113.0,164.0,17.0
FFF,2014B,631880,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-34.0,NA,23.0,88.0,52.0,86.0,87.0,85.0,129.0,85.0,170.0,87.0,14.0,84.0,5.0,91.0,111.0,76.0,189.0,80.0,188.0,80.0,222.0,75.0,227.0,86.0,0.0,0.0,3.0,104.0,0.0,229.0,11.0,809.0,16.0,8.0,12.0,559.0,44.0,252.0,10.0
FFF,2014B,631884,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-24.0,NA,22.0,78.0,50.0,84.0,86.0,75.0,129.0,52.0,169.0,84.0,226.0,80.0,226.0,88.0,226.0,80.0,226.0,70.0,226.0,84.0,226.0,73.0,226.0,62.0,0.0,0.0,2.0,285.0,0.0,382.0,5.0,1390.0,33.0,12.0,12.0,611.0,22.0,236.0,25.0
FFF,2014B,631913,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-27.0,NA,23.0,92.0,49.0,84.0,86.0,71.0,128.0,73.0,169.0,84.0,108.0,75.0,172.0,81.0,NA,NA,NA,NA,192.0,76.0,NA,NA,199.0,57.0,0.0,0.0,2.0,134.0,0.0,202.0,0.0,764.0,26.0,11.0,3.0,452.0,17.0,162.0,22.0
FFF,2014B,631925,M,North Region,Lower Than A Level,NA,0-35,0,90,N,Withdrawn,-28.0,118.0,22.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,109.0,0.0,114.0,0.0,135.0,5.0,7.0,0.0,87.0,21.0,89.0,35.0
FFF,2014B,632019,M,Scotland,A Level or Equivalent,70-80%,35-55,0,90,N,Fail,-25.0,NA,23.0,76.0,52.0,76.0,87.0,86.0,129.0,73.0,NA,NA,219.0,86.0,219.0,91.0,226.0,78.0,226.0,93.0,226.0,85.0,227.0,89.0,227.0,80.0,0.0,0.0,1.0,129.0,0.0,207.0,0.0,862.0,37.0,14.0,6.0,392.0,16.0,231.0,11.0
FFF,2014B,632044,M,North Region,Lower Than A Level,NA,35-55,0,60,N,Pass,-29.0,NA,21.0,80.0,49.0,88.0,86.0,77.0,128.0,78.0,170.0,75.0,17.0,100.0,10.0,99.0,226.0,52.0,199.0,71.0,199.0,64.0,199.0,86.0,199.0,71.0,22.0,0.0,1.0,1264.0,0.0,1115.0,0.0,1869.0,68.0,9.0,14.0,727.0,45.0,340.0,312.0
FFF,2014B,632078,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Fail,-24.0,NA,23.0,80.0,51.0,72.0,93.0,63.0,129.0,60.0,185.0,42.0,215.0,69.0,219.0,76.0,219.0,71.0,220.0,62.0,220.0,65.0,222.0,60.0,222.0,67.0,0.0,0.0,1.0,41.0,0.0,254.0,0.0,628.0,17.0,10.0,0.0,463.0,12.0,140.0,10.0
FFF,2014B,632114,M,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,-29.0,NA,15.0,88.0,52.0,70.0,87.0,86.0,129.0,61.0,237.0,NA,52.0,86.0,154.0,88.0,228.0,74.0,228.0,69.0,228.0,79.0,228.0,67.0,228.0,73.0,0.0,0.0,2.0,10.0,0.0,80.0,0.0,156.0,0.0,3.0,0.0,834.0,13.0,140.0,10.0
FFF,2014B,632124,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-23.0,115.0,23.0,88.0,52.0,82.0,87.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,120.0,0.0,75.0,6.0,114.0,4.0,4.0,0.0,49.0,11.0,71.0,5.0
FFF,2014B,632143,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-15.0,NA,19.0,94.0,55.0,74.0,86.0,79.0,133.0,71.0,NA,NA,41.0,100.0,66.0,100.0,88.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,951.0,1.0,678.0,10.0,2310.0,61.0,23.0,11.0,1199.0,36.0,476.0,58.0
FFF,2014B,632235,M,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,-28.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,43.0,0.0,25.0,1.0,90.0,0.0,9.0,0.0,2.0,7.0,45.0,7.0
FFF,2014B,632258,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-27.0,NA,23.0,74.0,64.0,76.0,103.0,56.0,142.0,57.0,190.0,56.0,145.0,86.0,146.0,96.0,158.0,85.0,195.0,86.0,202.0,88.0,228.0,87.0,222.0,85.0,24.0,1.0,1.0,360.0,0.0,469.0,0.0,2151.0,21.0,20.0,22.0,1099.0,28.0,351.0,38.0
FFF,2014B,632306,M,East Midlands Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,-25.0,NA,23.0,96.0,51.0,94.0,85.0,84.0,121.0,89.0,168.0,85.0,25.0,96.0,52.0,86.0,87.0,87.0,123.0,89.0,158.0,88.0,213.0,75.0,208.0,76.0,20.0,1.0,2.0,406.0,0.0,494.0,5.0,1702.0,19.0,13.0,19.0,1061.0,28.0,325.0,25.0
FFF,2014B,632316,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-28.0,NA,22.0,86.0,50.0,58.0,85.0,79.0,127.0,74.0,169.0,92.0,59.0,82.0,83.0,86.0,179.0,75.0,180.0,74.0,185.0,73.0,199.0,70.0,194.0,78.0,8.0,1.0,2.0,255.0,0.0,448.0,5.0,1464.0,47.0,14.0,21.0,769.0,59.0,270.0,43.0
FFF,2014B,632339,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-29.0,NA,16.0,68.0,51.0,84.0,86.0,84.0,128.0,87.0,170.0,83.0,17.0,81.0,31.0,90.0,96.0,84.0,126.0,89.0,146.0,83.0,213.0,88.0,213.0,85.0,40.0,2.0,2.0,308.0,0.0,503.0,3.0,2438.0,85.0,16.0,33.0,579.0,32.0,423.0,51.0
FFF,2014B,632363,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-23.0,NA,23.0,78.0,53.0,60.0,88.0,44.0,128.0,46.0,170.0,74.0,213.0,69.0,216.0,72.0,226.0,55.0,226.0,67.0,216.0,81.0,226.0,59.0,226.0,80.0,0.0,0.0,1.0,467.0,0.0,318.0,9.0,384.0,6.0,19.0,0.0,1138.0,117.0,348.0,44.0
FFF,2014B,632379,M,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,-28.0,NA,23.0,70.0,48.0,54.0,86.0,72.0,128.0,71.0,170.0,67.0,109.0,90.0,109.0,97.0,157.0,83.0,157.0,75.0,175.0,86.0,228.0,82.0,212.0,80.0,0.0,0.0,3.0,48.0,0.0,159.0,0.0,321.0,0.0,1.0,0.0,562.0,11.0,111.0,8.0
FFF,2014B,632380,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-23.0,NA,23.0,88.0,51.0,72.0,93.0,85.0,133.0,84.0,171.0,86.0,143.0,91.0,158.0,93.0,221.0,73.0,221.0,67.0,224.0,83.0,220.0,85.0,224.0,76.0,0.0,0.0,1.0,234.0,0.0,157.0,3.0,241.0,0.0,2.0,0.0,381.0,38.0,88.0,13.0
FFF,2014B,632402,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-24.0,NA,18.0,78.0,43.0,86.0,68.0,74.0,143.0,68.0,176.0,52.0,153.0,91.0,153.0,85.0,153.0,71.0,188.0,88.0,188.0,80.0,209.0,75.0,208.0,72.0,0.0,0.0,2.0,209.0,0.0,239.0,0.0,773.0,11.0,8.0,3.0,556.0,25.0,141.0,19.0
FFF,2014B,632513,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-25.0,NA,23.0,100.0,49.0,98.0,85.0,92.0,125.0,94.0,168.0,98.0,25.0,80.0,25.0,93.0,81.0,93.0,124.0,91.0,160.0,90.0,192.0,90.0,189.0,95.0,22.0,1.0,2.0,281.0,0.0,448.0,20.0,1487.0,60.0,20.0,33.0,738.0,59.0,329.0,56.0
FFF,2014B,632544,M,North Region,No Formal quals,NA,0-35,0,60,N,Pass,-17.0,NA,20.0,78.0,51.0,74.0,93.0,74.0,134.0,72.0,171.0,81.0,59.0,73.0,163.0,85.0,196.0,67.0,196.0,66.0,196.0,82.0,214.0,86.0,199.0,65.0,13.0,0.0,2.0,161.0,0.0,351.0,0.0,1180.0,13.0,14.0,0.0,690.0,136.0,273.0,24.0
FFF,2014B,632588,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-25.0,NA,23.0,88.0,52.0,84.0,87.0,76.0,129.0,83.0,171.0,95.0,56.0,97.0,56.0,91.0,73.0,87.0,168.0,91.0,168.0,87.0,221.0,85.0,221.0,90.0,33.0,2.0,7.0,777.0,0.0,1054.0,0.0,3082.0,36.0,23.0,26.0,1409.0,49.0,617.0,49.0
FFF,2014B,632620,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-22.0,NA,22.0,92.0,51.0,76.0,87.0,79.0,128.0,63.0,170.0,0.0,19.0,84.0,24.0,85.0,193.0,78.0,193.0,66.0,193.0,58.0,194.0,61.0,193.0,62.0,2.0,0.0,2.0,97.0,0.0,150.0,0.0,482.0,12.0,28.0,6.0,585.0,46.0,144.0,15.0
FFF,2014B,632621,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-22.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2014B,632623,M,North Region,No Formal quals,NA,0-35,0,60,N,Pass,-22.0,NA,24.0,76.0,52.0,68.0,87.0,44.0,129.0,44.0,171.0,24.0,10.0,100.0,10.0,100.0,219.0,74.0,219.0,85.0,219.0,79.0,219.0,83.0,219.0,83.0,0.0,0.0,3.0,354.0,0.0,162.0,1.0,239.0,15.0,13.0,0.0,442.0,89.0,458.0,5.0
FFF,2014B,632634,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,-29.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,632691,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-27.0,NA,5.0,70.0,51.0,70.0,86.0,59.0,134.0,72.0,171.0,64.0,5.0,88.0,5.0,100.0,226.0,77.0,226.0,66.0,226.0,80.0,226.0,77.0,226.0,73.0,0.0,0.0,2.0,146.0,0.0,243.0,0.0,168.0,2.0,5.0,0.0,787.0,38.0,176.0,6.0
FFF,2014B,632698,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-17.0,NA,23.0,86.0,51.0,76.0,86.0,88.0,128.0,79.0,171.0,64.0,17.0,80.0,118.0,95.0,185.0,82.0,222.0,73.0,222.0,57.0,222.0,84.0,226.0,65.0,0.0,0.0,3.0,255.0,0.0,239.0,5.0,814.0,23.0,10.0,0.0,708.0,38.0,196.0,17.0
FFF,2014B,632705,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-28.0,NA,17.0,92.0,50.0,92.0,87.0,95.0,128.0,95.0,170.0,97.0,14.0,81.0,95.0,93.0,95.0,77.0,95.0,70.0,193.0,82.0,193.0,78.0,193.0,57.0,2.0,0.0,1.0,123.0,0.0,170.0,8.0,374.0,3.0,13.0,0.0,665.0,11.0,103.0,17.0
