code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34899_date,34899_score,34900_date,34900_score,34901_date,34901_score,34902_date,34902_score,34903_date,34903_score,34904_date,34904_score,34905_date,34905_score,34906_date,34906_score,34907_date,34907_score,34908_date,34908_score,34909_date,34909_score,34910_date,34910_score,clicks_dataplus,clicks_dualpane,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
FFF,2014J,683547,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-67.0,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,683550,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-67.0,NA,22.0,78.0,51.0,84.0,101.0,73.0,135.0,84.0,199.0,25.0,108.0,94.0,108.0,98.0,108.0,89.0,172.0,81.0,227.0,90.0,240.0,93.0,227.0,83.0,1.0,0.0,56.0,6.0,106.0,3.0,2.0,376.0,8.0,0.0,0.0,511.0,0.0,15.0,182.0,11.0
FFF,2014J,683555,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-66.0,94.0,23.0,88.0,52.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,51.0,0.0,126.0,5.0,0.0,79.0,3.0,1.0,0.0,14.0,0.0,9.0,87.0,0.0
FFF,2014J,683576,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,-36.0,142.0,22.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,50.0,0.0,76.0,5.0,0.0,166.0,2.0,1.0,0.0,57.0,0.0,11.0,60.0,10.0
FFF,2014J,683604,M,South Region,HE Qualification,70-80%,35-55,0,90,N,Pass,-23.0,NA,24.0,78.0,54.0,68.0,94.0,60.0,136.0,54.0,199.0,80.0,241.0,82.0,241.0,74.0,241.0,76.0,241.0,91.0,241.0,75.0,241.0,71.0,241.0,68.0,16.0,3.0,245.0,0.0,665.0,7.0,22.0,4612.0,32.0,16.0,22.0,873.0,0.0,103.0,584.0,95.0
FFF,2014J,683624,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Distinction,-24.0,NA,23.0,92.0,51.0,100.0,94.0,93.0,136.0,94.0,199.0,92.0,27.0,100.0,27.0,100.0,93.0,100.0,140.0,100.0,157.0,97.0,226.0,79.0,224.0,80.0,28.0,1.0,1452.0,0.0,2043.0,10.0,60.0,2764.0,39.0,18.0,18.0,1476.0,0.0,60.0,593.0,168.0
FFF,2014J,683628,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-53.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
FFF,2014J,683642,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,-66.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,683699,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,-36.0,67.0,22.0,74.0,61.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,153.0,0.0,59.0,3.0,1.0,153.0,13.0,1.0,0.0,115.0,0.0,12.0,53.0,8.0
FFF,2014J,683745,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-64.0,NA,24.0,68.0,52.0,62.0,NA,NA,NA,NA,NA,NA,23.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,427.0,0.0,242.0,3.0,0.0,369.0,47.0,2.0,10.0,121.0,0.0,15.0,167.0,14.0
FFF,2014J,683764,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-45.0,NA,22.0,88.0,51.0,72.0,94.0,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,93.0,0.0,154.0,3.0,5.0,278.0,23.0,2.0,3.0,1.0,0.0,18.0,68.0,4.0
FFF,2014J,683772,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-66.0,12.0,23.0,88.0,51.0,NA,NA,NA,NA,NA,NA,NA,21.0,84.0,52.0,73.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,116.0,0.0,140.0,3.0,0.0,225.0,0.0,3.0,3.0,413.0,0.0,26.0,92.0,13.0
FFF,2014J,683820,M,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,Pass,-36.0,NA,18.0,76.0,51.0,92.0,94.0,75.0,135.0,73.0,197.0,83.0,9.0,91.0,40.0,78.0,77.0,76.0,135.0,74.0,215.0,83.0,219.0,84.0,219.0,83.0,15.0,0.0,1631.0,0.0,849.0,10.0,15.0,891.0,36.0,10.0,31.0,631.0,0.0,32.0,349.0,43.0
FFF,2014J,683832,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-37.0,100.0,24.0,76.0,52.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,29.0,0.0,106.0,7.0,2.0,304.0,10.0,2.0,0.0,2.0,0.0,28.0,89.0,3.0
FFF,2014J,683902,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-66.0,NA,17.0,78.0,50.0,68.0,93.0,71.0,135.0,79.0,197.0,21.0,26.0,86.0,41.0,87.0,132.0,86.0,133.0,82.0,133.0,81.0,212.0,63.0,212.0,78.0,0.0,0.0,59.0,0.0,165.0,2.0,0.0,271.0,1.0,1.0,0.0,514.0,0.0,61.0,121.0,8.0
FFF,2014J,683912,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-65.0,-19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,683934,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-45.0,NA,23.0,76.0,51.0,64.0,94.0,66.0,136.0,79.0,199.0,83.0,69.0,97.0,206.0,92.0,235.0,76.0,240.0,71.0,240.0,73.0,240.0,82.0,240.0,80.0,0.0,0.0,301.0,2.0,575.0,8.0,3.0,1480.0,82.0,7.0,3.0,718.0,0.0,37.0,339.0,51.0
FFF,2014J,684013,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-37.0,NA,21.0,90.0,46.0,94.0,90.0,87.0,135.0,77.0,187.0,87.0,24.0,86.0,27.0,91.0,73.0,83.0,135.0,85.0,168.0,82.0,202.0,79.0,200.0,76.0,20.0,1.0,512.0,0.0,429.0,4.0,29.0,2303.0,98.0,8.0,39.0,1367.0,0.0,43.0,401.0,56.0
FFF,2014J,684014,F,North Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,-66.0,-63.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,684040,M,North Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-66.0,59.0,26.0,72.0,51.0,60.0,NA,NA,NA,NA,NA,NA,19.0,87.0,30.0,71.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,118.0,0.0,103.0,2.0,0.0,255.0,25.0,1.0,9.0,335.0,0.0,17.0,62.0,2.0
FFF,2014J,684075,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,5.0,0.0,16.0,4.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0
FFF,2014J,684183,M,North Region,A Level or Equivalent,NA,35-55,0,60,N,Pass,-21.0,NA,9.0,72.0,51.0,62.0,93.0,78.0,136.0,68.0,198.0,96.0,152.0,90.0,164.0,100.0,171.0,80.0,192.0,92.0,206.0,92.0,220.0,90.0,214.0,93.0,10.0,3.0,405.0,0.0,401.0,9.0,36.0,1049.0,17.0,24.0,25.0,1539.0,0.0,78.0,336.0,79.0
FFF,2014J,684311,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-34.0,NA,23.0,82.0,52.0,62.0,100.0,80.0,136.0,76.0,199.0,63.0,147.0,86.0,147.0,81.0,240.0,76.0,240.0,68.0,240.0,80.0,241.0,79.0,241.0,82.0,30.0,1.0,57.0,0.0,189.0,6.0,0.0,1675.0,35.0,2.0,15.0,587.0,0.0,31.0,202.0,11.0
FFF,2014J,684313,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-65.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,684383,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-23.0,NA,24.0,76.0,52.0,72.0,94.0,68.0,136.0,73.0,199.0,76.0,27.0,84.0,26.0,79.0,112.0,70.0,112.0,73.0,130.0,76.0,158.0,70.0,164.0,72.0,18.0,1.0,223.0,0.0,372.0,4.0,4.0,1514.0,15.0,6.0,17.0,1086.0,0.0,21.0,316.0,25.0
FFF,2014J,684386,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-64.0,NA,24.0,74.0,51.0,92.0,109.0,78.0,136.0,89.0,199.0,90.0,26.0,91.0,41.0,92.0,144.0,83.0,NA,NA,NA,NA,NA,NA,NA,NA,15.0,1.0,146.0,0.0,196.0,4.0,0.0,2539.0,31.0,13.0,14.0,236.0,0.0,35.0,421.0,33.0
FFF,2014J,684526,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-64.0,192.0,23.0,94.0,52.0,100.0,102.0,86.0,136.0,74.0,NA,NA,17.0,91.0,111.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,106.0,0.0,292.0,5.0,2.0,782.0,5.0,1.0,9.0,341.0,0.0,22.0,259.0,2.0
FFF,2014J,684572,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-22.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,163.0,0.0,144.0,4.0,0.0,171.0,15.0,1.0,0.0,77.0,0.0,7.0,53.0,7.0
FFF,2014J,684579,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn,-32.0,58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,80.0,0.0,26.0,4.0,0.0,33.0,0.0,0.0,0.0,2.0,0.0,2.0,39.0,2.0
FFF,2014J,684592,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-60.0,NA,23.0,66.0,51.0,82.0,95.0,67.0,135.0,44.0,199.0,61.0,214.0,79.0,214.0,79.0,220.0,65.0,220.0,51.0,221.0,61.0,221.0,49.0,221.0,67.0,0.0,0.0,296.0,0.0,326.0,3.0,2.0,1008.0,19.0,1.0,1.0,784.0,0.0,24.0,226.0,10.0
FFF,2014J,684594,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn,-58.0,151.0,24.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,10.0,0.0,143.0,5.0,1.0,103.0,1.0,2.0,0.0,20.0,0.0,10.0,62.0,0.0
FFF,2014J,684671,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-59.0,NA,23.0,74.0,52.0,78.0,115.0,72.0,136.0,61.0,199.0,66.0,151.0,87.0,208.0,86.0,215.0,74.0,215.0,65.0,216.0,63.0,222.0,50.0,216.0,75.0,0.0,0.0,591.0,0.0,358.0,4.0,4.0,313.0,7.0,2.0,0.0,1259.0,0.0,35.0,303.0,21.0
FFF,2014J,684675,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-63.0,NA,21.0,66.0,49.0,66.0,93.0,78.0,135.0,73.0,198.0,61.0,193.0,85.0,208.0,93.0,208.0,76.0,226.0,93.0,233.0,69.0,241.0,74.0,240.0,81.0,0.0,0.0,43.0,0.0,167.0,3.0,0.0,497.0,0.0,2.0,0.0,707.0,0.0,24.0,198.0,4.0
FFF,2014J,684676,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,121.0,0.0,135.0,8.0,6.0,129.0,0.0,5.0,0.0,447.0,0.0,9.0,124.0,19.0
FFF,2014J,684726,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-63.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,71.0,0.0,14.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0
FFF,2014J,684882,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-53.0,NA,17.0,82.0,41.0,84.0,86.0,61.0,133.0,56.0,175.0,93.0,10.0,92.0,23.0,90.0,61.0,83.0,102.0,77.0,144.0,88.0,163.0,87.0,171.0,81.0,0.0,2.0,2314.0,0.0,1403.0,9.0,6.0,1726.0,60.0,5.0,9.0,1180.0,0.0,44.0,598.0,27.0
FFF,2014J,684981,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-60.0,216.0,22.0,88.0,39.0,92.0,92.0,88.0,135.0,93.0,198.0,87.0,40.0,98.0,32.0,96.0,98.0,88.0,137.0,94.0,NA,NA,NA,NA,NA,NA,2.0,1.0,479.0,0.0,616.0,13.0,1.0,1954.0,44.0,8.0,17.0,1027.0,0.0,128.0,496.0,54.0
FFF,2014J,684983,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,150,N,Withdrawn,-60.0,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,685004,M,South East Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-60.0,NA,24.0,78.0,52.0,58.0,NA,NA,NA,NA,NA,NA,191.0,71.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,183.0,0.0,103.0,3.0,2.0,128.0,1.0,1.0,0.0,270.0,0.0,26.0,126.0,5.0
FFF,2014J,685042,M,South Region,HE Qualification,10-20,0-35,0,150,N,Withdrawn,-17.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0,86.0,31.0,49.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,18.0,0.0,114.0,5.0,0.0,385.0,11.0,4.0,3.0,670.0,0.0,7.0,111.0,9.0
FFF,2014J,685100,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-14.0,12.0,23.0,96.0,NA,NA,NA,NA,NA,NA,NA,NA,38.0,93.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,150.0,0.0,112.0,6.0,2.0,244.0,16.0,4.0,3.0,152.0,0.0,19.0,75.0,17.0
FFF,2014J,685105,M,South West Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,-60.0,NA,23.0,82.0,53.0,32.0,NA,NA,136.0,30.0,199.0,30.0,242.0,65.0,242.0,83.0,242.0,65.0,240.0,58.0,240.0,58.0,238.0,64.0,240.0,74.0,0.0,0.0,43.0,0.0,111.0,1.0,0.0,229.0,1.0,0.0,0.0,673.0,0.0,33.0,120.0,3.0
FFF,2014J,685128,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-28.0,NA,15.0,70.0,47.0,56.0,93.0,81.0,135.0,71.0,198.0,77.0,153.0,75.0,154.0,82.0,227.0,72.0,227.0,72.0,233.0,70.0,242.0,55.0,241.0,69.0,0.0,0.0,92.0,0.0,317.0,5.0,0.0,964.0,7.0,1.0,0.0,807.0,0.0,25.0,264.0,12.0
FFF,2014J,685140,M,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,2.0,NA,23.0,54.0,52.0,74.0,93.0,31.0,135.0,69.0,199.0,69.0,242.0,83.0,242.0,94.0,NA,NA,NA,NA,242.0,74.0,242.0,61.0,242.0,60.0,0.0,0.0,72.0,1.0,111.0,0.0,7.0,130.0,0.0,2.0,0.0,891.0,0.0,21.0,227.0,20.0
FFF,2014J,685155,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-17.0,NA,23.0,72.0,51.0,86.0,96.0,87.0,142.0,73.0,205.0,82.0,58.0,78.0,121.0,86.0,158.0,73.0,222.0,79.0,224.0,75.0,233.0,71.0,228.0,73.0,18.0,0.0,430.0,0.0,588.0,7.0,7.0,2164.0,36.0,11.0,12.0,1099.0,0.0,39.0,401.0,33.0
FFF,2014J,685192,M,London Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,-59.0,12.0,24.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,116.0,0.0,101.0,4.0,3.0,189.0,3.0,0.0,0.0,70.0,0.0,17.0,71.0,17.0
FFF,2014J,685212,M,West Midlands Region,HE Qualification,30-40%,35-55,0,120,N,Distinction,-49.0,NA,23.0,100.0,49.0,90.0,93.0,99.0,135.0,95.0,194.0,85.0,46.0,98.0,46.0,99.0,114.0,94.0,137.0,93.0,186.0,92.0,228.0,98.0,235.0,96.0,56.0,9.0,798.0,0.0,501.0,13.0,3.0,2525.0,77.0,19.0,46.0,627.0,0.0,46.0,521.0,70.0
FFF,2014J,685276,F,London Region,Lower Than A Level,60-70%,0-35,0,90,N,Distinction,-22.0,NA,22.0,94.0,57.0,94.0,93.0,90.0,136.0,95.0,199.0,97.0,17.0,98.0,38.0,96.0,84.0,93.0,116.0,94.0,125.0,85.0,222.0,71.0,214.0,65.0,6.0,0.0,707.0,0.0,542.0,6.0,9.0,1684.0,36.0,6.0,20.0,2191.0,0.0,52.0,413.0,48.0
FFF,2014J,685283,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-46.0,NA,23.0,78.0,57.0,48.0,99.0,39.0,143.0,52.0,NA,NA,20.0,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,7.0,0.0,61.0,0.0,0.0,262.0,1.0,0.0,9.0,121.0,0.0,13.0,61.0,4.0
FFF,2014J,685330,M,Ireland,Lower Than A Level,NA,35-55,0,60,N,Withdrawn,-23.0,165.0,24.0,24.0,37.0,22.0,86.0,30.0,128.0,0.0,NA,NA,5.0,58.0,31.0,60.0,67.0,43.0,119.0,49.0,152.0,42.0,NA,NA,NA,NA,0.0,1.0,759.0,11.0,664.0,27.0,17.0,2798.0,102.0,16.0,10.0,561.0,0.0,65.0,758.0,102.0
FFF,2014J,685333,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-59.0,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,685339,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-59.0,NA,21.0,94.0,50.0,92.0,94.0,82.0,136.0,74.0,195.0,86.0,5.0,96.0,114.0,95.0,149.0,83.0,149.0,85.0,220.0,73.0,241.0,89.0,236.0,94.0,6.0,1.0,71.0,0.0,332.0,3.0,27.0,1459.0,3.0,7.0,1.0,798.0,0.0,60.0,291.0,23.0
FFF,2014J,685367,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,-25.0,NA,NA,NA,52.0,76.0,102.0,39.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,120.0,0.0,120.0,5.0,0.0,383.0,1.0,1.0,9.0,1.0,0.0,20.0,105.0,7.0
FFF,2014J,685373,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Distinction,-59.0,NA,20.0,82.0,50.0,100.0,93.0,86.0,135.0,87.0,198.0,93.0,41.0,86.0,49.0,89.0,72.0,80.0,119.0,75.0,168.0,83.0,230.0,76.0,230.0,83.0,16.0,1.0,622.0,13.0,353.0,6.0,1.0,1586.0,31.0,8.0,15.0,607.0,0.0,28.0,270.0,35.0
FFF,2014J,685378,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-59.0,NA,22.0,84.0,51.0,76.0,108.0,91.0,136.0,81.0,199.0,90.0,238.0,93.0,238.0,96.0,242.0,82.0,242.0,90.0,242.0,83.0,242.0,92.0,242.0,92.0,0.0,0.0,17.0,0.0,122.0,1.0,0.0,222.0,0.0,0.0,0.0,452.0,0.0,14.0,112.0,3.0
FFF,2014J,685410,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-57.0,NA,23.0,58.0,51.0,86.0,93.0,72.0,135.0,73.0,198.0,93.0,35.0,93.0,58.0,89.0,136.0,64.0,188.0,71.0,220.0,84.0,243.0,65.0,231.0,78.0,0.0,0.0,282.0,0.0,817.0,7.0,0.0,1837.0,6.0,4.0,0.0,939.0,0.0,24.0,521.0,33.0
FFF,2014J,685439,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-45.0,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,685512,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,-51.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,12.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0
FFF,2014J,685565,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-59.0,-19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,685619,M,Scotland,HE Qualification,0-10%,0-35,0,105,Y,Pass,-32.0,NA,25.0,82.0,52.0,78.0,94.0,72.0,136.0,64.0,197.0,77.0,159.0,86.0,160.0,91.0,199.0,87.0,200.0,78.0,206.0,81.0,206.0,78.0,206.0,91.0,0.0,0.0,74.0,0.0,138.0,5.0,0.0,381.0,0.0,0.0,3.0,633.0,0.0,25.0,172.0,9.0
FFF,2014J,685657,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-46.0,81.0,19.0,88.0,48.0,86.0,NA,NA,NA,NA,NA,NA,61.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,70.0,0.0,89.0,3.0,0.0,145.0,2.0,2.0,0.0,86.0,0.0,21.0,84.0,1.0
FFF,2014J,685663,F,South East Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-58.0,39.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
FFF,2014J,685683,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-28.0,-11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,685705,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-57.0,NA,22.0,96.0,50.0,88.0,92.0,79.0,141.0,57.0,199.0,57.0,161.0,88.0,161.0,68.0,NA,NA,161.0,51.0,179.0,56.0,161.0,59.0,164.0,51.0,1.0,0.0,135.0,2.0,313.0,5.0,8.0,957.0,7.0,1.0,0.0,1017.0,0.0,118.0,286.0,16.0
FFF,2014J,685708,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-32.0,NA,24.0,80.0,52.0,92.0,94.0,74.0,136.0,59.0,199.0,40.0,55.0,88.0,55.0,99.0,101.0,82.0,146.0,82.0,145.0,84.0,167.0,84.0,167.0,86.0,0.0,0.0,69.0,0.0,206.0,2.0,4.0,526.0,4.0,3.0,0.0,742.0,0.0,97.0,190.0,9.0
FFF,2014J,685772,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-46.0,NA,19.0,52.0,50.0,72.0,105.0,56.0,134.0,65.0,198.0,82.0,3.0,83.0,35.0,85.0,72.0,51.0,135.0,63.0,156.0,56.0,214.0,58.0,188.0,63.0,13.0,0.0,742.0,0.0,500.0,6.0,12.0,2027.0,8.0,2.0,4.0,797.0,0.0,51.0,477.0,56.0
FFF,2014J,685802,M,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-38.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,17.0,5.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,2.0,13.0,1.0
