code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34873_date,34873_score,34874_date,34874_score,34875_date,34875_score,34876_date,34876_score,34877_date,34877_score,34878_date,34878_score,34879_date,34879_score,34880_date,34880_score,34881_date,34881_score,34882_date,34882_score,34883_date,34883_score,34884_date,34884_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
FFF,2013J,600746,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-60.0,43.0,7.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,31.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,7.0,0.0,113.0,0.0,244.0,0.0,296.0,42.0,8.0,10.0,280.0,0.0,20.0,155.0,38.0
FFF,2013J,600748,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-62.0,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,72.0,0.0,24.0,0.0,64.0,0.0,3.0,0.0,2.0,0.0,11.0,32.0,9.0
FFF,2013J,600808,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-53.0,199.0,18.0,80.0,46.0,64.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,16.0,0.0,44.0,0.0,62.0,0.0,2.0,0.0,2.0,0.0,11.0,35.0,0.0
FFF,2013J,600860,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-43.0,NA,17.0,82.0,45.0,80.0,95.0,83.0,143.0,78.0,172.0,88.0,16.0,94.0,58.0,92.0,94.0,81.0,129.0,82.0,164.0,86.0,195.0,92.0,195.0,83.0,43.0,13.0,5.0,999.0,0.0,1053.0,7.0,2989.0,110.0,20.0,31.0,1454.0,0.0,71.0,522.0,52.0
FFF,2013J,600944,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-60.0,NA,18.0,86.0,46.0,28.0,95.0,67.0,130.0,44.0,172.0,41.0,16.0,72.0,229.0,77.0,229.0,78.0,230.0,63.0,230.0,66.0,230.0,80.0,230.0,78.0,0.0,0.0,2.0,17.0,0.0,48.0,0.0,125.0,4.0,0.0,0.0,630.0,0.0,14.0,57.0,3.0
FFF,2013J,600947,M,South Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-53.0,NA,30.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,32.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,1.0
FFF,2013J,600955,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-50.0,-32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,600991,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,-32.0,NA,15.0,74.0,46.0,74.0,97.0,52.0,131.0,64.0,173.0,69.0,220.0,72.0,220.0,90.0,220.0,72.0,227.0,68.0,227.0,74.0,227.0,72.0,235.0,75.0,0.0,2.0,2.0,315.0,0.0,327.0,0.0,491.0,13.0,5.0,0.0,657.0,0.0,56.0,179.0,20.0
FFF,2013J,601021,M,Ireland,HE Qualification,20-30%,0-35,0,90,N,Pass,-38.0,NA,18.0,62.0,46.0,58.0,96.0,52.0,130.0,40.0,172.0,46.0,97.0,84.0,121.0,86.0,129.0,85.0,130.0,93.0,150.0,92.0,221.0,48.0,194.0,79.0,0.0,5.0,2.0,192.0,1.0,477.0,0.0,1259.0,32.0,6.0,3.0,832.0,0.0,27.0,275.0,8.0
FFF,2013J,601040,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-36.0,NA,17.0,92.0,44.0,94.0,94.0,79.0,130.0,59.0,NA,NA,3.0,89.0,3.0,95.0,94.0,81.0,98.0,77.0,132.0,73.0,158.0,74.0,NA,NA,12.0,0.0,2.0,647.0,0.0,632.0,13.0,691.0,3.0,9.0,5.0,643.0,0.0,30.0,180.0,15.0
FFF,2013J,601042,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-60.0,NA,18.0,78.0,47.0,54.0,95.0,42.0,131.0,28.0,173.0,55.0,171.0,71.0,231.0,78.0,231.0,68.0,231.0,62.0,231.0,76.0,231.0,55.0,231.0,65.0,0.0,0.0,4.0,160.0,0.0,278.0,3.0,560.0,13.0,17.0,15.0,680.0,0.0,20.0,211.0,15.0
FFF,2013J,601074,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-52.0,47.0,18.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,31.0,85.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,76.0,0.0,81.0,0.0,168.0,25.0,8.0,0.0,81.0,0.0,18.0,62.0,14.0
FFF,2013J,601080,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-51.0,NA,18.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,11.0,0.0,20.0,0.0,11.0,0.0,5.0,0.0,8.0,0.0,4.0,23.0,6.0
FFF,2013J,601099,M,North Western Region,A Level or Equivalent,10-20,35-55,0,120,N,Pass,-60.0,NA,15.0,76.0,42.0,88.0,96.0,88.0,131.0,84.0,173.0,79.0,14.0,87.0,27.0,92.0,77.0,79.0,136.0,86.0,186.0,82.0,214.0,91.0,206.0,87.0,63.0,22.0,2.0,338.0,1.0,685.0,2.0,2233.0,65.0,24.0,45.0,628.0,0.0,62.0,566.0,72.0
FFF,2013J,601104,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-37.0,NA,18.0,88.0,46.0,92.0,95.0,67.0,134.0,61.0,173.0,73.0,158.0,66.0,153.0,77.0,158.0,59.0,153.0,75.0,152.0,72.0,228.0,57.0,229.0,53.0,0.0,7.0,4.0,298.0,0.0,274.0,12.0,774.0,8.0,4.0,8.0,702.0,0.0,19.0,193.0,11.0
FFF,2013J,601105,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-56.0,NA,18.0,92.0,46.0,96.0,93.0,91.0,129.0,80.0,173.0,91.0,47.0,85.0,80.0,92.0,74.0,89.0,123.0,91.0,187.0,79.0,227.0,73.0,217.0,74.0,0.0,12.0,3.0,788.0,0.0,1051.0,7.0,1825.0,25.0,15.0,8.0,1097.0,0.0,41.0,520.0,38.0
FFF,2013J,601180,M,Scotland,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,-45.0,186.0,17.0,80.0,46.0,62.0,103.0,60.0,140.0,48.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,17.0,0.0,171.0,1.0,445.0,1.0,1434.0,48.0,13.0,11.0,219.0,0.0,71.0,403.0,43.0
FFF,2013J,601184,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-42.0,NA,19.0,82.0,53.0,48.0,NA,NA,144.0,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,141.0,0.0,110.0,0.0,156.0,4.0,5.0,0.0,1.0,0.0,22.0,88.0,2.0
FFF,2013J,601213,M,South Region,HE Qualification,50-60%,0-35,0,90,N,Distinction,-53.0,NA,17.0,90.0,46.0,88.0,95.0,96.0,128.0,96.0,172.0,100.0,181.0,89.0,186.0,96.0,199.0,90.0,199.0,86.0,200.0,98.0,207.0,93.0,206.0,92.0,0.0,5.0,3.0,762.0,0.0,696.0,7.0,774.0,6.0,15.0,10.0,438.0,0.0,28.0,187.0,24.0
FFF,2013J,601217,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-43.0,194.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,601271,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,-28.0,122.0,19.0,36.0,65.0,34.0,103.0,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.0,187.0,0.0,167.0,5.0,112.0,5.0,8.0,0.0,48.0,0.0,98.0,153.0,4.0
FFF,2013J,601388,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-59.0,NA,12.0,86.0,42.0,94.0,97.0,89.0,130.0,75.0,172.0,87.0,87.0,98.0,142.0,99.0,207.0,91.0,208.0,91.0,217.0,88.0,227.0,91.0,227.0,86.0,3.0,0.0,2.0,104.0,0.0,120.0,0.0,237.0,0.0,5.0,0.0,543.0,0.0,17.0,160.0,6.0
FFF,2013J,601389,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Distinction,-59.0,NA,19.0,82.0,47.0,90.0,96.0,94.0,131.0,84.0,173.0,92.0,10.0,93.0,28.0,100.0,98.0,88.0,122.0,88.0,195.0,90.0,224.0,92.0,215.0,92.0,0.0,6.0,1.0,287.0,28.0,559.0,4.0,2534.0,37.0,19.0,17.0,540.0,0.0,25.0,395.0,21.0
FFF,2013J,601390,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-53.0,NA,15.0,94.0,45.0,82.0,91.0,66.0,127.0,76.0,170.0,95.0,95.0,52.0,101.0,79.0,133.0,67.0,133.0,63.0,172.0,73.0,227.0,65.0,227.0,65.0,0.0,3.0,2.0,365.0,0.0,381.0,4.0,963.0,57.0,11.0,0.0,622.0,0.0,40.0,190.0,16.0
FFF,2013J,601399,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-59.0,NA,18.0,92.0,47.0,76.0,96.0,77.0,133.0,87.0,172.0,66.0,7.0,84.0,237.0,72.0,237.0,53.0,237.0,43.0,237.0,46.0,237.0,46.0,237.0,44.0,0.0,0.0,2.0,914.0,0.0,249.0,0.0,946.0,21.0,17.0,0.0,484.0,0.0,49.0,402.0,43.0
FFF,2013J,601430,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-52.0,NA,14.0,82.0,46.0,90.0,87.0,84.0,130.0,45.0,172.0,73.0,11.0,89.0,44.0,92.0,96.0,80.0,98.0,82.0,172.0,71.0,189.0,84.0,188.0,70.0,1.0,9.0,5.0,363.0,0.0,391.0,1.0,560.0,11.0,13.0,5.0,1251.0,0.0,84.0,472.0,52.0
FFF,2013J,601439,F,Scotland,HE Qualification,90-100%,0-35,0,90,Y,Pass,-28.0,NA,18.0,80.0,46.0,72.0,95.0,73.0,131.0,74.0,172.0,82.0,236.0,86.0,236.0,97.0,236.0,81.0,236.0,86.0,236.0,72.0,236.0,88.0,236.0,74.0,0.0,0.0,1.0,185.0,0.0,192.0,0.0,436.0,1.0,2.0,0.0,572.0,0.0,18.0,115.0,10.0
FFF,2013J,601583,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-58.0,NA,16.0,76.0,44.0,70.0,94.0,75.0,129.0,91.0,170.0,85.0,47.0,92.0,97.0,99.0,75.0,96.0,123.0,96.0,172.0,96.0,222.0,90.0,207.0,89.0,33.0,7.0,2.0,179.0,0.0,289.0,0.0,2032.0,39.0,15.0,43.0,519.0,0.0,30.0,311.0,29.0
FFF,2013J,601640,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Fail,-58.0,-4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,67.0,0.0,20.0,0.0,19.0,2.0,1.0,0.0,0.0,0.0,3.0,10.0,0.0
FFF,2013J,601681,M,Ireland,Lower Than A Level,NA,0-35,0,60,N,Pass,-31.0,NA,17.0,100.0,46.0,100.0,95.0,93.0,130.0,91.0,173.0,91.0,223.0,86.0,223.0,86.0,223.0,84.0,223.0,88.0,223.0,82.0,231.0,84.0,224.0,88.0,15.0,11.0,3.0,443.0,0.0,594.0,11.0,1415.0,27.0,18.0,30.0,703.0,0.0,67.0,260.0,40.0
FFF,2013J,601745,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail,-58.0,NA,18.0,90.0,47.0,50.0,100.0,52.0,131.0,56.0,172.0,76.0,24.0,69.0,45.0,75.0,123.0,58.0,138.0,67.0,165.0,63.0,214.0,62.0,182.0,62.0,0.0,7.0,11.0,206.0,0.0,256.0,9.0,1254.0,22.0,5.0,7.0,799.0,0.0,27.0,337.0,27.0
FFF,2013J,601761,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-58.0,132.0,25.0,94.0,61.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,774.0,0.0,196.0,0.0,152.0,11.0,6.0,1.0,65.0,0.0,28.0,138.0,20.0
FFF,2013J,601783,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-25.0,30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,601788,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-57.0,NA,18.0,82.0,46.0,90.0,102.0,83.0,130.0,81.0,173.0,72.0,20.0,85.0,41.0,89.0,200.0,88.0,206.0,78.0,206.0,87.0,206.0,89.0,206.0,87.0,0.0,11.0,3.0,350.0,0.0,345.0,4.0,1158.0,11.0,5.0,8.0,469.0,0.0,18.0,250.0,19.0
FFF,2013J,601808,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-44.0,NA,18.0,82.0,45.0,78.0,95.0,71.0,130.0,84.0,172.0,83.0,33.0,84.0,214.0,97.0,214.0,83.0,214.0,67.0,214.0,77.0,214.0,69.0,214.0,73.0,0.0,2.0,2.0,570.0,0.0,305.0,3.0,740.0,18.0,9.0,6.0,541.0,0.0,22.0,197.0,24.0
FFF,2013J,601855,M,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-57.0,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,601952,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-32.0,NA,19.0,86.0,48.0,44.0,100.0,68.0,134.0,50.0,NA,NA,203.0,75.0,203.0,88.0,222.0,69.0,223.0,64.0,224.0,65.0,227.0,76.0,227.0,70.0,0.0,0.0,2.0,122.0,0.0,179.0,0.0,320.0,10.0,7.0,0.0,892.0,0.0,22.0,226.0,9.0
FFF,2013J,602053,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-57.0,174.0,19.0,86.0,47.0,90.0,100.0,31.0,131.0,61.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,0.0,296.0,0.0,245.0,0.0,331.0,1.0,9.0,0.0,11.0,0.0,25.0,189.0,16.0
FFF,2013J,602097,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,-29.0,NA,18.0,56.0,46.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,36.0,0.0,69.0,0.0,87.0,5.0,4.0,0.0,1.0,0.0,18.0,92.0,0.0
FFF,2013J,602099,F,North Region,Lower Than A Level,NA,0-35,0,120,N,Pass,-19.0,NA,18.0,72.0,47.0,38.0,96.0,45.0,131.0,73.0,173.0,77.0,200.0,79.0,200.0,87.0,200.0,60.0,214.0,77.0,214.0,71.0,235.0,61.0,235.0,83.0,0.0,0.0,3.0,235.0,0.0,243.0,13.0,165.0,6.0,2.0,0.0,551.0,0.0,17.0,145.0,22.0
FFF,2013J,602111,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,-25.0,NA,18.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,132.0,1.0,127.0,3.0,101.0,1.0,19.0,0.0,8.0,0.0,26.0,104.0,20.0
FFF,2013J,602152,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-46.0,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,602312,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,-57.0,NA,19.0,86.0,54.0,48.0,96.0,77.0,137.0,60.0,172.0,74.0,70.0,80.0,89.0,83.0,156.0,65.0,181.0,84.0,181.0,82.0,237.0,81.0,237.0,81.0,15.0,12.0,7.0,220.0,0.0,713.0,1.0,2272.0,23.0,10.0,2.0,597.0,0.0,77.0,658.0,63.0
FFF,2013J,602320,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-57.0,61.0,19.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,0.0,21.0,0.0,47.0,0.0,3.0,0.0,0.0,0.0,8.0,15.0,5.0
FFF,2013J,602344,M,North Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-22.0,NA,16.0,90.0,54.0,38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,281.0,0.0,140.0,0.0,288.0,21.0,6.0,0.0,37.0,0.0,12.0,99.0,4.0
FFF,2013J,602406,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,-38.0,42.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,5.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,602451,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-45.0,NA,18.0,54.0,46.0,76.0,102.0,45.0,130.0,48.0,172.0,69.0,207.0,78.0,208.0,88.0,214.0,85.0,214.0,73.0,216.0,80.0,234.0,83.0,230.0,80.0,5.0,1.0,2.0,148.0,0.0,305.0,9.0,953.0,5.0,18.0,6.0,1215.0,0.0,46.0,397.0,45.0
FFF,2013J,602468,M,South East Region,Lower Than A Level,10-20,35-55,0,90,N,Pass,-56.0,NA,1.0,94.0,44.0,82.0,91.0,70.0,NA,NA,NA,NA,14.0,88.0,31.0,96.0,94.0,85.0,150.0,83.0,220.0,63.0,220.0,75.0,220.0,83.0,6.0,2.0,2.0,114.0,0.0,131.0,0.0,312.0,15.0,3.0,10.0,492.0,0.0,19.0,108.0,11.0
FFF,2013J,602469,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-50.0,NA,18.0,96.0,46.0,100.0,95.0,81.0,137.0,91.0,172.0,98.0,58.0,95.0,58.0,93.0,98.0,77.0,121.0,66.0,156.0,74.0,227.0,84.0,227.0,58.0,15.0,9.0,3.0,246.0,0.0,621.0,5.0,1695.0,42.0,20.0,9.0,1229.0,0.0,48.0,470.0,75.0
FFF,2013J,602502,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,Y,Withdrawn,-29.0,131.0,25.0,64.0,47.0,62.0,NA,NA,NA,NA,NA,NA,31.0,75.0,44.0,96.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,23.0,1.0,83.0,2.0,95.0,7.0,6.0,3.0,227.0,0.0,8.0,66.0,3.0
FFF,2013J,602511,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-44.0,NA,18.0,82.0,46.0,88.0,95.0,82.0,130.0,75.0,169.0,99.0,144.0,96.0,182.0,97.0,214.0,88.0,214.0,91.0,210.0,88.0,214.0,98.0,210.0,82.0,6.0,20.0,7.0,1820.0,3.0,1473.0,19.0,2799.0,55.0,19.0,24.0,1864.0,0.0,54.0,566.0,52.0
FFF,2013J,602516,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-31.0,NA,17.0,84.0,41.0,86.0,93.0,78.0,128.0,76.0,172.0,92.0,32.0,93.0,40.0,93.0,95.0,81.0,137.0,92.0,137.0,95.0,230.0,62.0,235.0,49.0,0.0,1.0,2.0,806.0,0.0,526.0,1.0,939.0,48.0,16.0,22.0,567.0,0.0,33.0,274.0,31.0
FFF,2013J,602569,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,23.0,0.0,74.0,0.0,6.0,0.0,6.0,0.0,8.0,38.0,5.0
FFF,2013J,602577,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-45.0,NA,18.0,64.0,46.0,84.0,96.0,86.0,135.0,87.0,171.0,90.0,63.0,89.0,63.0,91.0,105.0,79.0,158.0,76.0,182.0,95.0,187.0,89.0,186.0,89.0,14.0,5.0,5.0,827.0,0.0,873.0,2.0,3252.0,103.0,21.0,19.0,1111.0,0.0,61.0,714.0,38.0
FFF,2013J,602592,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
FFF,2013J,602600,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-37.0,NA,18.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,149.0,0.0,119.0,8.0,176.0,7.0,11.0,0.0,56.0,0.0,18.0,111.0,8.0
FFF,2013J,602669,M,South Region,A Level or Equivalent,50-60%,35-55,0,90,N,Distinction,-35.0,NA,15.0,90.0,45.0,94.0,95.0,88.0,130.0,91.0,172.0,90.0,94.0,88.0,157.0,94.0,216.0,96.0,136.0,86.0,216.0,94.0,220.0,81.0,217.0,80.0,2.0,18.0,2.0,425.0,0.0,579.0,8.0,2958.0,69.0,13.0,15.0,491.0,0.0,39.0,430.0,32.0
FFF,2013J,602672,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,-53.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,5.0,0.0,22.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,4.0,10.0,4.0
FFF,2013J,602713,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Distinction,-29.0,NA,16.0,90.0,45.0,96.0,94.0,95.0,130.0,96.0,172.0,86.0,11.0,90.0,31.0,89.0,74.0,84.0,115.0,90.0,171.0,80.0,207.0,86.0,207.0,73.0,0.0,11.0,2.0,982.0,3.0,1071.0,1.0,1420.0,59.0,20.0,20.0,500.0,0.0,35.0,357.0,51.0
FFF,2013J,602719,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-32.0,NA,19.0,68.0,47.0,48.0,96.0,48.0,131.0,59.0,188.0,37.0,214.0,76.0,234.0,90.0,223.0,65.0,224.0,72.0,234.0,66.0,234.0,56.0,234.0,51.0,0.0,0.0,3.0,23.0,0.0,130.0,0.0,614.0,1.0,3.0,0.0,725.0,0.0,11.0,116.0,2.0
FFF,2013J,602734,M,West Midlands Region,HE Qualification,10-20,0-35,0,150,N,Fail,-32.0,NA,19.0,72.0,46.0,66.0,96.0,64.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,38.0,0.0,74.0,3.0,22.0,6.0,1.0,0.0,6.0,0.0,20.0,68.0,3.0
FFF,2013J,602777,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,-36.0,NA,14.0,86.0,44.0,92.0,89.0,81.0,125.0,65.0,171.0,80.0,37.0,88.0,37.0,97.0,77.0,90.0,125.0,82.0,208.0,82.0,217.0,92.0,217.0,82.0,8.0,5.0,1.0,46.0,0.0,315.0,10.0,1097.0,22.0,8.0,14.0,598.0,0.0,47.0,221.0,20.0
FFF,2013J,602781,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Withdrawn,-53.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,22.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
FFF,2013J,602792,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-45.0,131.0,18.0,92.0,47.0,74.0,103.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,0.0,359.0,0.0,157.0,0.0,445.0,17.0,8.0,3.0,4.0,0.0,26.0,171.0,11.0
FFF,2013J,602811,M,North Region,Lower Than A Level,NA,0-35,0,120,N,Pass,-19.0,NA,46.0,86.0,61.0,44.0,105.0,44.0,NA,NA,173.0,84.0,214.0,78.0,227.0,89.0,237.0,55.0,234.0,74.0,236.0,68.0,236.0,72.0,237.0,60.0,0.0,2.0,3.0,158.0,1.0,404.0,16.0,838.0,28.0,11.0,0.0,736.0,0.0,59.0,329.0,58.0
FFF,2013J,602837,M,North Region,HE Qualification,NA,0-35,0,60,N,Pass,-51.0,NA,8.0,62.0,44.0,74.0,96.0,68.0,130.0,80.0,173.0,78.0,3.0,100.0,14.0,100.0,210.0,98.0,210.0,100.0,220.0,100.0,227.0,100.0,221.0,100.0,0.0,0.0,3.0,185.0,0.0,143.0,1.0,334.0,20.0,6.0,0.0,3837.0,0.0,38.0,254.0,12.0
