code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_resource,clicks_subpage
2014J,568852,F,South Region,Lower Than A Level,30-40%,35-55,0,120,N,Fail,-94.0,,67.0,45.0,134.0,45.0,187.0,50.0,168.0,60.0,168.0,80.0,168.0,72.0,200.0,100.0,222.0,40.0,,,2.0,7.0,210.0,373.0,104.0,42.0,15.0
2014J,569374,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-17.0,,59.0,65.0,122.0,65.0,187.0,35.0,201.0,80.0,201.0,100.0,,,,,,,,,9.0,0.0,59.0,31.0,35.0,22.0,16.0
2014J,569672,M,East Anglian Region,Lower Than A Level,80-90%,55<=,0,30,N,Pass,-134.0,,,,105.0,70.0,165.0,75.0,84.0,80.0,160.0,80.0,,,203.0,80.0,223.0,100.0,,,6.0,0.0,69.0,90.0,89.0,6.0,5.0
2014J,571583,M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,-63.0,,52.0,70.0,119.0,80.0,168.0,88.0,79.0,80.0,128.0,100.0,153.0,100.0,200.0,100.0,198.0,60.0,212.0,100.0,0.0,10.0,168.0,286.0,188.0,15.0,16.0
2014J,572471,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-41.0,,60.0,85.0,123.0,82.0,172.0,60.0,80.0,100.0,158.0,80.0,158.0,80.0,216.0,100.0,216.0,80.0,228.0,100.0,69.0,4.0,149.0,427.0,116.0,27.0,20.0
2014J,573054,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-43.0,,59.0,60.0,121.0,70.0,172.0,75.0,104.0,100.0,149.0,100.0,149.0,100.0,200.0,100.0,207.0,100.0,214.0,100.0,124.0,0.0,116.0,329.0,179.0,31.0,42.0
2014J,573320,F,South East Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,-4.0,,,,,,,,227.0,60.0,227.0,80.0,227.0,100.0,227.0,100.0,227.0,20.0,227.0,40.0,0.0,0.0,18.0,8.0,105.0,3.0,7.0
2014J,574642,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,30,N,Withdrawn,-149.0,12.0,,,,,,,,,,,,,,,,,,,29.0,1.0,30.0,66.0,3.0,11.0,9.0
2014J,578797,F,East Midlands Region,A Level or Equivalent,10-20,35-55,0,30,N,Distinction,-38.0,,46.0,75.0,116.0,87.0,160.0,88.0,77.0,100.0,130.0,100.0,150.0,100.0,200.0,100.0,199.0,80.0,212.0,100.0,107.0,0.0,94.0,228.0,115.0,10.0,18.0
2014J,579125,F,North Western Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-4.0,,59.0,70.0,123.0,68.0,172.0,74.0,101.0,80.0,165.0,80.0,165.0,80.0,,,219.0,60.0,,,50.0,24.0,71.0,166.0,92.0,53.0,14.0
2014J,580717,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,150,N,Withdrawn,-32.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,581957,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-25.0,,59.0,50.0,,,,,,,,,,,,,,,,,3.0,0.0,29.0,22.0,2.0,105.0,12.0
2014J,584099,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-46.0,,60.0,63.0,124.0,70.0,171.0,68.0,201.0,100.0,207.0,100.0,215.0,100.0,219.0,100.0,228.0,80.0,229.0,100.0,0.0,0.0,51.0,232.0,145.0,1.0,18.0
2014J,586371,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-1.0,,49.0,46.0,119.0,65.0,170.0,65.0,207.0,60.0,207.0,100.0,,,207.0,100.0,207.0,100.0,,,6.0,0.0,118.0,323.0,161.0,20.0,24.0
2014J,586861,F,Scotland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-87.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,587909,F,London Region,Lower Than A Level,30-40%,35-55,0,30,Y,Pass,-37.0,,37.0,45.0,124.0,43.0,173.0,36.0,130.0,0.0,226.0,60.0,205.0,32.0,,,,,226.0,80.0,137.0,1.0,234.0,292.0,80.0,103.0,45.0
2014J,589562,M,London Region,No Formal quals,10-20,35-55,0,30,N,Distinction,-66.0,,60.0,85.0,123.0,80.0,172.0,85.0,158.0,100.0,226.0,100.0,227.0,100.0,227.0,100.0,227.0,100.0,227.0,80.0,149.0,11.0,126.0,217.0,164.0,11.0,45.0
2014J,591755,F,South West Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,-10.0,,59.0,65.0,122.0,80.0,171.0,85.0,101.0,100.0,143.0,100.0,154.0,100.0,200.0,100.0,214.0,100.0,,,41.0,0.0,79.0,195.0,76.0,9.0,22.0
2014J,593658,F,South Region,No Formal quals,90-100%,0-35,2,30,N,Pass,-46.0,,37.0,70.0,123.0,72.0,172.0,77.0,130.0,80.0,144.0,80.0,174.0,80.0,216.0,100.0,,,,,17.0,0.0,98.0,71.0,69.0,50.0,18.0
2014J,595041,F,North Western Region,A Level or Equivalent,20-30%,0-35,1,30,N,Withdrawn,-10.0,53.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014J,595941,F,South East Region,Lower Than A Level,60-70%,35-55,1,30,Y,Pass,-58.0,,73.0,65.0,131.0,75.0,173.0,58.0,201.0,80.0,202.0,80.0,214.0,100.0,214.0,100.0,219.0,80.0,219.0,100.0,24.0,2.0,159.0,356.0,153.0,91.0,53.0
2014J,599282,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,-46.0,,59.0,70.0,130.0,59.0,173.0,65.0,153.0,100.0,177.0,40.0,,,200.0,80.0,212.0,60.0,,,0.0,1.0,78.0,1116.0,105.0,1.0,14.0
2014J,600320,F,West Midlands Region,Lower Than A Level,40-50%,35-55,1,30,Y,Pass,-106.0,,-1.0,40.0,117.0,62.0,169.0,66.0,74.0,80.0,140.0,100.0,149.0,100.0,200.0,100.0,199.0,100.0,212.0,60.0,95.0,1.0,66.0,363.0,127.0,12.0,31.0
2014J,602360,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,30,N,Fail,-18.0,,57.0,55.0,123.0,52.0,,,109.0,60.0,179.0,60.0,237.0,20.0,229.0,80.0,229.0,60.0,229.0,60.0,167.0,4.0,236.0,83.0,93.0,40.0,43.0
2014J,603585,M,West Midlands Region,Lower Than A Level,30-40%,35-55,1,30,N,Fail,-15.0,,64.0,50.0,129.0,65.0,,,,,,,,,,,,,,,0.0,0.0,6.0,2.0,0.0,19.0,1.0
2014J,604061,F,East Anglian Region,Lower Than A Level,90-100%,35-55,1,30,N,Fail,-115.0,,101.0,60.0,145.0,50.0,173.0,55.0,191.0,60.0,191.0,40.0,191.0,92.0,216.0,60.0,216.0,20.0,216.0,80.0,0.0,0.0,19.0,4.0,74.0,13.0,6.0
2014J,606856,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,-57.0,158.0,61.0,70.0,127.0,68.0,,,129.0,100.0,158.0,60.0,,,,,,,,,23.0,0.0,46.0,68.0,31.0,5.0,13.0
2014J,607342,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,-29.0,,53.0,60.0,112.0,70.0,162.0,65.0,72.0,100.0,128.0,100.0,149.0,60.0,200.0,100.0,212.0,80.0,212.0,100.0,749.0,0.0,359.0,463.0,102.0,37.0,44.0
2014J,607387,F,South East Region,Lower Than A Level,80-90%,0-35,1,30,N,Distinction,-28.0,,61.0,68.0,123.0,65.0,173.0,66.0,102.0,100.0,154.0,100.0,,,214.0,100.0,228.0,40.0,,,9.0,0.0,94.0,292.0,75.0,12.0,11.0
2014J,608536,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-72.0,,60.0,68.0,124.0,60.0,175.0,63.0,97.0,80.0,145.0,100.0,156.0,100.0,215.0,80.0,215.0,80.0,,,173.0,1.0,102.0,162.0,62.0,37.0,10.0
2014J,609257,F,South Region,Lower Than A Level,80-90%,0-35,0,30,Y,Distinction,-4.0,,59.0,75.0,124.0,62.0,194.0,60.0,196.0,100.0,191.0,40.0,196.0,100.0,219.0,100.0,219.0,80.0,229.0,60.0,0.0,0.0,121.0,124.0,119.0,46.0,18.0
2014J,609427,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-77.0,,75.0,35.0,136.0,56.0,,,119.0,60.0,,,,,,,,,,,77.0,1.0,74.0,75.0,34.0,32.0,25.0
2014J,610302,F,South Region,Lower Than A Level,40-50%,35-55,0,90,N,Distinction,-21.0,,50.0,80.0,119.0,75.0,172.0,75.0,95.0,100.0,137.0,100.0,157.0,100.0,200.0,100.0,199.0,60.0,219.0,80.0,34.0,4.0,115.0,184.0,78.0,15.0,43.0
2014J,611967,F,South East Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,-23.0,,57.0,80.0,113.0,90.0,171.0,78.0,79.0,100.0,128.0,80.0,154.0,100.0,200.0,100.0,198.0,80.0,224.0,100.0,300.0,1.0,152.0,389.0,119.0,71.0,9.0
2014J,612235,F,Scotland,HE Qualification,70-80%,35-55,0,30,N,Pass,-37.0,,60.0,85.0,144.0,85.0,195.0,90.0,137.0,100.0,180.0,100.0,194.0,60.0,,,,,226.0,100.0,132.0,12.0,96.0,251.0,80.0,80.0,28.0
2014J,612429,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,30,Y,Pass,-37.0,,80.0,65.0,123.0,69.0,208.0,68.0,159.0,100.0,159.0,100.0,207.0,100.0,208.0,100.0,208.0,80.0,214.0,100.0,3.0,0.0,45.0,80.0,108.0,18.0,24.0
2014J,613027,F,North Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-2.0,,60.0,69.0,124.0,70.0,179.0,85.0,115.0,100.0,157.0,80.0,212.0,80.0,219.0,100.0,,,,,45.0,2.0,150.0,206.0,52.0,91.0,53.0
2014J,613059,F,North Western Region,Lower Than A Level,0-10%,35-55,1,30,N,Pass,-1.0,,50.0,70.0,109.0,65.0,170.0,70.0,97.0,100.0,137.0,100.0,159.0,60.0,200.0,100.0,202.0,60.0,216.0,80.0,616.0,3.0,403.0,521.0,127.0,44.0,32.0
2014J,613728,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Fail,-4.0,,56.0,75.0,123.0,60.0,172.0,68.0,107.0,100.0,150.0,100.0,196.0,80.0,226.0,60.0,,,,,4.0,2.0,178.0,1027.0,100.0,81.0,63.0
2014J,614798,F,Scotland,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-7.0,,61.0,62.0,124.0,65.0,172.0,64.0,221.0,80.0,221.0,60.0,221.0,80.0,221.0,80.0,230.0,60.0,230.0,100.0,64.0,1.0,55.0,188.0,95.0,5.0,13.0
2014J,616704,F,South West Region,Lower Than A Level,20-30%,35-55,0,30,Y,Withdrawn,6.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,617962,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,-37.0,,58.0,63.0,124.0,69.0,172.0,60.0,108.0,100.0,192.0,100.0,192.0,100.0,214.0,100.0,,,,,50.0,1.0,81.0,298.0,73.0,52.0,35.0
2014J,618253,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,-53.0,,58.0,85.0,112.0,70.0,,,103.0,100.0,,,,,,,,,,,20.0,0.0,64.0,240.0,27.0,114.0,19.0
2014J,620239,F,North Western Region,Lower Than A Level,0-10%,0-35,1,30,N,Pass,-123.0,,55.0,70.0,149.0,60.0,179.0,75.0,100.0,80.0,163.0,100.0,,,224.0,100.0,224.0,0.0,224.0,100.0,422.0,2.0,267.0,325.0,88.0,43.0,32.0
2014J,620826,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,Y,Withdrawn,-10.0,104.0,56.0,65.0,,,,,76.0,80.0,,,,,,,,,,,28.0,0.0,60.0,71.0,28.0,174.0,15.0
2014J,621485,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-53.0,,57.0,70.0,123.0,65.0,172.0,65.0,105.0,100.0,132.0,100.0,156.0,100.0,201.0,100.0,203.0,60.0,222.0,100.0,6.0,0.0,171.0,297.0,182.0,87.0,38.0
2014J,622118,F,South West Region,Lower Than A Level,70-80%,0-35,1,30,N,Fail,-2.0,,55.0,90.0,142.0,35.0,,,,,,,,,,,,,,,0.0,3.0,41.0,161.0,19.0,37.0,27.0
2014J,623178,F,South East Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,-2.0,,67.0,60.0,131.0,65.0,173.0,75.0,115.0,100.0,165.0,60.0,219.0,100.0,222.0,80.0,222.0,20.0,,,70.0,0.0,72.0,146.0,74.0,22.0,25.0
2014J,623475,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,-16.0,,57.0,75.0,122.0,80.0,169.0,80.0,75.0,80.0,132.0,60.0,150.0,60.0,226.0,80.0,226.0,40.0,226.0,40.0,47.0,0.0,68.0,175.0,69.0,2.0,9.0
2014J,623588,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,30,Y,Pass,-113.0,,87.0,70.0,207.0,73.0,208.0,25.0,206.0,100.0,206.0,60.0,226.0,100.0,226.0,100.0,226.0,80.0,226.0,80.0,106.0,4.0,107.0,782.0,121.0,41.0,39.0
2014J,623812,F,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Distinction,-38.0,,50.0,85.0,122.0,85.0,169.0,87.0,93.0,100.0,128.0,100.0,163.0,100.0,214.0,100.0,214.0,60.0,,,0.0,0.0,57.0,161.0,70.0,12.0,14.0
2014J,624563,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,2.0,,61.0,92.0,121.0,86.0,173.0,80.0,220.0,100.0,220.0,100.0,220.0,80.0,220.0,100.0,220.0,80.0,220.0,80.0,15.0,0.0,59.0,153.0,95.0,6.0,13.0
2014J,624767,F,London Region,A Level or Equivalent,90-100%,35-55,1,30,N,Distinction,-24.0,,-1.0,80.0,-1.0,90.0,-1.0,75.0,-1.0,100.0,-1.0,100.0,-1.0,100.0,-1.0,100.0,-1.0,100.0,,,0.0,0.0,10.0,65.0,6.0,5.0,1.0
2014J,625241,F,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,-24.0,,61.0,54.0,124.0,60.0,172.0,60.0,118.0,100.0,174.0,80.0,174.0,60.0,215.0,100.0,215.0,80.0,226.0,80.0,31.0,0.0,74.0,292.0,101.0,13.0,16.0
2014J,625411,M,Scotland,Lower Than A Level,70-80%,0-35,0,90,N,Pass,-22.0,,61.0,69.0,163.0,75.0,187.0,86.0,93.0,100.0,170.0,100.0,171.0,100.0,214.0,100.0,215.0,100.0,216.0,100.0,17.0,1.0,164.0,230.0,172.0,44.0,23.0
2014J,625530,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,Y,Pass,-64.0,,58.0,75.0,120.0,68.0,172.0,75.0,95.0,100.0,136.0,100.0,160.0,100.0,200.0,100.0,205.0,100.0,219.0,100.0,43.0,0.0,101.0,764.0,135.0,25.0,35.0
2014J,625835,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,3.0,74.0,,,,,,,,,,,,,,,,,,,0.0,0.0,31.0,7.0,0.0,40.0,1.0
2014J,626005,F,South Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-4.0,,51.0,60.0,123.0,75.0,173.0,80.0,75.0,100.0,130.0,80.0,158.0,100.0,200.0,100.0,199.0,100.0,227.0,100.0,56.0,1.0,258.0,594.0,259.0,53.0,35.0
2014J,626384,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,-94.0,,57.0,80.0,123.0,84.0,172.0,65.0,111.0,80.0,144.0,100.0,215.0,100.0,215.0,80.0,215.0,40.0,,,140.0,1.0,137.0,179.0,87.0,43.0,20.0
2014J,627481,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-2.0,,58.0,70.0,124.0,75.0,174.0,80.0,75.0,100.0,129.0,100.0,157.0,100.0,203.0,100.0,203.0,80.0,,,29.0,0.0,79.0,151.0,85.0,22.0,15.0
2014J,627809,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,30,N,Fail,-1.0,,,,124.0,60.0,,,,,,,,,,,,,,,2.0,0.0,12.0,12.0,0.0,4.0,14.0
2014J,627812,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,1,30,N,Distinction,-1.0,,29.0,47.0,133.0,61.0,168.0,66.0,97.0,60.0,143.0,80.0,170.0,72.0,219.0,80.0,,,,,0.0,0.0,51.0,45.0,63.0,10.0,13.0
2014J,628172,F,East Midlands Region,Lower Than A Level,70-80%,35-55,1,30,N,Fail,-37.0,,60.0,69.0,,,,,,,,,,,,,,,,,0.0,0.0,56.0,122.0,3.0,31.0,18.0
2014J,628299,F,South Region,Lower Than A Level,50-60%,35-55,1,30,N,Distinction,-120.0,,44.0,85.0,113.0,80.0,170.0,80.0,72.0,100.0,128.0,100.0,149.0,100.0,200.0,100.0,199.0,100.0,212.0,100.0,534.0,5.0,231.0,436.0,145.0,87.0,33.0
2014J,628569,F,South West Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,-17.0,,59.0,65.0,,,,,101.0,100.0,,,,,,,,,,,0.0,0.0,40.0,61.0,29.0,13.0,14.0
2014J,629258,F,London Region,A Level or Equivalent,10-20,35-55,1,90,N,Fail,-3.0,,76.0,54.0,144.0,40.0,202.0,38.0,147.0,100.0,151.0,60.0,163.0,20.0,219.0,100.0,219.0,100.0,230.0,80.0,85.0,29.0,364.0,961.0,216.0,99.0,46.0
2014J,631446,F,East Anglian Region,HE Qualification,90-100%,35-55,1,30,N,Pass,-14.0,,-1.0,72.0,-1.0,70.0,-1.0,64.0,-1.0,100.0,-1.0,100.0,-1.0,100.0,-1.0,100.0,199.0,100.0,,,0.0,0.0,33.0,22.0,37.0,1.0,5.0
2014J,631723,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-9.0,,64.0,54.0,122.0,55.0,172.0,60.0,110.0,60.0,138.0,80.0,222.0,20.0,200.0,100.0,198.0,80.0,214.0,80.0,95.0,1.0,150.0,139.0,241.0,29.0,39.0
2014J,632161,M,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-77.0,,64.0,64.0,142.0,48.0,192.0,52.0,135.0,100.0,186.0,100.0,187.0,80.0,222.0,80.0,,,,,16.0,1.0,123.0,334.0,140.0,219.0,24.0
2014J,632266,F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-35.0,,56.0,65.0,119.0,65.0,169.0,70.0,73.0,80.0,129.0,80.0,157.0,80.0,200.0,100.0,,,,,107.0,2.0,157.0,332.0,113.0,10.0,9.0
2014J,632365,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,-98.0,,60.0,64.0,112.0,49.0,171.0,70.0,114.0,100.0,128.0,100.0,166.0,100.0,200.0,100.0,200.0,80.0,216.0,80.0,89.0,5.0,113.0,328.0,95.0,13.0,20.0
2014J,632368,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-31.0,,63.0,45.0,123.0,55.0,193.0,50.0,187.0,100.0,194.0,60.0,,,,,,,,,0.0,0.0,42.0,101.0,53.0,2.0,0.0
2014J,633060,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,Y,Pass,-56.0,,45.0,40.0,119.0,50.0,169.0,65.0,77.0,100.0,170.0,80.0,170.0,80.0,206.0,100.0,206.0,100.0,227.0,80.0,6.0,0.0,43.0,61.0,111.0,14.0,17.0
2014J,633093,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-106.0,,23.0,60.0,123.0,54.0,172.0,45.0,96.0,80.0,154.0,80.0,202.0,100.0,202.0,80.0,202.0,60.0,226.0,80.0,25.0,6.0,228.0,487.0,154.0,62.0,90.0
2014J,633424,F,South Region,A Level or Equivalent,50-60%,35-55,0,30,Y,Pass,-101.0,,61.0,84.0,130.0,70.0,172.0,75.0,161.0,80.0,161.0,100.0,180.0,100.0,212.0,100.0,231.0,0.0,231.0,60.0,8.0,99.0,129.0,285.0,104.0,155.0,45.0
2014J,633561,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,30,N,Pass,-45.0,,113.0,64.0,124.0,70.0,207.0,50.0,123.0,40.0,227.0,100.0,227.0,60.0,227.0,80.0,227.0,60.0,227.0,60.0,81.0,0.0,58.0,43.0,90.0,17.0,13.0
2014J,633818,F,Scotland,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-17.0,,61.0,60.0,131.0,55.0,173.0,65.0,178.0,80.0,210.0,80.0,219.0,80.0,200.0,100.0,208.0,100.0,,,205.0,3.0,145.0,325.0,93.0,44.0,32.0
2014J,633987,F,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,3.0,,60.0,78.0,118.0,84.0,170.0,65.0,111.0,60.0,128.0,100.0,149.0,100.0,200.0,100.0,198.0,80.0,230.0,40.0,226.0,51.0,320.0,572.0,120.0,116.0,148.0
2014J,634019,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,-114.0,,61.0,40.0,123.0,55.0,173.0,50.0,109.0,80.0,149.0,80.0,166.0,12.0,200.0,80.0,202.0,80.0,220.0,100.0,38.0,0.0,132.0,376.0,112.0,18.0,42.0
2014J,634785,F,London Region,Post Graduate Qualification,20-30%,35-55,0,30,N,Withdrawn,-106.0,74.0,,,,,,,,,,,,,,,,,,,1.0,0.0,33.0,13.0,0.0,21.0,5.0
2014J,635279,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,-129.0,,60.0,75.0,138.0,75.0,186.0,50.0,96.0,60.0,193.0,80.0,214.0,100.0,200.0,80.0,,,,,9.0,2.0,81.0,147.0,97.0,40.0,16.0
2014J,635334,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,-99.0,,60.0,75.0,123.0,80.0,173.0,78.0,145.0,100.0,175.0,100.0,171.0,80.0,216.0,100.0,216.0,80.0,230.0,100.0,32.0,1.0,45.0,52.0,124.0,7.0,20.0
2014J,635703,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-66.0,,31.0,85.0,104.0,81.0,157.0,88.0,72.0,100.0,128.0,80.0,149.0,80.0,200.0,100.0,200.0,60.0,212.0,100.0,168.0,7.0,212.0,503.0,106.0,82.0,38.0
2014J,635719,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,-60.0,,61.0,70.0,131.0,75.0,173.0,68.0,123.0,100.0,167.0,100.0,168.0,80.0,208.0,100.0,214.0,80.0,223.0,40.0,52.0,0.0,191.0,342.0,78.0,41.0,23.0
2014J,635779,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,Y,Pass,-135.0,,53.0,75.0,113.0,80.0,167.0,70.0,107.0,80.0,136.0,80.0,156.0,100.0,200.0,80.0,200.0,60.0,221.0,100.0,35.0,1.0,152.0,416.0,114.0,11.0,17.0
2014J,635972,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-9.0,,51.0,69.0,118.0,54.0,164.0,55.0,121.0,100.0,159.0,80.0,192.0,100.0,200.0,100.0,228.0,80.0,228.0,100.0,50.0,0.0,70.0,194.0,98.0,13.0,6.0
2014J,635988,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,-14.0,,58.0,85.0,131.0,88.0,179.0,90.0,125.0,80.0,161.0,100.0,165.0,100.0,,,,,,,136.0,5.0,136.0,113.0,75.0,55.0,7.0
2014J,636018,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-16.0,,58.0,67.0,124.0,85.0,173.0,80.0,77.0,100.0,153.0,100.0,153.0,80.0,200.0,100.0,209.0,100.0,214.0,100.0,545.0,82.0,237.0,364.0,124.0,26.0,19.0
2014J,636282,F,South East Region,Lower Than A Level,90-100%,0-35,0,30,Y,Distinction,-38.0,,60.0,50.0,107.0,65.0,170.0,70.0,73.0,80.0,152.0,100.0,152.0,60.0,200.0,100.0,199.0,60.0,215.0,80.0,8.0,2.0,100.0,269.0,107.0,21.0,25.0
2014J,636283,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-9.0,,54.0,76.0,123.0,76.0,171.0,65.0,94.0,80.0,136.0,40.0,192.0,100.0,230.0,80.0,,,230.0,100.0,47.0,0.0,74.0,120.0,108.0,2.0,2.0
2014J,636323,F,South West Region,A Level or Equivalent,30-40%,35-55,0,30,N,Withdrawn,-115.0,150.0,,,,,,,,,,,,,,,,,,,123.0,7.0,129.0,135.0,3.0,74.0,56.0
2014J,636458,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,-127.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,636464,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,-65.0,,61.0,50.0,120.0,50.0,172.0,55.0,96.0,80.0,186.0,100.0,157.0,100.0,200.0,60.0,209.0,60.0,216.0,100.0,64.0,2.0,168.0,451.0,137.0,34.0,44.0
2014J,636554,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-46.0,,,,116.0,85.0,170.0,88.0,94.0,80.0,143.0,100.0,159.0,100.0,200.0,100.0,201.0,60.0,227.0,100.0,40.0,2.0,189.0,546.0,146.0,64.0,46.0
2014J,636718,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,-77.0,24.0,,,,,,,,,,,,,,,,,,,34.0,0.0,19.0,3.0,0.0,57.0,5.0
2014J,637067,F,South East Region,Lower Than A Level,60-70%,0-35,0,30,Y,Pass,-7.0,,58.0,58.0,123.0,60.0,173.0,60.0,179.0,60.0,179.0,80.0,179.0,72.0,229.0,80.0,229.0,20.0,229.0,40.0,2.0,4.0,46.0,77.0,114.0,13.0,15.0
2014J,637203,F,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,-129.0,,60.0,75.0,121.0,75.0,180.0,50.0,93.0,100.0,138.0,80.0,165.0,100.0,228.0,100.0,228.0,100.0,,,36.0,3.0,114.0,225.0,91.0,20.0,37.0
2014J,637206,F,South East Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,-23.0,,64.0,69.0,134.0,88.0,204.0,90.0,79.0,80.0,145.0,100.0,150.0,100.0,206.0,100.0,206.0,80.0,212.0,100.0,150.0,36.0,154.0,626.0,130.0,31.0,27.0
2014J,637246,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-23.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,637280,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-129.0,,59.0,60.0,123.0,76.0,179.0,65.0,103.0,80.0,140.0,100.0,156.0,80.0,200.0,100.0,202.0,40.0,212.0,100.0,59.0,0.0,190.0,784.0,153.0,37.0,12.0
2014J,637468,F,South West Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-49.0,,60.0,70.0,124.0,75.0,187.0,75.0,104.0,100.0,147.0,100.0,166.0,72.0,200.0,100.0,203.0,80.0,,,146.0,2.0,182.0,495.0,102.0,37.0,36.0
