code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_quiz,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url
2014B,621885,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-89.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,621890,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,-102.0,-21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,621894,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-31.0,,11.0,52.0,39.0,53.0,88.0,55.0,120.0,56.0,156.0,75.0,194.0,61.0,49.0,100.0,84.0,80.0,,,154.0,100.0,200.0,100.0,246.0,0.0,86.0,7.0,2.0,,97.0,26.0,0.0,44.0,11.0
2014B,621905,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-110.0,,11.0,65.0,46.0,62.0,82.0,67.0,117.0,75.0,159.0,78.0,,,49.0,100.0,84.0,80.0,119.0,80.0,,,200.0,100.0,726.0,1.0,219.0,0.0,12.0,,64.0,13.0,0.0,21.0,35.0
2014B,621937,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-108.0,,11.0,62.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,0.0,0.0,,1.0,0.0,0.0,1.0,4.0
2014B,622132,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,-29.0,,11.0,85.0,40.0,75.0,81.0,67.0,114.0,87.0,149.0,87.0,193.0,89.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,200.0,100.0,1494.0,1.0,549.0,0.0,37.0,,363.0,44.0,0.0,85.0,42.0
2014B,622180,M,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-103.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,622208,F,North Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-92.0,,11.0,65.0,38.0,71.0,81.0,64.0,116.0,73.0,150.0,76.0,194.0,73.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,80.0,200.0,100.0,309.0,0.0,255.0,0.0,26.0,,93.0,30.0,0.0,38.0,23.0
2014B,622217,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-93.0,,11.0,80.0,39.0,76.0,,,,,,,,,49.0,100.0,,,,,,,,,154.0,0.0,52.0,0.0,2.0,,23.0,3.0,0.0,14.0,3.0
2014B,622223,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail,-85.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,4.0,0.0,1.0,,0.0,4.0,0.0,13.0,2.0
2014B,622330,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-36.0,98.0,11.0,64.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0
2014B,622345,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-103.0,,3.0,68.0,21.0,70.0,50.0,71.0,112.0,73.0,151.0,71.0,187.0,92.0,49.0,100.0,84.0,80.0,119.0,80.0,154.0,100.0,200.0,100.0,3791.0,0.0,1268.0,0.0,53.0,,139.0,135.0,0.0,110.0,48.0
2014B,622466,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-104.0,,11.0,90.0,38.0,79.0,82.0,70.0,116.0,75.0,152.0,72.0,213.0,85.0,49.0,100.0,84.0,100.0,119.0,80.0,154.0,100.0,200.0,100.0,52.0,0.0,89.0,1.0,21.0,,83.0,31.0,1.0,66.0,32.0
2014B,622498,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-104.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,622505,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Distinction,-108.0,,11.0,87.0,39.0,97.0,80.0,98.0,115.0,97.0,152.0,93.0,191.0,98.0,49.0,100.0,89.0,0.0,119.0,100.0,154.0,80.0,200.0,100.0,136.0,0.0,184.0,0.0,16.0,,72.0,118.0,0.0,98.0,13.0
2014B,622538,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-103.0,195.0,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,13.0,0.0,1.0,,0.0,15.0,0.0,22.0,5.0
2014B,622604,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-24.0,,11.0,74.0,40.0,70.0,82.0,70.0,117.0,63.0,152.0,60.0,194.0,74.0,49.0,100.0,84.0,100.0,119.0,80.0,154.0,80.0,200.0,100.0,35.0,0.0,61.0,0.0,18.0,,98.0,28.0,0.0,22.0,5.0
2014B,622645,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-106.0,-97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,622715,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-96.0,,9.0,48.0,40.0,66.0,81.0,68.0,116.0,72.0,152.0,68.0,192.0,55.0,49.0,100.0,84.0,100.0,119.0,60.0,154.0,60.0,200.0,60.0,44.0,0.0,205.0,0.0,42.0,,87.0,80.0,0.0,105.0,13.0
2014B,622720,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-52.0,,11.0,70.0,39.0,61.0,91.0,60.0,129.0,73.0,,,,,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,200.0,60.0,55.0,0.0,162.0,0.0,4.0,,86.0,71.0,0.0,98.0,11.0
2014B,622766,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-15.0,,5.0,20.0,39.0,42.0,88.0,49.0,123.0,56.0,156.0,43.0,194.0,40.0,49.0,80.0,84.0,80.0,119.0,100.0,154.0,100.0,200.0,40.0,36.0,0.0,132.0,0.0,14.0,,98.0,27.0,0.0,102.0,49.0
2014B,622767,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-52.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,622838,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-88.0,,5.0,57.0,39.0,64.0,66.0,50.0,112.0,62.0,,,,,49.0,100.0,84.0,80.0,119.0,80.0,,,,,201.0,0.0,79.0,0.0,0.0,,129.0,0.0,0.0,13.0,1.0
2014B,622867,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,-60.0,,12.0,97.0,46.0,83.0,89.0,80.0,117.0,60.0,,,202.0,53.0,49.0,100.0,84.0,100.0,119.0,100.0,,,,,19.0,0.0,57.0,1.0,15.0,,43.0,22.0,0.0,22.0,8.0
2014B,622925,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-93.0,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,622927,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-106.0,,12.0,70.0,,,,,,,,,,,,,,,,,,,,,97.0,0.0,22.0,0.0,0.0,,0.0,0.0,0.0,1.0,5.0
2014B,622974,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-89.0,,11.0,64.0,39.0,74.0,87.0,70.0,117.0,50.0,151.0,51.0,193.0,55.0,49.0,80.0,84.0,100.0,119.0,80.0,154.0,100.0,200.0,100.0,78.0,0.0,58.0,0.0,21.0,,174.0,10.0,0.0,34.0,8.0
2014B,622982,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-72.0,,9.0,83.0,33.0,85.0,78.0,81.0,115.0,70.0,151.0,91.0,193.0,90.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,80.0,200.0,100.0,583.0,0.0,298.0,2.0,52.0,,134.0,8.0,0.0,17.0,58.0
2014B,623001,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-94.0,202.0,12.0,72.0,67.0,67.0,117.0,63.0,,,,,,,,,,,,,,,,,5.0,0.0,14.0,0.0,1.0,,2.0,7.0,0.0,6.0,2.0
2014B,623055,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-89.0,,9.0,85.0,37.0,85.0,80.0,76.0,115.0,71.0,151.0,81.0,,,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,200.0,80.0,2442.0,8.0,690.0,0.0,130.0,,87.0,112.0,0.0,188.0,36.0
2014B,623069,M,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-30.0,,11.0,69.0,,,,,,,,,,,,,,,,,,,,,9.0,0.0,13.0,0.0,1.0,,0.0,17.0,0.0,22.0,2.0
2014B,623104,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-103.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,623168,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-102.0,,11.0,85.0,37.0,73.0,81.0,87.0,116.0,82.0,152.0,51.0,193.0,80.0,49.0,80.0,84.0,60.0,119.0,80.0,154.0,80.0,200.0,40.0,218.0,0.0,334.0,0.0,15.0,,76.0,4.0,0.0,13.0,18.0
2014B,623169,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-24.0,,3.0,74.0,40.0,74.0,81.0,72.0,116.0,68.0,151.0,73.0,193.0,70.0,49.0,80.0,84.0,100.0,119.0,40.0,154.0,40.0,200.0,40.0,36.0,0.0,133.0,0.0,22.0,,77.0,18.0,0.0,35.0,18.0
2014B,623177,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-100.0,,11.0,49.0,39.0,73.0,94.0,62.0,,,,,,,49.0,80.0,84.0,100.0,119.0,80.0,154.0,80.0,,,131.0,0.0,115.0,5.0,6.0,,91.0,25.0,0.0,53.0,6.0
2014B,623240,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-69.0,,10.0,81.0,38.0,82.0,80.0,66.0,116.0,83.0,150.0,85.0,193.0,90.0,49.0,100.0,84.0,100.0,119.0,80.0,154.0,100.0,200.0,100.0,562.0,0.0,102.0,0.0,24.0,,81.0,2.0,0.0,14.0,2.0
2014B,623295,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-78.0,,14.0,54.0,39.0,49.0,80.0,51.0,116.0,44.0,147.0,41.0,189.0,65.0,49.0,80.0,84.0,80.0,119.0,40.0,154.0,40.0,200.0,80.0,4.0,0.0,26.0,0.0,7.0,,74.0,4.0,0.0,6.0,2.0
2014B,623321,M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-100.0,,8.0,82.0,39.0,90.0,81.0,68.0,115.0,92.0,,,,,49.0,100.0,84.0,100.0,119.0,40.0,154.0,100.0,,,24.0,2.0,158.0,0.0,25.0,,66.0,77.0,0.0,85.0,16.0
2014B,623333,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-30.0,,26.0,83.0,35.0,70.0,82.0,80.0,,,152.0,68.0,194.0,70.0,49.0,80.0,84.0,100.0,119.0,40.0,154.0,60.0,200.0,40.0,156.0,0.0,169.0,0.0,8.0,,153.0,26.0,0.0,22.0,25.0
2014B,623392,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,-99.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,623406,F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-36.0,,19.0,65.0,40.0,65.0,117.0,50.0,136.0,61.0,156.0,45.0,,,49.0,60.0,,,,,,,,,113.0,0.0,144.0,0.0,13.0,,25.0,107.0,0.0,108.0,40.0
2014B,623548,F,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-100.0,-29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,623603,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-35.0,,13.0,73.0,39.0,65.0,83.0,62.0,117.0,75.0,,,,,49.0,80.0,,,119.0,40.0,,,,,36.0,0.0,61.0,0.0,0.0,,31.0,3.0,0.0,8.0,7.0
2014B,623622,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-79.0,,11.0,70.0,44.0,70.0,,,128.0,75.0,190.0,70.0,,,49.0,100.0,,,119.0,100.0,154.0,80.0,200.0,80.0,94.0,0.0,29.0,0.0,4.0,,54.0,4.0,0.0,11.0,2.0
2014B,623651,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-88.0,-26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,623654,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-100.0,,11.0,91.0,39.0,96.0,81.0,90.0,116.0,85.0,152.0,100.0,193.0,94.0,49.0,100.0,84.0,100.0,119.0,80.0,154.0,100.0,200.0,100.0,317.0,0.0,106.0,0.0,28.0,,108.0,18.0,0.0,29.0,7.0
2014B,623660,F,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass,-85.0,,11.0,83.0,47.0,50.0,82.0,69.0,115.0,70.0,160.0,67.0,191.0,40.0,49.0,100.0,84.0,80.0,119.0,100.0,154.0,60.0,200.0,60.0,508.0,3.0,293.0,0.0,29.0,,170.0,182.0,0.0,213.0,39.0
2014B,623821,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-61.0,,10.0,57.0,,,,,,,,,,,49.0,100.0,,,119.0,60.0,,,,,212.0,0.0,80.0,0.0,5.0,,46.0,12.0,0.0,34.0,16.0
2014B,623845,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-58.0,,25.0,40.0,38.0,58.0,81.0,44.0,126.0,51.0,165.0,52.0,192.0,44.0,49.0,100.0,84.0,60.0,119.0,80.0,154.0,100.0,200.0,80.0,200.0,1.0,145.0,0.0,11.0,,70.0,32.0,0.0,37.0,59.0
2014B,623857,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-50.0,,11.0,65.0,38.0,65.0,81.0,70.0,115.0,75.0,152.0,76.0,189.0,72.0,49.0,80.0,84.0,80.0,119.0,80.0,154.0,100.0,200.0,100.0,308.0,0.0,298.0,0.0,24.0,,96.0,44.0,0.0,62.0,31.0
2014B,623882,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-92.0,,,,38.0,50.0,80.0,50.0,116.0,70.0,151.0,70.0,187.0,75.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,80.0,200.0,100.0,3.0,0.0,69.0,0.0,15.0,,66.0,43.0,0.0,32.0,4.0
2014B,623911,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-32.0,,10.0,60.0,44.0,65.0,,,,,43.0,0.0,,,49.0,80.0,,,,,,,,,0.0,0.0,29.0,0.0,0.0,,16.0,8.0,0.0,6.0,15.0
2014B,623914,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-96.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,623935,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-87.0,,11.0,55.0,39.0,63.0,93.0,63.0,124.0,90.0,152.0,67.0,205.0,70.0,49.0,100.0,84.0,60.0,,,154.0,80.0,200.0,60.0,29.0,0.0,166.0,0.0,44.0,,59.0,13.0,0.0,29.0,5.0
2014B,624011,F,South West Region,HE Qualification,10-20,0-35,0,120,N,Pass,-50.0,,16.0,92.0,40.0,70.0,81.0,74.0,122.0,68.0,151.0,69.0,194.0,70.0,49.0,100.0,84.0,80.0,119.0,100.0,154.0,80.0,200.0,80.0,82.0,0.0,180.0,0.0,85.0,,65.0,55.0,0.0,66.0,7.0
2014B,624046,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-96.0,,11.0,73.0,40.0,65.0,81.0,72.0,117.0,71.0,150.0,72.0,193.0,67.0,49.0,100.0,,,,,154.0,80.0,200.0,40.0,8.0,0.0,139.0,0.0,25.0,,49.0,74.0,0.0,87.0,6.0
2014B,624069,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-94.0,,11.0,88.0,38.0,72.0,81.0,91.0,116.0,88.0,151.0,80.0,192.0,91.0,49.0,100.0,84.0,100.0,119.0,80.0,154.0,100.0,200.0,100.0,10.0,0.0,30.0,0.0,16.0,,79.0,3.0,0.0,8.0,0.0
2014B,624196,F,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-68.0,,7.0,87.0,39.0,73.0,81.0,80.0,117.0,74.0,,,194.0,73.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,200.0,80.0,623.0,2.0,417.0,0.0,29.0,,83.0,34.0,0.0,52.0,75.0
2014B,624202,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-81.0,-36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624298,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-95.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624306,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-95.0,,11.0,67.0,45.0,75.0,82.0,81.0,117.0,85.0,159.0,78.0,,,49.0,100.0,84.0,80.0,119.0,100.0,,,,,18.0,0.0,99.0,0.0,12.0,,46.0,38.0,0.0,22.0,27.0
2014B,624341,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,-35.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624350,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-95.0,49.0,12.0,52.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,0.0,1.0,,0.0,9.0,0.0,11.0,7.0
2014B,624406,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,-36.0,,11.0,86.0,39.0,89.0,81.0,93.0,116.0,91.0,150.0,97.0,190.0,92.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,200.0,100.0,6937.0,11.0,1250.0,0.0,163.0,,156.0,136.0,0.0,244.0,144.0
2014B,624411,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-87.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624415,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-82.0,,12.0,65.0,39.0,75.0,81.0,48.0,131.0,47.0,166.0,46.0,193.0,70.0,49.0,100.0,84.0,80.0,,,154.0,80.0,200.0,100.0,24.0,0.0,32.0,0.0,19.0,,68.0,6.0,0.0,11.0,1.0
2014B,624427,F,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Withdrawn,-69.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624514,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-86.0,191.0,9.0,55.0,33.0,53.0,81.0,58.0,,,163.0,61.0,,,49.0,100.0,84.0,100.0,119.0,40.0,154.0,80.0,,,147.0,0.0,51.0,2.0,7.0,,51.0,0.0,0.0,7.0,4.0
2014B,624518,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-82.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,19.0,0.0,0.0,,1.0,0.0,0.0,2.0,5.0
2014B,624544,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn,-89.0,11.0,10.0,63.0,,,,,,,,,,,,,,,,,,,,,5.0,0.0,18.0,0.0,1.0,,0.0,20.0,0.0,20.0,4.0
2014B,624549,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-86.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624567,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-64.0,,11.0,83.0,45.0,70.0,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0
2014B,624572,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,180,N,Withdrawn,-64.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624592,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Pass,-81.0,,11.0,73.0,38.0,77.0,81.0,70.0,116.0,70.0,146.0,72.0,191.0,70.0,49.0,60.0,84.0,100.0,119.0,60.0,154.0,40.0,200.0,60.0,150.0,0.0,56.0,0.0,21.0,,71.0,5.0,0.0,9.0,3.0
2014B,624598,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Fail,-82.0,,11.0,61.0,36.0,61.0,,,,,,,,,49.0,100.0,,,,,,,,,0.0,0.0,19.0,0.0,0.0,,17.0,10.0,0.0,19.0,3.0
2014B,624604,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-82.0,,11.0,65.0,36.0,57.0,,,,,,,,,49.0,80.0,,,,,,,,,0.0,0.0,3.0,0.0,0.0,,16.0,0.0,0.0,0.0,0.0
2014B,624653,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-71.0,,8.0,68.0,38.0,76.0,82.0,71.0,116.0,81.0,151.0,86.0,,,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,,,257.0,0.0,79.0,0.0,15.0,,50.0,12.0,0.0,14.0,3.0
2014B,624661,F,Ireland,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-51.0,,14.0,85.0,57.0,78.0,112.0,64.0,134.0,70.0,179.0,76.0,194.0,78.0,49.0,100.0,84.0,80.0,119.0,100.0,154.0,100.0,200.0,80.0,90.0,0.0,64.0,1.0,15.0,,85.0,39.0,0.0,28.0,5.0
2014B,624663,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-93.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624673,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-79.0,96.0,11.0,45.0,38.0,76.0,,,,,,,,,49.0,100.0,84.0,100.0,,,,,,,9.0,1.0,40.0,0.0,3.0,,38.0,11.0,0.0,18.0,8.0
2014B,624674,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624677,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-94.0,,15.0,43.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,1.0,0.0,,0.0,2.0,0.0,3.0,0.0
2014B,624704,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-52.0,,10.0,66.0,51.0,73.0,80.0,80.0,114.0,76.0,,,,,,,,,119.0,60.0,,,,,0.0,0.0,6.0,0.0,0.0,,13.0,2.0,0.0,3.0,1.0
2014B,624722,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624734,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-94.0,169.0,10.0,80.0,37.0,83.0,94.0,87.0,117.0,86.0,,,,,49.0,100.0,84.0,100.0,119.0,60.0,,,,,15.0,0.0,14.0,0.0,2.0,,42.0,13.0,0.0,15.0,2.0
2014B,624738,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-64.0,,8.0,86.0,38.0,85.0,78.0,70.0,113.0,85.0,149.0,75.0,192.0,15.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,200.0,60.0,264.0,0.0,237.0,0.0,15.0,,80.0,56.0,0.0,36.0,50.0
2014B,624743,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-86.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,0.0,3.0,,0.0,8.0,0.0,10.0,1.0
2014B,624799,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail,-93.0,,18.0,72.0,38.0,75.0,81.0,44.0,,,,,,,49.0,100.0,84.0,100.0,,,,,,,7.0,0.0,31.0,0.0,6.0,,31.0,39.0,0.0,37.0,20.0
2014B,624847,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-71.0,,10.0,65.0,39.0,87.0,81.0,71.0,115.0,77.0,150.0,83.0,193.0,73.0,49.0,100.0,84.0,100.0,119.0,60.0,154.0,40.0,200.0,60.0,160.0,2.0,103.0,0.0,11.0,,75.0,10.0,0.0,31.0,31.0
2014B,624879,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,-89.0,123.0,9.0,85.0,38.0,63.0,,,,,,,,,49.0,100.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,0.0,3.0,2.0
2014B,624950,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-88.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624972,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-79.0,,16.0,59.0,38.0,45.0,82.0,59.0,116.0,54.0,153.0,75.0,194.0,63.0,49.0,100.0,84.0,60.0,119.0,100.0,154.0,80.0,200.0,100.0,2.0,0.0,37.0,0.0,16.0,,79.0,12.0,0.0,23.0,17.0
2014B,624997,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-73.0,,3.0,76.0,40.0,84.0,82.0,74.0,116.0,66.0,,,,,49.0,100.0,84.0,80.0,,,,,,,17.0,0.0,63.0,0.0,2.0,,29.0,9.0,0.0,25.0,28.0
2014B,625021,F,South Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-92.0,,11.0,70.0,39.0,72.0,81.0,77.0,117.0,73.0,152.0,79.0,193.0,89.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,80.0,200.0,100.0,410.0,0.0,274.0,0.0,30.0,,99.0,84.0,0.0,89.0,33.0
2014B,625024,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-92.0,,11.0,90.0,39.0,71.0,81.0,77.0,116.0,88.0,162.0,61.0,193.0,85.0,49.0,100.0,84.0,100.0,119.0,100.0,154.0,100.0,200.0,100.0,105.0,0.0,137.0,0.0,20.0,,75.0,12.0,1.0,47.0,41.0
2014B,625027,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-89.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
