code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014J,687216,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,30,N,Distinction,-43.0,,20.0,98.0,103.0,100.0,150.0,98.0,189.0,95.0,21.0,100.0,69.0,100.0,147.0,100.0,219.0,100.0,243.0,96.0,379.0,254.0,0.0,25.0,2.0,2371.0,41.0,230.0,24.0
2014J,687283,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-51.0,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,687310,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,-17.0,,36.0,66.0,115.0,27.0,,,,,21.0,56.0,69.0,15.0,,,,,,,132.0,98.0,0.0,27.0,0.0,293.0,47.0,39.0,5.0
2014J,687319,M,West Midlands Region,Lower Than A Level,10-20,35-55,0,240,N,Withdrawn,-50.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,687345,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-38.0,-12.0,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,43.0,0.0,20.0,9.0,2.0,0.0
2014J,687348,F,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Withdrawn,-43.0,,,,,,,,,,,,,,,,,,,,3.0,25.0,0.0,6.0,0.0,326.0,17.0,9.0,0.0
2014J,687686,M,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-46.0,,31.0,100.0,109.0,98.0,151.0,95.0,207.0,100.0,21.0,100.0,69.0,94.0,147.0,90.0,219.0,88.0,244.0,76.0,138.0,233.0,1.0,29.0,0.0,476.0,86.0,134.0,5.0
2014J,687772,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-45.0,,,,,,,,,,21.0,100.0,69.0,100.0,147.0,100.0,219.0,96.0,244.0,92.0,66.0,146.0,5.0,20.0,5.0,1504.0,20.0,77.0,4.0
2014J,687844,F,South West Region,HE Qualification,30-40%,0-35,0,90,N,Withdrawn,-34.0,114.0,30.0,86.0,109.0,75.0,,,,,21.0,89.0,69.0,64.0,,,,,,,15.0,106.0,0.0,140.0,0.0,111.0,23.0,18.0,3.0
2014J,687877,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,30,N,Pass,5.0,,29.0,82.0,109.0,86.0,158.0,69.0,207.0,54.0,21.0,89.0,69.0,86.0,147.0,73.0,219.0,67.0,244.0,80.0,2.0,147.0,0.0,44.0,0.0,705.0,79.0,111.0,16.0
2014J,687953,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-42.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,687981,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-22.0,,32.0,90.0,,,,,209.0,84.0,21.0,89.0,69.0,86.0,147.0,83.0,219.0,71.0,244.0,48.0,37.0,145.0,6.0,86.0,2.0,2568.0,32.0,147.0,7.0
2014J,688028,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-46.0,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2014J,688033,M,London Region,No Formal quals,20-30%,0-35,0,120,N,Fail,-16.0,,33.0,70.0,120.0,40.0,,,,,21.0,56.0,69.0,48.0,152.0,35.0,219.0,33.0,,,15.0,131.0,2.0,154.0,0.0,243.0,59.0,61.0,0.0
2014J,688117,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-9.0,111.0,,,,,,,,,21.0,33.0,69.0,33.0,,,,,,,60.0,69.0,0.0,0.0,0.0,181.0,25.0,39.0,6.0
2014J,688171,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,-46.0,12.0,34.0,48.0,,,,,,,21.0,78.0,,,,,,,,,27.0,37.0,0.0,0.0,0.0,40.0,7.0,22.0,1.0
2014J,688271,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-46.0,12.0,,,,,,,,,,,,,,,,,,,3.0,15.0,0.0,2.0,0.0,12.0,4.0,6.0,1.0
2014J,688281,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-36.0,,29.0,90.0,91.0,85.0,157.0,84.0,205.0,76.0,21.0,78.0,69.0,81.0,147.0,96.0,219.0,88.0,244.0,88.0,427.0,345.0,0.0,102.0,1.0,1874.0,63.0,257.0,9.0
2014J,688297,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-46.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,688337,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-35.0,,30.0,88.0,108.0,80.0,157.0,91.0,201.0,62.0,21.0,89.0,69.0,72.0,147.0,77.0,219.0,63.0,244.0,76.0,0.0,235.0,0.0,211.0,4.0,514.0,66.0,116.0,9.0
2014J,688356,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-46.0,,,,,,,,,,21.0,89.0,69.0,93.0,147.0,96.0,219.0,96.0,244.0,84.0,0.0,140.0,0.0,0.0,1.0,215.0,35.0,73.0,1.0
2014J,688521,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,-46.0,,31.0,96.0,109.0,87.0,158.0,90.0,207.0,87.0,21.0,100.0,69.0,94.0,147.0,92.0,219.0,83.0,244.0,100.0,28.0,106.0,0.0,0.0,4.0,243.0,22.0,50.0,3.0
2014J,688533,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,Y,Withdrawn,-22.0,156.0,32.0,96.0,109.0,67.0,,,,,21.0,100.0,69.0,98.0,147.0,98.0,,,,,13.0,62.0,3.0,8.0,0.0,229.0,35.0,58.0,5.0
2014J,688537,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-5.0,,32.0,24.0,,,,,,,21.0,56.0,,,,,,,,,27.0,21.0,0.0,0.0,0.0,155.0,2.0,25.0,1.0
2014J,688672,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn,-29.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,688683,M,North Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,-31.0,-3.0,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
2014J,688707,M,North Region,HE Qualification,,0-35,0,30,N,Fail,-30.0,,33.0,88.0,123.0,75.0,,,,,21.0,100.0,69.0,93.0,147.0,82.0,,,,,125.0,115.0,0.0,35.0,0.0,160.0,32.0,48.0,6.0
2014J,688770,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-28.0,,32.0,96.0,109.0,71.0,158.0,67.0,,,21.0,78.0,69.0,74.0,147.0,88.0,,,244.0,66.0,0.0,79.0,0.0,17.0,5.0,262.0,25.0,51.0,4.0
2014J,688776,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Withdrawn,-45.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,688843,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,-36.0,108.0,,,,,,,,,21.0,67.0,69.0,56.0,,,,,,,3.0,32.0,0.0,7.0,0.0,153.0,8.0,13.0,2.0
2014J,689004,M,London Region,HE Qualification,30-40%,35-55,0,90,N,Distinction,-23.0,,32.0,100.0,109.0,97.0,158.0,97.0,207.0,95.0,21.0,89.0,69.0,94.0,147.0,98.0,219.0,100.0,244.0,88.0,8.0,367.0,0.0,9.0,5.0,1401.0,123.0,190.0,24.0
2014J,689042,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,-42.0,12.0,,,,,,,,,21.0,89.0,,,,,,,,,27.0,30.0,0.0,74.0,0.0,123.0,47.0,39.0,3.0
2014J,689050,M,South Region,HE Qualification,80-90%,0-35,0,120,N,Distinction,-4.0,,31.0,94.0,107.0,97.0,157.0,98.0,206.0,99.0,21.0,89.0,69.0,73.0,147.0,100.0,,,244.0,88.0,2978.0,1280.0,0.0,75.0,3.0,588.0,226.0,179.0,52.0
2014J,689101,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Fail,-22.0,,,,,,,,,,21.0,89.0,69.0,86.0,,,219.0,81.0,,,1.0,99.0,5.0,5.0,0.0,398.0,55.0,119.0,8.0
2014J,689143,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-45.0,12.0,,,,,,,,,,,,,,,,,,,12.0,35.0,0.0,0.0,0.0,52.0,4.0,13.0,0.0
2014J,689164,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-30.0,,,,,,,,,,21.0,78.0,69.0,85.0,147.0,75.0,219.0,50.0,245.0,46.0,2.0,211.0,0.0,3.0,1.0,712.0,107.0,166.0,9.0
2014J,689190,F,South East Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-36.0,,32.0,82.0,109.0,82.0,158.0,76.0,207.0,75.0,21.0,100.0,69.0,94.0,147.0,88.0,219.0,92.0,243.0,86.0,106.0,175.0,0.0,6.0,1.0,495.0,149.0,72.0,7.0
2014J,689217,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,-22.0,,31.0,84.0,109.0,83.0,158.0,70.0,206.0,85.0,21.0,100.0,69.0,81.0,147.0,69.0,219.0,71.0,244.0,62.0,28.0,144.0,0.0,0.0,6.0,888.0,46.0,105.0,7.0
2014J,689246,F,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,-31.0,,17.0,96.0,109.0,96.0,158.0,100.0,205.0,99.0,21.0,100.0,69.0,97.0,147.0,96.0,219.0,100.0,245.0,84.0,3.0,153.0,0.0,106.0,0.0,1242.0,24.0,88.0,10.0
2014J,689264,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-43.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,689346,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,-23.0,2.0,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2014J,689352,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-44.0,12.0,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,689399,F,Ireland,HE Qualification,,35-55,0,90,N,Pass,-14.0,,32.0,86.0,111.0,71.0,158.0,54.0,211.0,62.0,21.0,56.0,69.0,80.0,147.0,53.0,219.0,48.0,245.0,46.0,67.0,252.0,17.0,831.0,1.0,1347.0,60.0,149.0,9.0
2014J,689436,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,-23.0,177.0,32.0,98.0,,,,,,,21.0,100.0,,,,,,,,,26.0,62.0,4.0,19.0,0.0,79.0,17.0,26.0,3.0
2014J,689527,F,Scotland,HE Qualification,0-10%,0-35,0,120,N,Fail,-23.0,,34.0,18.0,,,,,,,,,,,,,,,,,8.0,38.0,0.0,26.0,0.0,13.0,14.0,12.0,6.0
2014J,689637,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,-15.0,,53.0,98.0,109.0,81.0,158.0,80.0,206.0,89.0,,,69.0,100.0,147.0,83.0,219.0,90.0,243.0,94.0,0.0,292.0,0.0,4.0,5.0,2377.0,166.0,148.0,5.0
2014J,689759,M,Scotland,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-32.0,,32.0,82.0,108.0,72.0,158.0,76.0,214.0,72.0,21.0,44.0,69.0,58.0,147.0,85.0,219.0,40.0,245.0,64.0,146.0,286.0,0.0,512.0,3.0,822.0,65.0,93.0,24.0
2014J,689792,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-29.0,,,,,,,,207.0,81.0,21.0,100.0,69.0,81.0,147.0,58.0,219.0,69.0,243.0,80.0,26.0,79.0,0.0,1.0,1.0,353.0,21.0,28.0,10.0
2014J,689807,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-32.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,689855,M,South West Region,A Level or Equivalent,20-30%,0-35,0,150,N,Distinction,-25.0,,31.0,98.0,110.0,91.0,158.0,90.0,214.0,95.0,21.0,89.0,69.0,86.0,147.0,83.0,219.0,96.0,244.0,92.0,99.0,226.0,2.0,62.0,2.0,898.0,185.0,100.0,5.0
2014J,690046,M,South West Region,HE Qualification,60-70%,0-35,0,30,N,Withdrawn,-17.0,163.0,31.0,90.0,109.0,76.0,158.0,57.0,,,21.0,67.0,69.0,78.0,147.0,73.0,,,,,41.0,130.0,0.0,0.0,0.0,355.0,18.0,50.0,10.0
2014J,690062,F,Ireland,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,-15.0,,31.0,86.0,107.0,81.0,148.0,62.0,205.0,69.0,21.0,89.0,69.0,78.0,147.0,72.0,219.0,75.0,244.0,90.0,17.0,179.0,3.0,8.0,1.0,646.0,95.0,177.0,9.0
2014J,690365,M,Scotland,Lower Than A Level,10-20,35-55,0,90,N,Pass,-35.0,,28.0,98.0,109.0,78.0,,,207.0,53.0,21.0,100.0,69.0,89.0,147.0,79.0,219.0,67.0,244.0,66.0,1090.0,596.0,9.0,551.0,2.0,2263.0,109.0,497.0,9.0
2014J,690404,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-18.0,,31.0,96.0,108.0,94.0,156.0,92.0,207.0,90.0,21.0,89.0,69.0,89.0,147.0,92.0,219.0,100.0,244.0,82.0,6.0,509.0,12.0,198.0,1.0,2014.0,187.0,185.0,14.0
2014J,690406,M,London Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn,-37.0,12.0,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0
2014J,690439,M,North Region,Lower Than A Level,,0-35,0,90,N,Fail,-23.0,,31.0,40.0,,,,,,,21.0,67.0,69.0,69.0,,,,,,,2.0,59.0,0.0,17.0,0.0,275.0,5.0,28.0,2.0
2014J,690507,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-29.0,,32.0,40.0,109.0,63.0,157.0,55.0,207.0,68.0,21.0,67.0,69.0,82.0,147.0,59.0,219.0,71.0,244.0,56.0,32.0,251.0,0.0,1185.0,6.0,1551.0,70.0,117.0,14.0
2014J,690589,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-25.0,,32.0,36.0,109.0,21.0,160.0,15.0,213.0,25.0,21.0,78.0,69.0,35.0,147.0,38.0,219.0,21.0,244.0,26.0,5.0,145.0,0.0,106.0,1.0,269.0,62.0,63.0,3.0
2014J,690631,M,Scotland,A Level or Equivalent,40-50%,35-55,0,240,N,Withdrawn,-38.0,6.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2014J,690644,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-35.0,,29.0,80.0,108.0,79.0,157.0,86.0,,,21.0,78.0,69.0,98.0,147.0,92.0,219.0,73.0,243.0,82.0,0.0,301.0,0.0,89.0,6.0,698.0,81.0,141.0,14.0
2014J,690695,M,North Region,Lower Than A Level,,35-55,0,60,N,Withdrawn,-23.0,188.0,32.0,100.0,124.0,98.0,177.0,98.0,,,21.0,100.0,69.0,98.0,147.0,92.0,,,,,11.0,133.0,0.0,28.0,0.0,386.0,49.0,36.0,3.0
2014J,690724,M,West Midlands Region,No Formal quals,30-40%,0-35,0,90,N,Withdrawn,-38.0,-15.0,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,690733,M,South West Region,HE Qualification,70-80%,55<=,0,120,N,Distinction,-38.0,,24.0,100.0,73.0,96.0,117.0,99.0,191.0,100.0,21.0,100.0,69.0,100.0,147.0,100.0,219.0,100.0,244.0,94.0,2038.0,678.0,2.0,540.0,1.0,1456.0,63.0,152.0,83.0
2014J,690763,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-37.0,,32.0,54.0,,,,,,,21.0,89.0,,,,,,,,,15.0,45.0,0.0,9.0,0.0,130.0,5.0,18.0,3.0
2014J,690948,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-38.0,,,,,,,,,,21.0,56.0,69.0,74.0,147.0,79.0,219.0,73.0,244.0,28.0,6.0,548.0,0.0,3839.0,1.0,866.0,66.0,214.0,17.0
2014J,690962,M,South East Region,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,-25.0,109.0,32.0,60.0,,,,,,,21.0,100.0,69.0,57.0,,,,,,,26.0,31.0,0.0,9.0,0.0,108.0,10.0,14.0,1.0
2014J,691008,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-37.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,691056,M,North Western Region,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn,-22.0,3.0,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,691069,F,North Region,Post Graduate Qualification,,35-55,0,90,N,Pass,-31.0,,32.0,86.0,108.0,88.0,158.0,96.0,,,21.0,100.0,69.0,98.0,147.0,75.0,,,248.0,94.0,24.0,171.0,3.0,59.0,1.0,359.0,43.0,100.0,4.0
2014J,691177,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-37.0,,,,,,,,,,21.0,56.0,,,,,,,,,1.0,10.0,0.0,2.0,0.0,112.0,4.0,5.0,1.0
2014J,691195,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-34.0,,32.0,6.0,115.0,13.0,158.0,11.0,207.0,1.0,21.0,22.0,69.0,24.0,147.0,9.0,219.0,29.0,244.0,34.0,18.0,90.0,2.0,161.0,0.0,260.0,19.0,44.0,1.0
2014J,691218,M,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-28.0,,24.0,98.0,109.0,73.0,165.0,64.0,207.0,49.0,21.0,100.0,69.0,94.0,147.0,94.0,,,,,1.0,105.0,6.0,20.0,0.0,492.0,28.0,87.0,5.0
2014J,691257,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-17.0,80.0,,,,,,,,,21.0,0.0,,,,,,,,,16.0,50.0,0.0,14.0,0.0,31.0,11.0,4.0,0.0
2014J,691433,F,Scotland,HE Qualification,70-80%,0-35,0,90,N,Fail,-28.0,,32.0,100.0,,,,,,,21.0,89.0,69.0,62.0,,,,,,,38.0,90.0,0.0,6.0,0.0,488.0,28.0,44.0,5.0
2014J,691550,M,South East Region,Post Graduate Qualification,40-50%,35-55,0,90,N,Distinction,-28.0,,31.0,96.0,108.0,87.0,158.0,95.0,207.0,96.0,21.0,100.0,69.0,100.0,147.0,100.0,219.0,100.0,243.0,98.0,429.0,613.0,0.0,27.0,3.0,364.0,112.0,88.0,6.0
2014J,691843,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-23.0,,32.0,68.0,114.0,71.0,165.0,28.0,209.0,42.0,21.0,67.0,69.0,80.0,147.0,79.0,219.0,38.0,244.0,42.0,17.0,333.0,39.0,3.0,0.0,1610.0,118.0,204.0,11.0
2014J,691926,M,North Region,HE Qualification,,35-55,0,30,N,Pass,-28.0,,33.0,84.0,109.0,88.0,161.0,89.0,207.0,88.0,21.0,78.0,69.0,93.0,147.0,83.0,219.0,96.0,248.0,76.0,22.0,213.0,2.0,375.0,9.0,752.0,109.0,125.0,17.0
2014J,691931,F,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-22.0,,,,,,,,,,21.0,100.0,69.0,78.0,147.0,83.0,219.0,77.0,244.0,90.0,4.0,54.0,0.0,2.0,4.0,395.0,15.0,63.0,4.0
2014J,692105,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction,-23.0,,31.0,94.0,109.0,96.0,158.0,92.0,207.0,92.0,21.0,100.0,69.0,93.0,147.0,96.0,219.0,58.0,244.0,98.0,162.0,367.0,0.0,30.0,1.0,1021.0,108.0,254.0,9.0
2014J,692179,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-9.0,17.0,,,,,,,,,,,,,,,,,,,36.0,46.0,0.0,73.0,0.0,4.0,14.0,4.0,4.0
2014J,692219,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-34.0,12.0,,,,,,,,,21.0,56.0,,,,,,,,,36.0,34.0,0.0,41.0,0.0,145.0,7.0,17.0,3.0
2014J,692363,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-23.0,108.0,31.0,76.0,,,,,,,21.0,56.0,69.0,75.0,,,,,,,0.0,62.0,1.0,164.0,0.0,153.0,116.0,24.0,2.0
2014J,692490,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-23.0,,39.0,76.0,114.0,84.0,158.0,85.0,206.0,77.0,21.0,89.0,69.0,62.0,147.0,63.0,219.0,60.0,244.0,44.0,22.0,221.0,39.0,390.0,0.0,443.0,37.0,162.0,7.0
2014J,692500,M,South West Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,-34.0,76.0,20.0,70.0,,,,,,,21.0,100.0,76.0,65.0,,,,,,,0.0,55.0,0.0,50.0,0.0,157.0,9.0,21.0,5.0
2014J,692603,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Distinction,-28.0,,32.0,96.0,109.0,93.0,158.0,99.0,207.0,95.0,21.0,100.0,69.0,100.0,147.0,100.0,219.0,100.0,244.0,100.0,27.0,150.0,0.0,7.0,1.0,519.0,86.0,78.0,4.0
2014J,692654,F,London Region,HE Qualification,20-30%,0-35,0,30,N,Pass,-29.0,,31.0,92.0,109.0,70.0,157.0,73.0,207.0,84.0,21.0,100.0,69.0,80.0,147.0,71.0,219.0,92.0,245.0,88.0,15.0,177.0,0.0,581.0,3.0,476.0,105.0,167.0,7.0
2014J,692850,F,Ireland,HE Qualification,,0-35,0,120,N,Withdrawn,-22.0,52.0,30.0,78.0,,,,,,,21.0,100.0,,,,,,,,,34.0,35.0,0.0,5.0,0.0,84.0,7.0,10.0,3.0
2014J,692928,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,-15.0,,32.0,90.0,109.0,85.0,158.0,84.0,212.0,79.0,21.0,78.0,69.0,76.0,147.0,83.0,219.0,79.0,245.0,44.0,197.0,190.0,3.0,581.0,0.0,687.0,59.0,107.0,24.0
2014J,692933,M,Ireland,HE Qualification,,35-55,0,30,N,Withdrawn,-30.0,115.0,,,,,,,,,21.0,100.0,69.0,68.0,,,,,,,0.0,47.0,0.0,9.0,0.0,67.0,22.0,30.0,1.0
2014J,693058,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-9.0,,31.0,98.0,109.0,96.0,158.0,99.0,207.0,94.0,21.0,100.0,69.0,94.0,147.0,96.0,219.0,96.0,244.0,96.0,109.0,332.0,0.0,32.0,1.0,2431.0,302.0,207.0,12.0
2014J,693111,M,Scotland,HE Qualification,50-60%,35-55,0,120,N,Withdrawn,-23.0,109.0,31.0,98.0,,,,,,,21.0,89.0,69.0,83.0,,,,,,,14.0,80.0,0.0,11.0,0.0,372.0,23.0,39.0,10.0
2014J,693141,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-25.0,,74.0,74.0,117.0,72.0,166.0,74.0,,,21.0,89.0,,,,,,,244.0,78.0,1.0,55.0,0.0,12.0,0.0,90.0,16.0,28.0,11.0
2014J,693147,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-14.0,6.0,,,,,,,,,,,,,,,,,,,1.0,15.0,0.0,10.0,0.0,128.0,8.0,2.0,0.0
2014J,693182,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass,-22.0,,32.0,84.0,109.0,59.0,158.0,60.0,207.0,52.0,21.0,67.0,69.0,59.0,147.0,69.0,219.0,46.0,244.0,46.0,30.0,93.0,0.0,3.0,2.0,284.0,28.0,58.0,6.0
2014J,693204,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-31.0,,31.0,90.0,109.0,73.0,158.0,68.0,207.0,59.0,21.0,89.0,69.0,80.0,147.0,56.0,219.0,75.0,243.0,72.0,1.0,55.0,0.0,76.0,0.0,354.0,55.0,57.0,2.0
2014J,693302,F,North Region,HE Qualification,,0-35,0,30,N,Distinction,-29.0,,31.0,76.0,108.0,85.0,154.0,91.0,199.0,88.0,21.0,89.0,69.0,98.0,147.0,91.0,219.0,100.0,245.0,94.0,194.0,211.0,0.0,28.0,1.0,994.0,29.0,96.0,14.0
2014J,693340,F,Ireland,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,-15.0,163.0,32.0,86.0,109.0,80.0,,,,,21.0,100.0,69.0,84.0,147.0,69.0,,,,,220.0,451.0,0.0,213.0,3.0,1160.0,292.0,224.0,25.0
2014J,693456,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,693747,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-23.0,,32.0,92.0,109.0,89.0,158.0,80.0,207.0,73.0,21.0,67.0,69.0,95.0,147.0,63.0,219.0,77.0,244.0,54.0,138.0,372.0,2.0,301.0,2.0,926.0,64.0,123.0,4.0
2014J,693812,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,240,N,Withdrawn,-29.0,12.0,,,,,,,,,,,,,,,,,,,15.0,96.0,3.0,50.0,0.0,37.0,131.0,16.0,2.0
2014J,693836,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-29.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,693910,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-29.0,-5.0,,,,,,,,,,,,,,,,,,,0.0,24.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0
2014J,693938,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,-25.0,,,,106.0,95.0,151.0,96.0,195.0,92.0,21.0,100.0,69.0,98.0,147.0,100.0,219.0,92.0,244.0,62.0,907.0,346.0,23.0,253.0,1.0,2228.0,307.0,257.0,31.0
2014J,693998,M,North Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,-9.0,73.0,31.0,76.0,,,,,,,21.0,89.0,69.0,49.0,,,,,,,38.0,111.0,2.0,18.0,0.0,913.0,41.0,30.0,2.0
2014J,694103,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-23.0,,31.0,96.0,111.0,83.0,159.0,92.0,209.0,36.0,21.0,100.0,69.0,98.0,147.0,96.0,219.0,94.0,245.0,96.0,73.0,165.0,0.0,1.0,2.0,249.0,66.0,75.0,7.0
