code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_resource,clicks_subpage,clicks_url
2014J,592214,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-94.0,,19.0,100.0,39.0,90.0,61.0,88.0,110.0,96.0,145.0,80.0,195.0,54.0,242.0,82.0,23.0,1774.0,216.0,732.0,57.0,181.0,0.0,5147.0,468.0,71.0
2014J,592221,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,-29.0,,19.0,60.0,39.0,75.0,61.0,78.0,110.0,66.0,148.0,69.0,193.0,69.0,243.0,53.0,8.0,57.0,0.0,135.0,10.0,125.0,0.0,21.0,35.0,3.0
2014J,592344,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,-144.0,5.0,,,,,,,,,,,,,,,1.0,4.0,0.0,25.0,5.0,10.0,0.0,33.0,17.0,2.0
2014J,592661,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-108.0,,19.0,75.0,41.0,70.0,62.0,60.0,111.0,80.0,146.0,61.0,202.0,56.0,242.0,40.0,8.0,449.0,17.0,309.0,9.0,67.0,0.0,58.0,162.0,22.0
2014J,592899,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-113.0,,18.0,100.0,41.0,85.0,62.0,70.0,118.0,71.0,146.0,66.0,199.0,11.0,243.0,56.0,1.0,8.0,18.0,91.0,5.0,75.0,0.0,51.0,108.0,21.0
2014J,593099,M,North Region,Lower Than A Level,20-30%,0-35,1,60,N,Distinction,-142.0,,14.0,80.0,39.0,75.0,57.0,78.0,106.0,89.0,135.0,79.0,186.0,81.0,244.0,84.0,28.0,136.0,0.0,396.0,29.0,99.0,0.0,92.0,206.0,49.0
2014J,593373,M,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,-154.0,,19.0,45.0,40.0,95.0,62.0,80.0,110.0,87.0,146.0,73.0,194.0,80.0,244.0,53.0,17.0,54.0,5.0,67.0,5.0,48.0,0.0,36.0,95.0,6.0
2014J,593556,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail,-29.0,,19.0,50.0,42.0,45.0,65.0,48.0,,,,,,,,,0.0,2.0,0.0,41.0,0.0,63.0,0.0,7.0,9.0,2.0
2014J,593903,M,South Region,A Level or Equivalent,70-80%,0-35,1,210,N,Pass,13.0,,20.0,75.0,40.0,75.0,61.0,53.0,89.0,66.0,146.0,61.0,195.0,51.0,243.0,44.0,9.0,149.0,15.0,151.0,5.0,61.0,0.0,27.0,119.0,6.0
2014J,593976,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-120.0,,19.0,90.0,39.0,95.0,62.0,90.0,109.0,90.0,146.0,73.0,195.0,88.0,243.0,44.0,3.0,145.0,0.0,291.0,0.0,86.0,0.0,64.0,71.0,37.0
2014J,594033,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-113.0,,17.0,70.0,39.0,85.0,61.0,95.0,110.0,82.0,145.0,70.0,194.0,67.0,243.0,67.0,12.0,561.0,1.0,304.0,21.0,265.0,0.0,70.0,264.0,27.0
2014J,594048,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-43.0,,19.0,30.0,41.0,60.0,62.0,53.0,111.0,39.0,145.0,19.0,194.0,52.0,242.0,58.0,0.0,183.0,15.0,176.0,4.0,201.0,0.0,63.0,83.0,4.0
2014J,594071,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-101.0,,19.0,85.0,40.0,95.0,61.0,85.0,111.0,86.0,150.0,81.0,195.0,87.0,243.0,62.0,4.0,149.0,1.0,237.0,7.0,118.0,0.0,94.0,200.0,27.0
2014J,594161,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-86.0,,18.0,85.0,36.0,95.0,58.0,98.0,108.0,95.0,143.0,85.0,194.0,84.0,242.0,82.0,20.0,530.0,13.0,279.0,9.0,59.0,14.0,65.0,278.0,37.0
2014J,594164,F,North Western Region,HE Qualification,0-10%,0-35,1,270,Y,Withdrawn,-113.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,
2014J,594329,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-44.0,,14.0,55.0,38.0,75.0,62.0,48.0,110.0,49.0,146.0,40.0,195.0,54.0,243.0,36.0,6.0,0.0,0.0,61.0,13.0,64.0,0.0,34.0,75.0,18.0
2014J,594950,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,-136.0,,17.0,85.0,37.0,85.0,59.0,95.0,110.0,99.0,143.0,94.0,195.0,100.0,243.0,96.0,19.0,711.0,32.0,431.0,34.0,70.0,0.0,31.0,149.0,25.0
2014J,595215,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-50.0,,19.0,85.0,40.0,85.0,61.0,93.0,110.0,83.0,145.0,63.0,194.0,63.0,243.0,82.0,14.0,542.0,39.0,368.0,35.0,330.0,0.0,166.0,483.0,17.0
2014J,595310,M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Pass,-44.0,,19.0,85.0,41.0,80.0,62.0,88.0,110.0,91.0,146.0,84.0,195.0,93.0,242.0,80.0,14.0,1242.0,0.0,643.0,50.0,177.0,0.0,110.0,167.0,21.0
2014J,595396,F,South Region,A Level or Equivalent,60-70%,0-35,1,60,N,Withdrawn,-30.0,12.0,-1.0,51.0,-1.0,50.0,-1.0,50.0,-1.0,57.0,-1.0,39.0,,,,,1.0,19.0,0.0,19.0,3.0,6.0,0.0,0.0,3.0,0.0
2014J,595741,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-35.0,,20.0,85.0,41.0,85.0,62.0,63.0,111.0,73.0,146.0,44.0,195.0,42.0,243.0,49.0,2.0,89.0,14.0,92.0,12.0,29.0,0.0,44.0,118.0,5.0
2014J,595787,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-30.0,167.0,20.0,60.0,48.0,65.0,69.0,45.0,117.0,58.0,,,,,,,2.0,74.0,34.0,72.0,4.0,192.0,0.0,52.0,63.0,26.0
2014J,595876,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-45.0,,19.0,40.0,40.0,85.0,61.0,78.0,110.0,66.0,152.0,50.0,194.0,53.0,243.0,60.0,11.0,226.0,13.0,165.0,31.0,122.0,0.0,50.0,118.0,11.0
2014J,595883,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-116.0,,19.0,70.0,40.0,70.0,64.0,48.0,110.0,31.0,153.0,30.0,,,,,2.0,34.0,35.0,154.0,0.0,301.0,0.0,82.0,140.0,19.0
2014J,596322,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,-113.0,,17.0,100.0,39.0,100.0,61.0,95.0,110.0,94.0,145.0,81.0,193.0,99.0,243.0,69.0,70.0,1050.0,13.0,587.0,186.0,165.0,0.0,190.0,614.0,72.0
2014J,596359,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-24.0,,19.0,70.0,41.0,90.0,61.0,68.0,110.0,62.0,151.0,48.0,195.0,70.0,243.0,60.0,2.0,59.0,4.0,150.0,12.0,80.0,0.0,44.0,111.0,10.0
2014J,596420,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-60.0,67.0,20.0,45.0,41.0,75.0,62.0,55.0,,,,,,,,,1.0,113.0,15.0,85.0,4.0,13.0,0.0,20.0,72.0,11.0
2014J,596620,F,East Midlands Region,Lower Than A Level,20-30%,0-35,2,120,Y,Withdrawn,-160.0,75.0,18.0,80.0,37.0,95.0,61.0,88.0,,,,,,,,,1.0,28.0,12.0,48.0,0.0,17.0,0.0,7.0,26.0,2.0
2014J,596759,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-109.0,,19.0,80.0,38.0,70.0,61.0,73.0,109.0,75.0,145.0,54.0,193.0,52.0,242.0,58.0,13.0,744.0,0.0,584.0,56.0,215.0,0.0,105.0,304.0,34.0
2014J,597529,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-148.0,,18.0,60.0,39.0,80.0,60.0,60.0,108.0,78.0,144.0,71.0,194.0,54.0,242.0,62.0,15.0,122.0,42.0,498.0,6.0,317.0,0.0,70.0,92.0,18.0
2014J,597608,M,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-39.0,,19.0,85.0,41.0,80.0,61.0,70.0,111.0,94.0,146.0,82.0,195.0,85.0,242.0,87.0,9.0,374.0,14.0,399.0,46.0,195.0,0.0,197.0,158.0,42.0
2014J,597779,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-99.0,206.0,19.0,65.0,40.0,90.0,62.0,73.0,111.0,76.0,147.0,23.0,,,,,0.0,0.0,0.0,32.0,0.0,27.0,0.0,11.0,11.0,1.0
2014J,597786,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-22.0,,19.0,75.0,40.0,60.0,62.0,83.0,111.0,55.0,146.0,65.0,195.0,87.0,242.0,58.0,20.0,544.0,14.0,392.0,95.0,381.0,0.0,102.0,277.0,18.0
2014J,597814,M,South West Region,A Level or Equivalent,50-60%,0-35,0,270,N,Withdrawn,-85.0,59.0,19.0,50.0,,,,,,,,,,,,,0.0,8.0,2.0,57.0,0.0,41.0,0.0,6.0,8.0,0.0
2014J,598103,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-91.0,,19.0,60.0,40.0,80.0,62.0,68.0,110.0,70.0,146.0,56.0,195.0,69.0,242.0,58.0,39.0,115.0,36.0,262.0,36.0,71.0,0.0,48.0,130.0,23.0
2014J,598123,M,West Midlands Region,A Level or Equivalent,10-20,0-35,1,240,Y,Withdrawn,-38.0,123.0,-1.0,67.0,,,,,,,,,,,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,1.0,0.0
2014J,598141,M,Scotland,HE Qualification,30-40%,35-55,0,120,N,Pass,-36.0,,19.0,80.0,40.0,90.0,60.0,88.0,109.0,89.0,146.0,66.0,194.0,71.0,242.0,69.0,25.0,1114.0,12.0,534.0,9.0,290.0,0.0,77.0,201.0,34.0
2014J,598283,F,Scotland,HE Qualification,40-50%,0-35,0,120,N,Withdrawn,-43.0,68.0,,,,,,,,,,,,,,,1.0,60.0,0.0,52.0,0.0,23.0,0.0,7.0,21.0,5.0
2014J,598303,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-24.0,,20.0,65.0,41.0,70.0,69.0,60.0,111.0,46.0,167.0,20.0,,,,,0.0,5.0,9.0,74.0,0.0,148.0,0.0,40.0,10.0,3.0
2014J,598493,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Withdrawn,-99.0,12.0,32.0,10.0,,,,,,,,,,,,,2.0,0.0,0.0,60.0,0.0,23.0,0.0,19.0,55.0,2.0
2014J,598536,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,-91.0,,19.0,85.0,41.0,60.0,62.0,63.0,110.0,54.0,153.0,26.0,195.0,34.0,242.0,38.0,0.0,84.0,10.0,129.0,0.0,85.0,0.0,11.0,26.0,5.0
2014J,599083,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-131.0,,16.0,100.0,37.0,90.0,59.0,95.0,107.0,90.0,145.0,73.0,192.0,77.0,243.0,82.0,40.0,173.0,592.0,740.0,34.0,323.0,43.0,179.0,545.0,66.0
2014J,599270,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-59.0,53.0,19.0,60.0,39.0,65.0,,,,,,,,,,,7.0,0.0,0.0,25.0,0.0,28.0,0.0,2.0,10.0,1.0
2014J,599651,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-21.0,,19.0,65.0,40.0,90.0,,,,,,,,,,,1.0,33.0,0.0,44.0,0.0,68.0,0.0,2.0,14.0,3.0
2014J,599742,F,South West Region,A Level or Equivalent,80-90%,0-35,1,60,N,Withdrawn,-155.0,12.0,-1.0,85.0,,,,,,,,,,,,,,,,,,,,,,
2014J,599837,F,Scotland,A Level or Equivalent,0-10%,35-55,2,60,Y,Fail,-66.0,,-1.0,83.0,-1.0,81.0,-1.0,81.0,-1.0,72.0,,,,,,,1.0,44.0,0.0,24.0,0.0,5.0,0.0,3.0,7.0,2.0
2014J,599877,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-60.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,
2014J,600033,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-134.0,,17.0,90.0,40.0,90.0,61.0,80.0,108.0,99.0,142.0,96.0,195.0,98.0,243.0,82.0,31.0,1955.0,0.0,1079.0,37.0,101.0,0.0,236.0,509.0,64.0
2014J,600502,M,London Region,Lower Than A Level,70-80%,0-35,0,150,N,Fail,-162.0,,19.0,45.0,48.0,75.0,62.0,83.0,110.0,84.0,144.0,17.0,,,242.0,36.0,13.0,418.0,17.0,216.0,1.0,195.0,0.0,77.0,253.0,8.0
2014J,600554,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,-44.0,46.0,19.0,65.0,,,,,,,,,,,,,0.0,22.0,15.0,47.0,0.0,87.0,0.0,14.0,1.0,0.0
2014J,600616,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-150.0,5.0,,,,,,,,,,,,,,,0.0,74.0,0.0,57.0,0.0,19.0,0.0,13.0,21.0,4.0
2014J,600680,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-59.0,,20.0,60.0,39.0,90.0,61.0,78.0,109.0,68.0,146.0,61.0,195.0,72.0,242.0,53.0,5.0,208.0,12.0,179.0,25.0,30.0,0.0,52.0,188.0,38.0
2014J,601418,M,North Region,HE Qualification,,35-55,0,60,N,Pass,-20.0,,20.0,70.0,40.0,95.0,61.0,93.0,110.0,94.0,146.0,85.0,194.0,90.0,244.0,73.0,0.0,74.0,0.0,127.0,43.0,60.0,0.0,28.0,44.0,11.0
2014J,601488,M,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,-35.0,,19.0,60.0,41.0,60.0,62.0,55.0,111.0,41.0,146.0,41.0,195.0,40.0,243.0,64.0,5.0,263.0,1.0,170.0,49.0,43.0,0.0,55.0,96.0,5.0
2014J,602029,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-122.0,,15.0,60.0,38.0,90.0,61.0,78.0,105.0,66.0,142.0,66.0,191.0,76.0,243.0,47.0,20.0,2910.0,0.0,659.0,77.0,86.0,0.0,81.0,229.0,47.0
2014J,602185,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,-60.0,,19.0,60.0,40.0,80.0,62.0,90.0,110.0,75.0,145.0,75.0,194.0,92.0,242.0,82.0,6.0,372.0,9.0,240.0,11.0,237.0,0.0,51.0,127.0,28.0
2014J,602318,M,North Region,Lower Than A Level,,0-35,0,60,N,Distinction,-27.0,,20.0,100.0,41.0,90.0,62.0,85.0,111.0,94.0,146.0,94.0,195.0,65.0,245.0,91.0,8.0,223.0,26.0,245.0,28.0,404.0,0.0,51.0,154.0,48.0
2014J,602528,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-35.0,,20.0,65.0,40.0,90.0,62.0,80.0,111.0,88.0,145.0,79.0,195.0,92.0,243.0,67.0,15.0,81.0,26.0,179.0,10.0,298.0,0.0,105.0,167.0,19.0
2014J,603224,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-35.0,,15.0,100.0,38.0,85.0,56.0,95.0,110.0,100.0,144.0,92.0,,,249.0,78.0,50.0,2372.0,31.0,1172.0,35.0,196.0,0.0,186.0,793.0,80.0
2014J,603303,M,North Region,A Level or Equivalent,,0-35,0,120,N,Distinction,-30.0,,20.0,75.0,41.0,80.0,62.0,70.0,111.0,6.0,146.0,74.0,195.0,84.0,244.0,96.0,23.0,164.0,17.0,268.0,49.0,289.0,0.0,61.0,285.0,24.0
2014J,603406,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-30.0,,16.0,85.0,38.0,75.0,59.0,90.0,110.0,73.0,153.0,35.0,195.0,31.0,243.0,60.0,6.0,61.0,31.0,234.0,5.0,94.0,0.0,40.0,98.0,22.0
2014J,603490,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-67.0,12.0,,,,,,,,,,,,,,,1.0,52.0,0.0,22.0,1.0,8.0,0.0,2.0,5.0,3.0
2014J,603493,F,East Anglian Region,No Formal quals,60-70%,0-35,0,60,N,Withdrawn,-71.0,149.0,19.0,70.0,40.0,75.0,61.0,75.0,119.0,58.0,,,,,,,3.0,104.0,30.0,141.0,11.0,92.0,0.0,19.0,64.0,18.0
2014J,603726,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-36.0,12.0,20.0,40.0,41.0,60.0,,,,,,,,,,,0.0,10.0,36.0,27.0,0.0,23.0,0.0,8.0,10.0,0.0
2014J,603961,M,South Region,Lower Than A Level,,0-35,0,60,N,Pass,-85.0,,17.0,80.0,29.0,95.0,57.0,93.0,110.0,77.0,152.0,30.0,,,243.0,73.0,3.0,16.0,6.0,167.0,36.0,80.0,0.0,37.0,111.0,12.0
2014J,604500,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-17.0,,19.0,65.0,40.0,85.0,68.0,48.0,110.0,68.0,145.0,24.0,195.0,16.0,243.0,49.0,2.0,154.0,37.0,148.0,0.0,221.0,0.0,50.0,106.0,7.0
2014J,604632,M,South West Region,A Level or Equivalent,0-10%,0-35,0,180,N,Withdrawn,,12.0,,,41.0,85.0,,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,18.0,0.0,3.0,1.0,1.0
2014J,604671,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-65.0,,18.0,70.0,40.0,85.0,61.0,65.0,118.0,64.0,146.0,52.0,194.0,38.0,243.0,20.0,1.0,98.0,12.0,112.0,3.0,167.0,0.0,26.0,23.0,3.0
2014J,604709,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-65.0,,16.0,90.0,40.0,80.0,60.0,65.0,120.0,76.0,145.0,58.0,194.0,42.0,243.0,53.0,0.0,182.0,0.0,119.0,2.0,150.0,0.0,18.0,24.0,10.0
2014J,605070,M,North Region,A Level or Equivalent,,0-35,1,120,N,Fail,-14.0,,16.0,85.0,41.0,95.0,77.0,50.0,,,155.0,42.0,208.0,45.0,,,3.0,765.0,5.0,586.0,12.0,85.0,0.0,53.0,162.0,31.0
2014J,605118,F,North Western Region,Lower Than A Level,40-50%,35-55,1,130,N,Pass,-3.0,,20.0,90.0,41.0,80.0,,,111.0,90.0,146.0,63.0,195.0,84.0,243.0,64.0,32.0,117.0,0.0,77.0,3.0,73.0,0.0,42.0,97.0,4.0
2014J,605313,M,North Region,A Level or Equivalent,30-40%,0-35,1,90,N,Withdrawn,-162.0,12.0,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0
2014J,605488,F,Scotland,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-136.0,,14.0,65.0,31.0,90.0,50.0,95.0,115.0,87.0,145.0,78.0,194.0,76.0,242.0,53.0,5.0,51.0,61.0,154.0,0.0,277.0,0.0,99.0,257.0,25.0
2014J,605676,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,-30.0,-1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0
2014J,605759,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Pass,-20.0,,4.0,60.0,34.0,85.0,60.0,45.0,100.0,56.0,145.0,64.0,193.0,31.0,243.0,60.0,5.0,2694.0,5.0,732.0,11.0,176.0,0.0,54.0,225.0,21.0
2014J,605859,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail,-36.0,,-1.0,88.0,-1.0,65.0,-1.0,65.0,-1.0,69.0,,,,,,,0.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,605876,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-129.0,,15.0,90.0,36.0,85.0,60.0,100.0,111.0,97.0,145.0,83.0,194.0,12.0,243.0,76.0,21.0,1952.0,15.0,885.0,19.0,130.0,0.0,89.0,275.0,63.0
2014J,606089,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-80.0,12.0,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
2014J,606247,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-44.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,
2014J,606757,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,-107.0,,4.0,65.0,40.0,75.0,58.0,83.0,106.0,82.0,142.0,69.0,195.0,72.0,242.0,36.0,10.0,594.0,7.0,278.0,9.0,60.0,0.0,80.0,211.0,30.0
2014J,606837,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-109.0,,19.0,85.0,40.0,85.0,61.0,85.0,,,,,,,,,3.0,49.0,0.0,51.0,12.0,75.0,0.0,47.0,79.0,16.0
2014J,607110,M,South Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,-27.0,,,,,,,,,,,,,,243.0,51.0,,,,,,,,,,
2014J,607483,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-39.0,,20.0,50.0,41.0,70.0,62.0,88.0,111.0,44.0,146.0,88.0,195.0,66.0,242.0,67.0,5.0,224.0,45.0,264.0,17.0,325.0,0.0,103.0,152.0,41.0
2014J,607525,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-135.0,,19.0,55.0,40.0,85.0,58.0,83.0,111.0,80.0,146.0,66.0,195.0,55.0,242.0,38.0,12.0,286.0,0.0,377.0,30.0,79.0,0.0,53.0,128.0,25.0
2014J,607638,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,-85.0,,16.0,80.0,37.0,95.0,59.0,80.0,107.0,88.0,148.0,69.0,194.0,71.0,243.0,64.0,13.0,530.0,1.0,384.0,48.0,78.0,0.0,73.0,280.0,40.0
2014J,607767,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-15.0,,13.0,90.0,40.0,100.0,61.0,100.0,106.0,98.0,153.0,60.0,195.0,51.0,249.0,87.0,7.0,130.0,0.0,165.0,10.0,90.0,3.0,66.0,170.0,47.0
2014J,607975,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-99.0,,17.0,60.0,40.0,85.0,61.0,43.0,110.0,61.0,145.0,43.0,194.0,67.0,243.0,51.0,13.0,129.0,21.0,104.0,38.0,59.0,0.0,29.0,95.0,5.0
2014J,608746,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Pass,-30.0,,19.0,95.0,40.0,85.0,62.0,88.0,111.0,90.0,146.0,47.0,195.0,69.0,242.0,56.0,4.0,61.0,0.0,137.0,20.0,71.0,7.0,99.0,158.0,16.0
2014J,608775,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,Y,Pass,-162.0,,20.0,90.0,41.0,60.0,62.0,68.0,111.0,86.0,151.0,79.0,195.0,29.0,243.0,71.0,10.0,601.0,535.0,825.0,26.0,169.0,0.0,108.0,245.0,52.0
2014J,608842,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-162.0,,20.0,70.0,40.0,75.0,62.0,78.0,111.0,77.0,146.0,82.0,194.0,76.0,242.0,62.0,11.0,248.0,699.0,306.0,37.0,118.0,0.0,82.0,152.0,20.0
2014J,608943,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,Y,Withdrawn,-128.0,137.0,23.0,55.0,,,62.0,53.0,,,,,,,,,1.0,0.0,8.0,65.0,0.0,77.0,0.0,9.0,3.0,2.0
2014J,609242,M,North Western Region,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,-74.0,73.0,,,,,,,,,,,,,,,0.0,23.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
2014J,609245,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,-136.0,,16.0,70.0,38.0,75.0,58.0,80.0,105.0,95.0,144.0,77.0,188.0,81.0,242.0,62.0,45.0,395.0,7.0,510.0,58.0,410.0,0.0,122.0,342.0,69.0
2014J,609556,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-107.0,,18.0,70.0,39.0,80.0,61.0,100.0,110.0,94.0,145.0,63.0,194.0,74.0,242.0,67.0,10.0,346.0,7.0,228.0,75.0,227.0,4.0,89.0,216.0,38.0
2014J,609655,M,Ireland,Lower Than A Level,,0-35,0,60,N,Fail,-45.0,,20.0,45.0,,,,,,,,,,,,,1.0,5.0,6.0,16.0,0.0,27.0,0.0,1.0,6.0,0.0
2014J,609681,M,South East Region,A Level or Equivalent,10-20,0-35,2,150,N,Withdrawn,-67.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,
2014J,610197,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-88.0,,19.0,85.0,40.0,100.0,62.0,88.0,111.0,73.0,153.0,90.0,197.0,71.0,243.0,47.0,1.0,210.0,13.0,272.0,27.0,187.0,0.0,36.0,194.0,34.0
2014J,610537,M,North Western Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail,-88.0,,20.0,65.0,41.0,60.0,72.0,40.0,111.0,14.0,,,,,,,0.0,0.0,0.0,31.0,0.0,12.0,0.0,1.0,13.0,1.0
2014J,610609,F,South Region,Lower Than A Level,60-70%,0-35,1,60,N,Withdrawn,-136.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2014J,610622,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,210,N,Withdrawn,-149.0,52.0,19.0,75.0,,,,,,,,,,,,,0.0,0.0,0.0,18.0,0.0,17.0,0.0,0.0,7.0,0.0
2014J,610828,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,-99.0,,19.0,50.0,40.0,85.0,62.0,70.0,110.0,56.0,145.0,53.0,195.0,33.0,243.0,31.0,1.0,347.0,0.0,367.0,15.0,541.0,0.0,40.0,86.0,14.0
2014J,611013,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-23.0,,20.0,55.0,41.0,70.0,62.0,63.0,119.0,70.0,146.0,28.0,195.0,35.0,242.0,67.0,3.0,27.0,21.0,57.0,0.0,73.0,0.0,13.0,22.0,4.0
2014J,611159,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-30.0,,14.0,80.0,40.0,75.0,61.0,75.0,111.0,71.0,146.0,66.0,195.0,62.0,243.0,60.0,3.0,12.0,0.0,160.0,4.0,28.0,0.0,35.0,221.0,61.0
