code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014J,652571,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-28.0,12.0,,,,,,,,,,,,,,,,,,,
2014J,652606,M,North Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,-137.0,12.0,,,,,,,,,,,,,,,,,,,
2014J,652667,M,London Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-24.0,12.0,,,,,,,,,0.0,18.0,15.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0
2014J,652861,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,-127.0,,33.0,98.0,68.0,93.0,131.0,54.0,,,0.0,125.0,141.0,1.0,360.0,4.0,0.0,93.0,3.0,30.0,36.0
2014J,652880,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,-129.0,,25.0,85.0,64.0,93.0,131.0,69.0,157.0,82.0,0.0,95.0,234.0,1.0,727.0,268.0,0.0,135.0,5.0,1.0,30.0
2014J,652894,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-91.0,,32.0,87.0,,,,,,,0.0,6.0,41.0,0.0,203.0,0.0,0.0,131.0,3.0,12.0,8.0
2014J,652902,M,London Region,HE Qualification,40-50%,0-35,0,120,N,Distinction,-99.0,,26.0,99.0,66.0,92.0,130.0,95.0,165.0,95.0,0.0,711.0,445.0,5.0,650.0,524.0,1.0,169.0,25.0,47.0,82.0
2014J,652971,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Distinction,-135.0,,31.0,98.0,68.0,92.0,131.0,83.0,166.0,91.0,1.0,317.0,223.0,2.0,831.0,180.0,2.0,186.0,117.0,37.0,27.0
2014J,653090,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-64.0,,,,,,,,,,,,,,,,,,,,
2014J,653168,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-91.0,107.0,42.0,92.0,,,,,,,0.0,109.0,169.0,6.0,434.0,0.0,0.0,92.0,3.0,13.0,8.0
2014J,653177,F,West Midlands Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,-28.0,124.0,33.0,28.0,,,,,,,0.0,0.0,22.0,1.0,45.0,0.0,0.0,0.0,3.0,7.0,4.0
2014J,653210,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-29.0,,33.0,93.0,68.0,86.0,134.0,75.0,165.0,95.0,0.0,143.0,182.0,0.0,457.0,237.0,0.0,86.0,17.0,13.0,15.0
2014J,653248,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-98.0,190.0,30.0,82.0,86.0,89.0,131.0,76.0,166.0,61.0,0.0,82.0,112.0,2.0,675.0,255.0,0.0,108.0,4.0,28.0,9.0
2014J,653326,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Fail,-78.0,,38.0,93.0,68.0,69.0,,,,,0.0,38.0,44.0,1.0,218.0,0.0,0.0,111.0,0.0,0.0,6.0
2014J,653352,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-112.0,,30.0,33.0,67.0,78.0,132.0,42.0,166.0,63.0,0.0,9.0,87.0,1.0,269.0,95.0,0.0,21.0,3.0,3.0,7.0
2014J,653360,M,North Western Region,HE Qualification,10-20,35-55,0,120,N,Withdrawn,-135.0,69.0,33.0,76.0,,,,,,,0.0,152.0,202.0,1.0,361.0,0.0,0.0,123.0,23.0,24.0,19.0
2014J,653440,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-129.0,,32.0,88.0,68.0,93.0,131.0,86.0,166.0,51.0,0.0,491.0,256.0,2.0,480.0,82.0,0.0,3.0,22.0,49.0,16.0
2014J,653506,M,South East Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-135.0,,33.0,55.0,68.0,83.0,,,,,0.0,0.0,35.0,0.0,211.0,0.0,0.0,1.0,0.0,3.0,0.0
2014J,653587,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,-135.0,,32.0,94.0,67.0,97.0,130.0,75.0,166.0,87.0,2.0,101.0,156.0,1.0,246.0,129.0,0.0,81.0,9.0,50.0,16.0
2014J,653608,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-122.0,,,,,,,,,,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,653661,M,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,-135.0,,,,,,,,,,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,653665,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-129.0,,33.0,83.0,67.0,70.0,129.0,49.0,166.0,86.0,0.0,49.0,66.0,1.0,574.0,220.0,0.0,217.0,11.0,1.0,14.0
2014J,653688,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-135.0,,32.0,78.0,66.0,72.0,129.0,83.0,164.0,88.0,0.0,358.0,317.0,0.0,720.0,218.0,0.0,158.0,16.0,12.0,28.0
2014J,653718,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-135.0,,18.0,93.0,74.0,95.0,130.0,92.0,165.0,89.0,0.0,220.0,229.0,1.0,719.0,292.0,0.0,160.0,23.0,20.0,13.0
2014J,653801,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-120.0,,32.0,86.0,58.0,92.0,128.0,89.0,173.0,96.0,0.0,422.0,236.0,6.0,689.0,480.0,1.0,184.0,8.0,19.0,48.0
2014J,653887,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,-42.0,,33.0,72.0,67.0,82.0,137.0,86.0,166.0,92.0,0.0,257.0,143.0,1.0,346.0,126.0,2.0,163.0,5.0,29.0,28.0
2014J,653998,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-36.0,,32.0,90.0,67.0,76.0,129.0,54.0,166.0,54.0,0.0,91.0,285.0,0.0,818.0,47.0,0.0,132.0,7.0,18.0,31.0
2014J,654031,M,North Region,A Level or Equivalent,,35-55,0,60,Y,Pass,-128.0,,24.0,98.0,68.0,100.0,130.0,77.0,165.0,86.0,0.0,44.0,215.0,28.0,484.0,187.0,0.0,133.0,6.0,45.0,22.0
2014J,654095,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-133.0,,,,,,,,,,0.0,0.0,4.0,0.0,16.0,0.0,0.0,4.0,0.0,1.0,0.0
2014J,654125,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,-108.0,,28.0,93.0,67.0,87.0,,,,,0.0,114.0,71.0,3.0,349.0,0.0,0.0,83.0,19.0,3.0,15.0
2014J,654198,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-129.0,,26.0,97.0,62.0,86.0,120.0,79.0,165.0,73.0,0.0,382.0,248.0,0.0,1016.0,368.0,0.0,218.0,3.0,2.0,21.0
2014J,654202,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-64.0,-5.0,,,,,,,,,0.0,4.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
2014J,654213,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-10.0,,32.0,89.0,67.0,84.0,130.0,86.0,166.0,70.0,0.0,23.0,117.0,0.0,610.0,269.0,0.0,154.0,2.0,11.0,10.0
2014J,654240,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-29.0,,44.0,94.0,67.0,90.0,129.0,93.0,165.0,85.0,0.0,474.0,277.0,5.0,1093.0,251.0,0.0,100.0,9.0,24.0,46.0
2014J,654295,F,Ireland,A Level or Equivalent,10-20,35-55,0,90,N,Withdrawn,-53.0,-1.0,,,,,,,,,0.0,2.0,12.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
2014J,654325,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-88.0,37.0,,,,,,,,,0.0,0.0,12.0,0.0,17.0,0.0,0.0,6.0,0.0,1.0,0.0
2014J,654397,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-105.0,,29.0,92.0,67.0,88.0,126.0,86.0,163.0,92.0,0.0,43.0,136.0,0.0,343.0,252.0,0.0,78.0,6.0,18.0,9.0
2014J,654464,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-129.0,12.0,40.0,52.0,,,,,,,0.0,25.0,23.0,0.0,57.0,0.0,0.0,6.0,1.0,10.0,0.0
2014J,654485,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-21.0,,21.0,80.0,66.0,87.0,130.0,60.0,166.0,58.0,0.0,261.0,418.0,2.0,528.0,178.0,1.0,240.0,100.0,49.0,126.0
2014J,654547,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,-32.0,,30.0,85.0,75.0,84.0,138.0,73.0,173.0,60.0,0.0,57.0,170.0,6.0,1080.0,206.0,0.0,159.0,24.0,48.0,32.0
2014J,654570,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-129.0,-117.0,,,,,,,,,,,,,,,,,,,
2014J,654579,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-94.0,-38.0,,,,,,,,,,,,,,,,,,,
2014J,654668,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-81.0,,32.0,89.0,67.0,93.0,131.0,84.0,166.0,77.0,0.0,217.0,243.0,6.0,681.0,94.0,0.0,146.0,11.0,24.0,29.0
2014J,654676,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-79.0,,32.0,92.0,73.0,73.0,131.0,83.0,166.0,95.0,2.0,193.0,244.0,6.0,717.0,308.0,0.0,155.0,8.0,24.0,32.0
2014J,654755,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-115.0,68.0,36.0,47.0,,,,,,,0.0,2.0,18.0,0.0,23.0,0.0,0.0,1.0,5.0,10.0,1.0
2014J,654801,M,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,-22.0,,28.0,90.0,66.0,91.0,131.0,91.0,165.0,90.0,0.0,479.0,256.0,1.0,663.0,187.0,1.0,142.0,12.0,11.0,23.0
2014J,654822,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-58.0,,25.0,88.0,62.0,94.0,130.0,83.0,163.0,95.0,0.0,468.0,377.0,10.0,970.0,362.0,1.0,142.0,11.0,15.0,53.0
2014J,654876,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-36.0,166.0,34.0,53.0,,,,,,,0.0,3.0,40.0,0.0,46.0,0.0,0.0,92.0,0.0,0.0,1.0
2014J,654888,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-121.0,-14.0,,,,,,,,,,,,,,,,,,,
2014J,654891,M,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-45.0,,31.0,84.0,61.0,92.0,128.0,58.0,166.0,42.0,0.0,405.0,530.0,2.0,1302.0,153.0,1.0,117.0,10.0,11.0,47.0
2014J,654925,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-129.0,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,654933,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-25.0,73.0,,,,,,,,,0.0,7.0,187.0,1.0,731.0,0.0,0.0,374.0,8.0,16.0,7.0
2014J,655051,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,-128.0,34.0,,,,,,,,,0.0,5.0,17.0,0.0,27.0,1.0,0.0,1.0,0.0,6.0,1.0
2014J,655242,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-37.0,,25.0,99.0,65.0,86.0,130.0,83.0,164.0,88.0,0.0,205.0,217.0,0.0,372.0,211.0,0.0,73.0,17.0,33.0,19.0
2014J,655383,F,South East Region,Lower Than A Level,80-90%,0-35,0,360,N,Withdrawn,-128.0,-119.0,,,,,,,,,,,,,,,,,,,
2014J,655396,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-60.0,,31.0,80.0,67.0,76.0,131.0,73.0,165.0,88.0,0.0,345.0,229.0,3.0,723.0,89.0,0.0,178.0,87.0,19.0,75.0
2014J,655468,M,Scotland,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-98.0,,,,,,,,,,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,655484,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn,-100.0,68.0,33.0,72.0,,,,,,,0.0,0.0,17.0,0.0,40.0,0.0,0.0,1.0,0.0,1.0,2.0
2014J,655498,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,-60.0,,33.0,96.0,67.0,90.0,130.0,89.0,165.0,83.0,0.0,406.0,322.0,1.0,707.0,236.0,1.0,165.0,36.0,79.0,37.0
2014J,655558,M,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-109.0,87.0,38.0,70.0,,,,,,,0.0,38.0,23.0,0.0,129.0,0.0,0.0,93.0,0.0,0.0,2.0
2014J,655609,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-30.0,,32.0,79.0,68.0,71.0,136.0,73.0,166.0,70.0,0.0,338.0,280.0,0.0,939.0,177.0,0.0,165.0,16.0,37.0,24.0
2014J,655634,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-123.0,-117.0,,,,,,,,,,,,,,,,,,,
2014J,655680,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-32.0,,31.0,89.0,67.0,98.0,130.0,90.0,165.0,92.0,0.0,236.0,241.0,0.0,634.0,77.0,0.0,135.0,7.0,52.0,31.0
2014J,655764,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-121.0,,29.0,99.0,66.0,93.0,128.0,92.0,163.0,97.0,0.0,285.0,370.0,2.0,1185.0,219.0,0.0,184.0,20.0,43.0,33.0
2014J,655794,M,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,-123.0,,33.0,98.0,68.0,100.0,130.0,88.0,164.0,94.0,1.0,280.0,398.0,7.0,994.0,421.0,1.0,181.0,11.0,98.0,69.0
2014J,655865,M,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Pass,-25.0,,31.0,97.0,67.0,99.0,130.0,90.0,166.0,91.0,0.0,653.0,468.0,6.0,835.0,266.0,3.0,116.0,44.0,39.0,61.0
2014J,655869,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Distinction,-60.0,,28.0,100.0,66.0,90.0,126.0,86.0,157.0,90.0,0.0,103.0,169.0,7.0,925.0,252.0,0.0,132.0,7.0,1.0,9.0
2014J,655924,F,London Region,HE Qualification,50-60%,0-35,0,90,N,Distinction,-25.0,,32.0,99.0,67.0,74.0,136.0,81.0,169.0,86.0,1.0,586.0,325.0,4.0,1010.0,530.0,1.0,161.0,53.0,71.0,60.0
2014J,655973,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-30.0,,33.0,99.0,72.0,83.0,131.0,59.0,,,0.0,46.0,186.0,0.0,422.0,51.0,0.0,66.0,9.0,33.0,16.0
2014J,656010,M,Scotland,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-81.0,,32.0,60.0,67.0,74.0,130.0,32.0,165.0,51.0,0.0,182.0,166.0,7.0,546.0,144.0,0.0,2.0,16.0,68.0,22.0
2014J,656057,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-29.0,,29.0,96.0,66.0,97.0,151.0,77.0,186.0,55.0,1.0,179.0,703.0,4.0,1139.0,288.0,0.0,92.0,35.0,54.0,159.0
2014J,656068,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-120.0,,,,,,,,,,0.0,26.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2014J,656134,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,-59.0,,32.0,97.0,67.0,94.0,130.0,72.0,165.0,91.0,0.0,232.0,241.0,9.0,493.0,222.0,0.0,198.0,19.0,27.0,33.0
2014J,656203,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-71.0,-4.0,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,656347,M,North Region,No Formal quals,,0-35,0,60,N,Pass,-25.0,,33.0,84.0,68.0,73.0,131.0,71.0,166.0,74.0,0.0,101.0,144.0,1.0,722.0,234.0,0.0,124.0,11.0,23.0,28.0
2014J,656446,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-52.0,,30.0,93.0,65.0,91.0,130.0,82.0,166.0,82.0,1.0,87.0,180.0,0.0,434.0,197.0,0.0,186.0,10.0,42.0,33.0
2014J,656535,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-112.0,-5.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,656553,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-108.0,,33.0,73.0,90.0,62.0,152.0,45.0,,,0.0,549.0,209.0,1.0,1227.0,0.0,2.0,100.0,16.0,10.0,7.0
2014J,656578,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-112.0,,25.0,81.0,71.0,91.0,128.0,65.0,166.0,75.0,0.0,52.0,165.0,0.0,800.0,174.0,0.0,99.0,9.0,5.0,20.0
2014J,656815,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-46.0,,30.0,95.0,66.0,92.0,130.0,86.0,166.0,94.0,0.0,614.0,286.0,0.0,320.0,257.0,0.0,108.0,7.0,8.0,31.0
2014J,656825,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-115.0,12.0,,,,,,,,,0.0,0.0,9.0,2.0,30.0,0.0,0.0,2.0,0.0,1.0,0.0
2014J,656854,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-92.0,,29.0,86.0,67.0,88.0,131.0,68.0,,,0.0,208.0,256.0,6.0,883.0,41.0,0.0,147.0,13.0,19.0,24.0
2014J,656906,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-73.0,,,,,,,,,,0.0,5.0,7.0,0.0,25.0,0.0,0.0,72.0,0.0,2.0,0.0
2014J,656928,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-115.0,12.0,,,,,,,,,,,,,,,,,,,
2014J,656929,F,London Region,A Level or Equivalent,10-20,0-35,0,210,N,Fail,-32.0,,34.0,58.0,68.0,64.0,,,169.0,19.0,0.0,2.0,47.0,0.0,135.0,0.0,0.0,103.0,2.0,24.0,2.0
2014J,656954,M,North Western Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-57.0,163.0,39.0,65.0,,,,,,,1.0,7.0,120.0,3.0,145.0,0.0,0.0,108.0,4.0,34.0,12.0
2014J,657002,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-113.0,,32.0,99.0,73.0,98.0,141.0,94.0,172.0,90.0,0.0,512.0,299.0,26.0,132.0,266.0,0.0,84.0,17.0,31.0,62.0
2014J,657062,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-51.0,,30.0,92.0,67.0,88.0,130.0,81.0,165.0,79.0,0.0,580.0,334.0,3.0,719.0,244.0,0.0,122.0,30.0,45.0,38.0
2014J,657091,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,-102.0,12.0,31.0,16.0,,,,,,,0.0,48.0,87.0,1.0,55.0,0.0,0.0,77.0,16.0,8.0,10.0
2014J,657128,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,-9.0,,31.0,93.0,66.0,88.0,138.0,72.0,171.0,92.0,1.0,176.0,337.0,4.0,632.0,289.0,0.0,104.0,12.0,73.0,43.0
2014J,657194,M,Ireland,HE Qualification,,35-55,0,60,N,Distinction,-8.0,,33.0,82.0,68.0,87.0,131.0,86.0,166.0,89.0,1.0,832.0,517.0,5.0,1179.0,273.0,9.0,199.0,29.0,102.0,109.0
2014J,657196,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-35.0,,31.0,100.0,67.0,98.0,130.0,90.0,165.0,70.0,0.0,347.0,319.0,0.0,954.0,289.0,0.0,157.0,8.0,12.0,27.0
2014J,657209,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-114.0,164.0,28.0,95.0,67.0,93.0,130.0,95.0,,,0.0,482.0,361.0,2.0,611.0,71.0,0.0,119.0,5.0,15.0,14.0
2014J,657210,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-70.0,,,,,,,,,,0.0,22.0,6.0,1.0,34.0,0.0,0.0,96.0,0.0,0.0,1.0
2014J,657226,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-31.0,,32.0,87.0,68.0,74.0,142.0,67.0,165.0,41.0,0.0,64.0,183.0,0.0,231.0,142.0,0.0,7.0,11.0,32.0,29.0
2014J,657319,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,180,N,Pass,-109.0,,29.0,92.0,67.0,75.0,130.0,74.0,166.0,90.0,0.0,139.0,244.0,9.0,240.0,372.0,0.0,182.0,15.0,58.0,39.0
2014J,674253,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-92.0,,38.0,72.0,67.0,96.0,131.0,87.0,166.0,84.0,0.0,136.0,278.0,1.0,659.0,248.0,0.0,75.0,15.0,8.0,50.0
2014J,674296,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn,-84.0,12.0,,,,,,,,,0.0,0.0,7.0,1.0,66.0,0.0,0.0,5.0,4.0,1.0,1.0
2014J,674430,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,-101.0,,31.0,98.0,66.0,95.0,130.0,89.0,,,0.0,221.0,199.0,0.0,649.0,38.0,0.0,109.0,11.0,50.0,28.0
2014J,674457,M,Wales,Lower Than A Level,10-20,0-35,0,30,N,Fail,-10.0,,,,,,,,,,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0
2014J,674720,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-50.0,,31.0,81.0,,,,,,,1.0,57.0,68.0,1.0,61.0,0.0,0.0,102.0,9.0,8.0,11.0
2014J,674747,M,Ireland,Lower Than A Level,,0-35,0,90,N,Fail,-14.0,,31.0,71.0,75.0,66.0,137.0,54.0,,,0.0,205.0,292.0,3.0,1073.0,185.0,0.0,142.0,14.0,12.0,35.0
2014J,674808,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-87.0,,33.0,95.0,,,131.0,85.0,166.0,56.0,0.0,207.0,107.0,0.0,462.0,5.0,0.0,175.0,24.0,38.0,5.0
2014J,674853,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-18.0,,45.0,88.0,68.0,84.0,129.0,67.0,161.0,84.0,0.0,58.0,197.0,1.0,633.0,80.0,0.0,124.0,16.0,12.0,23.0
2014J,674882,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-36.0,,49.0,86.0,68.0,83.0,130.0,56.0,166.0,40.0,0.0,12.0,123.0,1.0,223.0,6.0,0.0,86.0,6.0,27.0,8.0
2014J,674888,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-81.0,12.0,33.0,86.0,,,,,,,0.0,58.0,78.0,0.0,104.0,0.0,0.0,101.0,0.0,2.0,9.0
2014J,674889,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-78.0,,33.0,94.0,67.0,93.0,131.0,54.0,166.0,79.0,0.0,46.0,89.0,3.0,319.0,76.0,0.0,93.0,6.0,6.0,16.0
2014J,674941,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-50.0,,29.0,94.0,65.0,96.0,128.0,84.0,165.0,89.0,1.0,635.0,568.0,0.0,553.0,124.0,0.0,183.0,11.0,5.0,59.0
2014J,674965,M,North Region,A Level or Equivalent,30-40%,0-35,0,210,N,Withdrawn,-46.0,-7.0,,,,,,,,,,,,,,,,,,,
2014J,675104,M,North Western Region,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,-100.0,-4.0,,,,,,,,,,,,,,,,,,,
2014J,675162,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-78.0,,33.0,97.0,68.0,92.0,131.0,84.0,173.0,55.0,0.0,94.0,105.0,0.0,550.0,85.0,0.0,82.0,4.0,1.0,16.0
2014J,675337,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,-109.0,-4.0,,,,,,,,,0.0,18.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2014J,675365,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-63.0,,32.0,95.0,67.0,98.0,130.0,85.0,170.0,79.0,0.0,391.0,285.0,2.0,1070.0,418.0,0.0,147.0,53.0,56.0,26.0
2014J,675374,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-93.0,,28.0,99.0,64.0,97.0,126.0,89.0,160.0,72.0,1.0,319.0,229.0,8.0,357.0,170.0,1.0,133.0,10.0,25.0,4.0
2014J,675391,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,-74.0,12.0,,,,,,,,,0.0,24.0,26.0,0.0,36.0,0.0,0.0,0.0,0.0,7.0,3.0
2014J,675441,M,South East Region,HE Qualification,80-90%,0-35,0,60,N,Fail,-23.0,,,,,,,,,,0.0,0.0,6.0,0.0,28.0,0.0,0.0,0.0,1.0,10.0,0.0
2014J,675442,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-108.0,,30.0,62.0,,,,,,,0.0,43.0,38.0,0.0,57.0,0.0,0.0,140.0,0.0,7.0,5.0
2014J,675450,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,-28.0,,31.0,95.0,68.0,93.0,131.0,89.0,166.0,93.0,0.0,321.0,235.0,1.0,745.0,363.0,0.0,191.0,15.0,13.0,27.0
2014J,675495,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-93.0,155.0,33.0,93.0,67.0,80.0,131.0,72.0,,,0.0,22.0,88.0,0.0,191.0,0.0,0.0,67.0,0.0,11.0,14.0
2014J,675537,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,Pass,-51.0,,33.0,84.0,68.0,83.0,131.0,58.0,166.0,73.0,3.0,233.0,265.0,2.0,505.0,123.0,0.0,176.0,6.0,14.0,45.0
