code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,ass_12_date,ass_12_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
2014J,623917,M,South Region,Lower Than A Level,30-40%,35-55,1,90,N,Withdrawn,-147.0,61.0,24.0,52.0,,,,,,,,,25.0,78.0,,,,,,,,,,,,,0.0,0.0,,143.0,0.0,89.0,3.0,0.0,65.0,,2.0,0.0,0.0,93.0,0.0,13.0,44.0,3.0
2014J,623945,M,West Midlands Region,HE Qualification,10-20,0-35,1,60,N,Withdrawn,-73.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,33.0,0.0,12.0,5.0,0.0,8.0,,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
2014J,623955,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-57.0,,24.0,76.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,4.0,0.0,22.0,4.0,0.0,49.0,,0.0,0.0,0.0,0.0,0.0,5.0,19.0,3.0
2014J,624282,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,-85.0,,23.0,92.0,51.0,84.0,94.0,89.0,135.0,92.0,199.0,86.0,52.0,92.0,48.0,93.0,220.0,88.0,124.0,92.0,220.0,93.0,229.0,91.0,229.0,86.0,20.0,0.0,,464.0,27.0,457.0,5.0,5.0,1868.0,,48.0,6.0,12.0,755.0,0.0,26.0,350.0,53.0
2014J,624740,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-122.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,23.0,0.0,29.0,4.0,0.0,15.0,,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0
2014J,624864,M,Ireland,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-56.0,,19.0,82.0,38.0,80.0,76.0,85.0,118.0,88.0,170.0,93.0,6.0,100.0,16.0,99.0,75.0,88.0,96.0,91.0,123.0,86.0,172.0,81.0,172.0,85.0,19.0,2.0,,371.0,1.0,456.0,4.0,2.0,1723.0,,30.0,8.0,17.0,1092.0,0.0,27.0,342.0,23.0
2014J,624970,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,-36.0,,17.0,82.0,39.0,94.0,78.0,85.0,113.0,80.0,152.0,80.0,41.0,97.0,69.0,93.0,73.0,91.0,123.0,93.0,156.0,93.0,180.0,81.0,199.0,90.0,10.0,0.0,,31.0,0.0,389.0,3.0,3.0,1971.0,,34.0,5.0,12.0,891.0,0.0,48.0,332.0,30.0
2014J,625245,M,South East Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-10.0,,21.0,82.0,51.0,90.0,94.0,82.0,135.0,82.0,198.0,88.0,30.0,94.0,23.0,93.0,72.0,88.0,126.0,93.0,168.0,82.0,221.0,95.0,221.0,94.0,9.0,1.0,,570.0,0.0,669.0,4.0,1.0,1774.0,,30.0,10.0,27.0,601.0,0.0,32.0,301.0,35.0
2014J,625330,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-106.0,190.0,15.0,86.0,51.0,100.0,93.0,68.0,138.0,77.0,,,0.0,95.0,47.0,92.0,81.0,79.0,140.0,85.0,,,,,,,0.0,1.0,,1124.0,0.0,422.0,5.0,5.0,702.0,,18.0,2.0,9.0,374.0,0.0,91.0,212.0,40.0
2014J,625515,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-60.0,,21.0,56.0,49.0,78.0,96.0,73.0,132.0,70.0,,,51.0,94.0,98.0,90.0,230.0,71.0,230.0,62.0,230.0,75.0,160.0,67.0,230.0,68.0,0.0,0.0,,130.0,47.0,108.0,2.0,1.0,535.0,,0.0,1.0,0.0,698.0,0.0,23.0,178.0,10.0
2014J,625609,M,North Western Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-42.0,,24.0,96.0,66.0,76.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,178.0,0.0,188.0,1.0,0.0,125.0,,0.0,1.0,0.0,74.0,0.0,8.0,82.0,7.0
2014J,625743,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-28.0,,23.0,82.0,52.0,88.0,101.0,79.0,136.0,91.0,206.0,63.0,237.0,94.0,237.0,99.0,238.0,80.0,240.0,75.0,240.0,82.0,240.0,83.0,240.0,72.0,15.0,0.0,,156.0,1.0,466.0,6.0,4.0,1427.0,,56.0,1.0,0.0,563.0,0.0,40.0,409.0,40.0
2014J,625802,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-44.0,,21.0,58.0,49.0,60.0,100.0,43.0,134.0,65.0,201.0,43.0,-2.0,66.0,0.0,69.0,47.0,57.0,103.0,58.0,114.0,54.0,163.0,45.0,164.0,43.0,0.0,0.0,,743.0,0.0,763.0,3.0,1.0,529.0,,1.0,3.0,0.0,1192.0,0.0,28.0,249.0,28.0
2014J,625838,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-56.0,,23.0,54.0,51.0,80.0,93.0,76.0,135.0,57.0,179.0,20.0,30.0,98.0,76.0,99.0,88.0,99.0,173.0,96.0,174.0,96.0,174.0,94.0,174.0,92.0,0.0,0.0,,710.0,0.0,580.0,1.0,0.0,1305.0,,1.0,0.0,14.0,769.0,0.0,21.0,357.0,2.0
2014J,626033,M,Ireland,A Level or Equivalent,,0-35,0,150,N,Distinction,-38.0,,21.0,98.0,48.0,90.0,91.0,86.0,132.0,98.0,194.0,96.0,41.0,86.0,53.0,88.0,79.0,83.0,100.0,86.0,133.0,87.0,163.0,65.0,164.0,74.0,0.0,0.0,,1005.0,0.0,1149.0,6.0,4.0,3050.0,,58.0,15.0,18.0,1210.0,0.0,45.0,533.0,63.0
2014J,626349,M,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,-71.0,,-1.0,76.0,-1.0,32.0,96.0,44.0,136.0,56.0,219.0,23.0,-1.0,86.0,-1.0,96.0,114.0,81.0,242.0,81.0,243.0,80.0,,,243.0,21.0,0.0,0.0,,107.0,0.0,151.0,2.0,10.0,142.0,,0.0,0.0,0.0,269.0,0.0,23.0,85.0,3.0
2014J,626416,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction,-109.0,,23.0,88.0,51.0,94.0,93.0,82.0,135.0,94.0,181.0,89.0,110.0,90.0,110.0,95.0,137.0,77.0,137.0,83.0,198.0,95.0,233.0,84.0,231.0,73.0,32.0,1.0,,503.0,0.0,459.0,4.0,3.0,2068.0,,33.0,13.0,31.0,520.0,0.0,27.0,299.0,35.0
2014J,626454,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-45.0,,22.0,66.0,51.0,82.0,93.0,81.0,136.0,90.0,194.0,88.0,171.0,82.0,171.0,85.0,192.0,84.0,193.0,74.0,194.0,87.0,199.0,80.0,238.0,74.0,44.0,3.0,,201.0,0.0,314.0,3.0,1.0,1453.0,,29.0,17.0,34.0,566.0,0.0,29.0,179.0,28.0
2014J,626477,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,-74.0,,19.0,60.0,51.0,82.0,94.0,61.0,136.0,72.0,199.0,75.0,233.0,85.0,240.0,84.0,241.0,76.0,240.0,60.0,240.0,79.0,241.0,75.0,240.0,84.0,0.0,2.0,,497.0,0.0,483.0,4.0,68.0,1250.0,,1.0,1.0,0.0,1121.0,0.0,22.0,324.0,23.0
2014J,626514,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-149.0,,18.0,86.0,47.0,96.0,89.0,86.0,133.0,94.0,195.0,90.0,30.0,94.0,56.0,96.0,145.0,90.0,145.0,85.0,202.0,88.0,202.0,85.0,202.0,76.0,9.0,0.0,,857.0,0.0,780.0,8.0,5.0,2184.0,,134.0,8.0,12.0,716.0,0.0,46.0,533.0,41.0
2014J,626539,M,South Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,-60.0,143.0,42.0,90.0,57.0,40.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,13.0,0.0,29.0,0.0,0.0,66.0,,0.0,0.0,0.0,0.0,0.0,16.0,29.0,0.0
2014J,626552,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,300,N,Pass,-71.0,,-3.0,80.0,41.0,72.0,72.0,78.0,114.0,81.0,183.0,81.0,18.0,89.0,25.0,91.0,93.0,86.0,93.0,78.0,135.0,83.0,194.0,86.0,177.0,78.0,0.0,0.0,,162.0,0.0,222.0,2.0,0.0,798.0,,6.0,2.0,0.0,533.0,0.0,25.0,158.0,11.0
2014J,626579,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-87.0,,23.0,76.0,51.0,58.0,174.0,58.0,184.0,53.0,199.0,61.0,0.0,90.0,206.0,78.0,226.0,61.0,240.0,59.0,241.0,75.0,237.0,59.0,242.0,64.0,0.0,0.0,,28.0,0.0,101.0,4.0,0.0,294.0,,1.0,1.0,0.0,666.0,0.0,19.0,119.0,5.0
2014J,627238,M,Scotland,Lower Than A Level,40-50%,0-35,1,90,N,Withdrawn,-108.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,627365,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,-59.0,,10.0,80.0,50.0,90.0,93.0,89.0,136.0,86.0,197.0,80.0,52.0,87.0,195.0,84.0,195.0,72.0,195.0,63.0,199.0,62.0,195.0,77.0,,,5.0,2.0,,472.0,0.0,545.0,3.0,8.0,1349.0,,91.0,7.0,22.0,1003.0,0.0,86.0,364.0,71.0
2014J,627379,M,London Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,-109.0,,23.0,66.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,10.0,0.0,51.0,0.0,3.0,51.0,,0.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0
2014J,627443,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-30.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,627829,M,London Region,Lower Than A Level,30-40%,35-55,1,150,N,Pass,-49.0,,24.0,64.0,52.0,80.0,94.0,67.0,139.0,50.0,206.0,31.0,67.0,79.0,124.0,81.0,160.0,68.0,161.0,75.0,193.0,78.0,221.0,61.0,216.0,64.0,6.0,0.0,,157.0,0.0,496.0,2.0,13.0,1373.0,,24.0,3.0,3.0,900.0,0.0,59.0,404.0,17.0
2014J,627840,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,Withdrawn,-154.0,-47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,628054,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,150,N,Withdrawn,-115.0,95.0,,,,,,,,,,,19.0,75.0,48.0,89.0,,,,,,,,,,,0.0,0.0,,202.0,0.0,101.0,9.0,1.0,393.0,,2.0,4.0,4.0,283.0,0.0,15.0,215.0,7.0
2014J,628149,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-108.0,,23.0,76.0,51.0,86.0,90.0,78.0,135.0,82.0,199.0,86.0,18.0,100.0,54.0,100.0,138.0,90.0,138.0,82.0,164.0,90.0,240.0,95.0,231.0,76.0,15.0,3.0,,720.0,0.0,1090.0,3.0,5.0,3323.0,,12.0,17.0,40.0,1628.0,0.0,56.0,643.0,49.0
2014J,628157,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-149.0,,23.0,86.0,51.0,86.0,94.0,80.0,136.0,74.0,198.0,91.0,146.0,94.0,146.0,96.0,149.0,90.0,150.0,77.0,234.0,90.0,234.0,86.0,234.0,87.0,0.0,0.0,,130.0,0.0,140.0,2.0,0.0,281.0,,0.0,2.0,0.0,530.0,0.0,13.0,98.0,8.0
2014J,628308,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,-18.0,173.0,27.0,72.0,66.0,50.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,78.0,0.0,87.0,3.0,0.0,106.0,,0.0,0.0,3.0,0.0,0.0,12.0,49.0,1.0
2014J,628363,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,23.0,2.0,1.0,16.0,,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
2014J,628383,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass,-52.0,,23.0,90.0,51.0,88.0,93.0,75.0,135.0,73.0,198.0,90.0,192.0,89.0,193.0,93.0,194.0,77.0,195.0,89.0,195.0,77.0,228.0,77.0,207.0,84.0,0.0,0.0,,64.0,0.0,506.0,1.0,0.0,1529.0,,10.0,3.0,1.0,1089.0,0.0,27.0,382.0,18.0
2014J,628521,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-149.0,,23.0,76.0,52.0,68.0,93.0,88.0,136.0,54.0,197.0,72.0,55.0,87.0,55.0,95.0,230.0,80.0,230.0,77.0,230.0,68.0,237.0,88.0,236.0,84.0,0.0,1.0,,56.0,0.0,243.0,5.0,4.0,587.0,,2.0,0.0,6.0,728.0,0.0,17.0,158.0,12.0
2014J,628888,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-22.0,,23.0,74.0,51.0,80.0,93.0,71.0,135.0,79.0,198.0,76.0,55.0,80.0,224.0,70.0,242.0,65.0,242.0,72.0,242.0,65.0,242.0,55.0,242.0,76.0,7.0,1.0,,122.0,0.0,391.0,4.0,11.0,1476.0,,28.0,6.0,11.0,639.0,0.0,35.0,251.0,47.0
2014J,628964,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-22.0,,22.0,72.0,51.0,86.0,93.0,85.0,135.0,83.0,198.0,91.0,35.0,88.0,48.0,99.0,86.0,95.0,139.0,89.0,179.0,94.0,222.0,94.0,227.0,96.0,48.0,1.0,,314.0,0.0,578.0,4.0,4.0,2384.0,,98.0,17.0,45.0,564.0,0.0,48.0,424.0,59.0
2014J,629029,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-77.0,,24.0,74.0,52.0,48.0,102.0,38.0,136.0,46.0,198.0,57.0,216.0,53.0,216.0,57.0,,,195.0,68.0,215.0,58.0,223.0,36.0,215.0,66.0,0.0,0.0,,147.0,0.0,323.0,2.0,15.0,747.0,,9.0,5.0,4.0,964.0,0.0,100.0,220.0,37.0
2014J,629182,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Fail,-74.0,,-1.0,84.0,-1.0,78.0,-1.0,87.0,137.0,59.0,,,-1.0,79.0,-1.0,77.0,-1.0,84.0,242.0,73.0,242.0,62.0,242.0,71.0,242.0,74.0,0.0,0.0,,25.0,0.0,31.0,0.0,3.0,178.0,,0.0,0.0,0.0,329.0,0.0,3.0,40.0,2.0
2014J,629394,M,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,10.0,0.0,2.0,0.0,0.0,7.0,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
2014J,629491,M,London Region,Lower Than A Level,0-10%,35-55,0,90,N,Pass,-155.0,,23.0,80.0,50.0,80.0,86.0,81.0,139.0,78.0,197.0,54.0,45.0,94.0,58.0,98.0,80.0,88.0,129.0,98.0,168.0,86.0,214.0,85.0,208.0,80.0,7.0,0.0,,175.0,0.0,641.0,4.0,4.0,2524.0,,19.0,1.0,0.0,1177.0,0.0,60.0,698.0,52.0
2014J,629522,M,South Region,Lower Than A Level,90-100%,35-55,1,60,N,Withdrawn,-17.0,240.0,-1.0,76.0,-1.0,70.0,101.0,35.0,,,,,-1.0,95.0,-1.0,86.0,45.0,73.0,105.0,68.0,116.0,60.0,,,,,0.0,0.0,,209.0,0.0,139.0,0.0,2.0,120.0,,0.0,2.0,7.0,533.0,0.0,10.0,98.0,4.0
2014J,629594,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-115.0,,29.0,82.0,52.0,34.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,49.0,0.0,69.0,4.0,2.0,125.0,,2.0,2.0,0.0,50.0,0.0,6.0,79.0,7.0
2014J,629686,M,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-38.0,62.0,39.0,48.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,38.0,0.0,50.0,0.0,0.0,36.0,,0.0,0.0,0.0,0.0,0.0,31.0,51.0,0.0
2014J,629818,M,Wales,A Level or Equivalent,0-10%,35-55,1,90,N,Distinction,-23.0,,24.0,88.0,52.0,96.0,94.0,85.0,136.0,86.0,196.0,88.0,23.0,87.0,35.0,84.0,192.0,81.0,214.0,81.0,214.0,82.0,214.0,84.0,214.0,90.0,5.0,0.0,,392.0,2.0,404.0,12.0,2.0,583.0,,28.0,20.0,0.0,991.0,0.0,42.0,317.0,59.0
2014J,629907,F,North Western Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,165.0,0.0,145.0,7.0,2.0,139.0,,6.0,1.0,0.0,43.0,0.0,12.0,117.0,32.0
2014J,629922,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-37.0,,24.0,64.0,50.0,66.0,94.0,60.0,134.0,65.0,204.0,77.0,186.0,63.0,199.0,80.0,200.0,52.0,200.0,69.0,226.0,75.0,226.0,74.0,227.0,68.0,0.0,1.0,,101.0,0.0,331.0,1.0,10.0,2082.0,,13.0,8.0,10.0,708.0,0.0,52.0,337.0,49.0
2014J,629944,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-85.0,,24.0,90.0,52.0,78.0,94.0,86.0,136.0,90.0,199.0,93.0,52.0,86.0,200.0,98.0,200.0,91.0,201.0,89.0,201.0,90.0,202.0,90.0,201.0,86.0,4.0,1.0,,285.0,0.0,369.0,5.0,10.0,1209.0,,26.0,1.0,13.0,1131.0,0.0,45.0,304.0,27.0
2014J,630024,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-22.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,11.0,1.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2014J,630109,M,London Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-73.0,,24.0,72.0,52.0,80.0,94.0,79.0,136.0,75.0,199.0,75.0,44.0,75.0,44.0,89.0,88.0,78.0,166.0,83.0,199.0,79.0,240.0,69.0,199.0,77.0,0.0,0.0,,324.0,0.0,254.0,3.0,10.0,719.0,,11.0,6.0,3.0,589.0,0.0,51.0,197.0,9.0
2014J,630158,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-80.0,,23.0,50.0,51.0,64.0,94.0,66.0,136.0,47.0,180.0,66.0,31.0,71.0,41.0,75.0,124.0,57.0,192.0,75.0,168.0,71.0,226.0,61.0,220.0,71.0,68.0,1.0,,477.0,0.0,713.0,22.0,8.0,3283.0,,103.0,27.0,59.0,731.0,0.0,59.0,521.0,127.0
2014J,630168,M,South East Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Withdrawn,-8.0,124.0,24.0,88.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,88.0,0.0,74.0,2.0,1.0,207.0,,9.0,1.0,0.0,0.0,0.0,1.0,39.0,5.0
2014J,630186,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-155.0,31.0,20.0,72.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,104.0,0.0,109.0,5.0,1.0,158.0,,0.0,0.0,0.0,79.0,0.0,22.0,76.0,1.0
2014J,630289,F,Scotland,HE Qualification,50-60%,35-55,0,150,Y,Withdrawn,-115.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,630358,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-72.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,13.0,0.0,21.0,1.0,0.0,94.0,,0.0,0.0,0.0,2.0,0.0,6.0,13.0,6.0
2014J,630510,M,South East Region,A Level or Equivalent,20-30%,0-35,0,240,N,Withdrawn,-140.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014J,630745,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-115.0,158.0,23.0,74.0,51.0,54.0,,,,,,,33.0,79.0,,,,,,,,,,,,,0.0,0.0,,131.0,0.0,171.0,6.0,1.0,827.0,,21.0,3.0,9.0,103.0,0.0,92.0,178.0,15.0
2014J,630835,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-154.0,,15.0,94.0,46.0,100.0,81.0,94.0,133.0,91.0,189.0,95.0,17.0,99.0,21.0,97.0,44.0,93.0,79.0,97.0,114.0,73.0,156.0,81.0,164.0,92.0,21.0,1.0,,1314.0,0.0,1246.0,5.0,0.0,2923.0,,33.0,14.0,38.0,2195.0,0.0,60.0,592.0,45.0
2014J,630905,M,Wales,HE Qualification,50-60%,0-35,0,120,N,Distinction,-95.0,,17.0,80.0,46.0,98.0,94.0,87.0,136.0,90.0,198.0,95.0,32.0,100.0,32.0,100.0,87.0,100.0,123.0,100.0,166.0,100.0,224.0,100.0,224.0,100.0,133.0,7.0,,6686.0,0.0,4752.0,12.0,30.0,2858.0,,205.0,23.0,53.0,1904.0,0.0,49.0,867.0,246.0
2014J,630910,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-88.0,,23.0,74.0,51.0,76.0,93.0,80.0,135.0,79.0,198.0,89.0,150.0,91.0,150.0,96.0,150.0,84.0,150.0,81.0,226.0,91.0,226.0,88.0,227.0,81.0,35.0,2.0,,396.0,0.0,402.0,6.0,0.0,2534.0,,18.0,7.0,35.0,637.0,0.0,35.0,293.0,26.0
2014J,630992,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,Fail,-60.0,,23.0,100.0,65.0,44.0,94.0,65.0,142.0,42.0,,,242.0,78.0,240.0,86.0,240.0,59.0,240.0,69.0,240.0,69.0,238.0,71.0,240.0,80.0,0.0,0.0,,47.0,0.0,84.0,3.0,5.0,151.0,,0.0,1.0,0.0,1314.0,0.0,20.0,122.0,0.0
2014J,631075,M,Scotland,A Level or Equivalent,80-90%,0-35,1,90,N,Fail,-22.0,,-1.0,90.0,-1.0,64.0,-1.0,66.0,144.0,65.0,,,-1.0,79.0,-1.0,78.0,-1.0,65.0,147.0,74.0,,,,,,,0.0,0.0,,0.0,0.0,79.0,0.0,0.0,236.0,,0.0,0.0,0.0,205.0,0.0,7.0,59.0,4.0
2014J,631193,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn,-127.0,41.0,24.0,86.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,90.0,0.0,60.0,5.0,1.0,133.0,,13.0,1.0,0.0,17.0,0.0,7.0,46.0,3.0
2014J,631438,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-109.0,,22.0,80.0,,,,,,,,,17.0,86.0,,,,,,,,,,,,,0.0,0.0,,39.0,0.0,45.0,2.0,0.0,85.0,,2.0,0.0,0.0,66.0,0.0,9.0,22.0,4.0
2014J,631524,M,South West Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Fail,-63.0,,27.0,62.0,59.0,38.0,100.0,61.0,,,,,48.0,78.0,102.0,78.0,135.0,70.0,135.0,74.0,,,,,,,0.0,0.0,,73.0,0.0,350.0,2.0,3.0,1308.0,,16.0,1.0,4.0,661.0,0.0,31.0,254.0,11.0
2014J,631658,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,-108.0,,15.0,94.0,49.0,92.0,79.0,85.0,136.0,91.0,189.0,97.0,37.0,92.0,46.0,98.0,108.0,82.0,126.0,89.0,170.0,93.0,212.0,90.0,212.0,87.0,33.0,1.0,,1965.0,0.0,2117.0,8.0,1.0,7906.0,,114.0,23.0,37.0,881.0,0.0,75.0,1700.0,157.0
2014J,631681,F,North Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-22.0,,22.0,50.0,51.0,72.0,93.0,21.0,135.0,61.0,198.0,51.0,242.0,88.0,242.0,91.0,,,242.0,43.0,242.0,57.0,242.0,61.0,242.0,49.0,0.0,0.0,,97.0,0.0,270.0,2.0,0.0,319.0,,4.0,3.0,0.0,913.0,0.0,35.0,394.0,91.0
2014J,631715,M,South Region,HE Qualification,50-60%,35-55,0,90,N,Distinction,-25.0,,24.0,84.0,52.0,86.0,94.0,95.0,135.0,95.0,198.0,82.0,114.0,96.0,114.0,100.0,114.0,94.0,114.0,91.0,227.0,93.0,227.0,92.0,227.0,92.0,28.0,2.0,,618.0,21.0,495.0,2.0,2.0,981.0,,5.0,1.0,21.0,508.0,0.0,44.0,385.0,41.0
2014J,631740,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,-94.0,,23.0,90.0,50.0,86.0,99.0,68.0,134.0,70.0,197.0,77.0,52.0,76.0,216.0,74.0,187.0,76.0,143.0,62.0,194.0,69.0,216.0,72.0,207.0,56.0,0.0,1.0,,131.0,0.0,343.0,5.0,1.0,949.0,,0.0,3.0,0.0,818.0,0.0,28.0,330.0,27.0
2014J,631750,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-23.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,19.0,0.0,28.0,2.0,0.0,89.0,,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0
2014J,631772,M,Scotland,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,928.0,0.0,351.0,3.0,3.0,178.0,,154.0,1.0,0.0,51.0,0.0,11.0,119.0,12.0
2014J,631837,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Distinction,-34.0,,24.0,98.0,52.0,98.0,94.0,86.0,136.0,96.0,199.0,81.0,2.0,89.0,26.0,98.0,87.0,92.0,125.0,90.0,167.0,97.0,212.0,96.0,223.0,96.0,47.0,3.0,,622.0,0.0,1123.0,4.0,5.0,2819.0,,24.0,16.0,29.0,805.0,0.0,63.0,817.0,96.0
2014J,631924,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-101.0,,22.0,96.0,50.0,100.0,91.0,90.0,135.0,93.0,197.0,80.0,90.0,89.0,90.0,88.0,90.0,84.0,115.0,94.0,199.0,83.0,199.0,79.0,199.0,75.0,23.0,0.0,,423.0,0.0,733.0,6.0,6.0,2003.0,,56.0,4.0,23.0,1220.0,0.0,49.0,503.0,34.0
