code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2013J,2542724,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-59.0,13.0,,,,,,,,,,,0.0,74.0,0.0,50.0,1.0,72.0,7.0,21.0,3.0
2013J,2550279,F,North Region,HE Qualification,,35-55,0,60,N,Pass,-153.0,,19.0,62.0,54.0,59.0,124.0,62.0,167.0,66.0,221.0,64.0,36.0,394.0,0.0,654.0,0.0,1149.0,45.0,290.0,241.0
2013J,2551220,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-94.0,,19.0,77.0,62.0,54.0,117.0,67.0,173.0,63.0,215.0,63.0,4.0,89.0,0.0,249.0,1.0,853.0,9.0,83.0,39.0
2013J,2552472,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,-38.0,199.0,33.0,62.0,75.0,45.0,,,,,,,0.0,115.0,0.0,82.0,0.0,270.0,6.0,38.0,8.0
2013J,2555340,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-67.0,,18.0,94.0,52.0,75.0,116.0,70.0,164.0,84.0,214.0,80.0,8.0,1791.0,0.0,756.0,9.0,1648.0,7.0,146.0,76.0
2013J,2557283,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass,-80.0,,18.0,75.0,53.0,72.0,116.0,88.0,165.0,92.0,214.0,79.0,13.0,3163.0,3.0,1731.0,0.0,2158.0,39.0,137.0,18.0
2013J,2559575,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-31.0,,18.0,54.0,53.0,64.0,115.0,85.0,166.0,80.0,214.0,73.0,1.0,74.0,0.0,131.0,0.0,377.0,20.0,45.0,2.0
2013J,2562034,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-30.0,,19.0,70.0,62.0,62.0,117.0,60.0,166.0,65.0,223.0,70.0,0.0,0.0,0.0,47.0,0.0,138.0,10.0,47.0,6.0
2013J,2566163,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-91.0,,18.0,87.0,53.0,55.0,117.0,65.0,164.0,74.0,215.0,78.0,12.0,332.0,1.0,349.0,0.0,677.0,13.0,153.0,54.0
2013J,2566592,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-35.0,,17.0,86.0,54.0,57.0,115.0,60.0,165.0,70.0,214.0,86.0,1.0,161.0,1.0,195.0,0.0,917.0,12.0,53.0,19.0
2013J,2569324,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-81.0,93.0,,,,,,,,,,,0.0,0.0,0.0,8.0,0.0,18.0,0.0,0.0,0.0
2013J,2574528,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,-16.0,,19.0,63.0,54.0,72.0,112.0,78.0,176.0,82.0,215.0,82.0,0.0,181.0,0.0,193.0,0.0,466.0,11.0,98.0,39.0
2013J,2574583,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-63.0,,19.0,66.0,57.0,71.0,124.0,75.0,166.0,65.0,215.0,77.0,7.0,81.0,0.0,347.0,1.0,1369.0,10.0,65.0,10.0
2013J,2576122,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-137.0,39.0,18.0,64.0,,,,,,,,,1.0,21.0,0.0,70.0,0.0,133.0,2.0,16.0,7.0
2013J,2578995,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-62.0,,15.0,75.0,54.0,84.0,117.0,81.0,169.0,78.0,215.0,80.0,10.0,169.0,0.0,364.0,0.0,625.0,14.0,100.0,44.0
2013J,2586560,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-94.0,,18.0,75.0,53.0,65.0,115.0,84.0,175.0,77.0,212.0,67.0,8.0,1015.0,1.0,539.0,1.0,1094.0,17.0,139.0,91.0
2013J,2594139,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-74.0,,20.0,87.0,64.0,73.0,134.0,79.0,188.0,79.0,215.0,62.0,5.0,252.0,0.0,324.0,3.0,1123.0,10.0,103.0,48.0
2013J,2598871,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-128.0,,17.0,66.0,52.0,66.0,116.0,78.0,164.0,73.0,212.0,80.0,12.0,257.0,0.0,498.0,1.0,1195.0,10.0,65.0,11.0
2013J,2599352,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-106.0,,23.0,80.0,54.0,75.0,121.0,77.0,176.0,77.0,215.0,73.0,5.0,144.0,0.0,249.0,0.0,579.0,13.0,109.0,61.0
2013J,2600688,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-165.0,,19.0,64.0,57.0,72.0,115.0,72.0,164.0,77.0,215.0,65.0,0.0,75.0,0.0,115.0,0.0,321.0,7.0,51.0,13.0
2013J,2606098,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-102.0,,15.0,70.0,53.0,70.0,121.0,71.0,172.0,68.0,215.0,78.0,0.0,62.0,0.0,88.0,0.0,255.0,25.0,61.0,0.0
2013J,2613116,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-63.0,,18.0,68.0,52.0,70.0,116.0,85.0,164.0,84.0,214.0,84.0,0.0,61.0,0.0,166.0,0.0,832.0,7.0,83.0,32.0
2013J,2617002,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-46.0,,26.0,67.0,60.0,53.0,117.0,67.0,166.0,66.0,215.0,71.0,3.0,96.0,0.0,201.0,1.0,1020.0,21.0,89.0,42.0
2013J,2620584,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-109.0,,,,,,,,,,,,0.0,4.0,0.0,29.0,0.0,44.0,6.0,9.0,0.0
2013J,2639449,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-127.0,,19.0,67.0,55.0,68.0,123.0,49.0,,,215.0,40.0,0.0,346.0,1.0,169.0,0.0,220.0,8.0,47.0,6.0
2013J,2639540,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-38.0,,26.0,76.0,54.0,78.0,117.0,80.0,171.0,82.0,215.0,81.0,3.0,737.0,0.0,427.0,2.0,487.0,130.0,115.0,63.0
2013J,2639641,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-48.0,,18.0,66.0,54.0,59.0,108.0,58.0,166.0,70.0,214.0,75.0,5.0,428.0,0.0,489.0,0.0,902.0,13.0,144.0,61.0
2013J,2641155,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-71.0,,19.0,78.0,53.0,81.0,116.0,79.0,165.0,80.0,214.0,78.0,10.0,908.0,0.0,1140.0,1.0,1444.0,24.0,327.0,255.0
2013J,2643002,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-52.0,,19.0,49.0,60.0,64.0,126.0,59.0,169.0,59.0,215.0,25.0,9.0,866.0,4.0,644.0,2.0,730.0,78.0,93.0,8.0
2013J,2645733,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,-100.0,,19.0,87.0,54.0,81.0,115.0,83.0,166.0,89.0,215.0,73.0,0.0,260.0,3.0,408.0,0.0,782.0,44.0,87.0,12.0
2013J,2649826,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-144.0,,14.0,75.0,48.0,82.0,107.0,85.0,160.0,87.0,208.0,88.0,15.0,2144.0,1.0,1260.0,0.0,2152.0,89.0,192.0,121.0
2013J,2650282,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-29.0,,19.0,83.0,55.0,84.0,117.0,85.0,166.0,85.0,238.0,84.0,22.0,25.0,0.0,130.0,0.0,308.0,21.0,94.0,41.0
2013J,2664024,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-31.0,,22.0,48.0,61.0,58.0,117.0,64.0,169.0,68.0,219.0,78.0,9.0,70.0,0.0,179.0,0.0,461.0,9.0,58.0,22.0
2013J,2666246,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-43.0,,19.0,76.0,53.0,76.0,116.0,74.0,166.0,76.0,214.0,78.0,10.0,27.0,0.0,112.0,0.0,316.0,32.0,105.0,10.0
2013J,2669816,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-58.0,,17.0,67.0,53.0,68.0,115.0,66.0,172.0,50.0,215.0,35.0,0.0,27.0,0.0,75.0,0.0,100.0,5.0,62.0,11.0
2013J,2671132,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass,-38.0,,18.0,59.0,54.0,69.0,116.0,78.0,165.0,69.0,207.0,69.0,12.0,110.0,1.0,523.0,0.0,2571.0,20.0,324.0,159.0
2013J,2676809,F,North Region,HE Qualification,10-20,0-35,0,150,N,Fail,-31.0,,17.0,46.0,95.0,36.0,117.0,48.0,,,,,0.0,87.0,0.0,74.0,0.0,61.0,14.0,64.0,9.0
2013J,2678643,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-25.0,,19.0,83.0,55.0,80.0,118.0,66.0,166.0,62.0,216.0,66.0,2.0,354.0,5.0,390.0,1.0,1191.0,44.0,192.0,108.0
2013J,2685865,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-101.0,,19.0,74.0,54.0,77.0,117.0,83.0,171.0,82.0,215.0,77.0,17.0,508.0,0.0,799.0,0.0,1400.0,15.0,67.0,9.0
2013J,2688067,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-31.0,,19.0,70.0,54.0,62.0,117.0,63.0,166.0,68.0,215.0,76.0,0.0,2.0,4.0,42.0,0.0,203.0,14.0,24.0,0.0
2013J,2689958,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-71.0,,19.0,86.0,54.0,78.0,117.0,80.0,166.0,82.0,215.0,82.0,9.0,1807.0,1.0,777.0,0.0,818.0,43.0,301.0,173.0
2013J,2691206,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-109.0,,19.0,86.0,54.0,85.0,117.0,78.0,172.0,90.0,215.0,85.0,7.0,190.0,75.0,536.0,1.0,1219.0,60.0,170.0,39.0
2013J,2691244,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,-87.0,,,,61.0,57.0,114.0,60.0,170.0,54.0,213.0,62.0,0.0,59.0,2.0,171.0,0.0,152.0,35.0,51.0,2.0
2013J,2694424,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-170.0,,17.0,89.0,53.0,74.0,116.0,80.0,162.0,94.0,215.0,60.0,0.0,2495.0,0.0,1071.0,0.0,350.0,58.0,176.0,68.0
2013J,2698257,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-58.0,,22.0,58.0,54.0,64.0,124.0,76.0,166.0,67.0,215.0,74.0,0.0,201.0,0.0,165.0,0.0,331.0,12.0,44.0,5.0
2014J,6516,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,-52.0,,17.0,60.0,51.0,48.0,116.0,63.0,164.0,61.0,210.0,77.0,21.0,451.0,0.0,497.0,0.0,1505.0,31.0,143.0,143.0
2014J,24734,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-18.0,,23.0,41.0,64.0,38.0,121.0,52.0,185.0,55.0,215.0,48.0,0.0,158.0,0.0,138.0,1.0,161.0,5.0,27.0,9.0
2014J,26192,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-38.0,,18.0,87.0,53.0,83.0,116.0,85.0,165.0,88.0,213.0,88.0,9.0,119.0,0.0,525.0,0.0,1150.0,8.0,250.0,162.0
2014J,28061,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-130.0,,18.0,78.0,60.0,81.0,117.0,71.0,166.0,82.0,215.0,76.0,7.0,315.0,0.0,395.0,5.0,559.0,29.0,170.0,110.0
2014J,31600,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-52.0,,24.0,47.0,53.0,52.0,121.0,57.0,171.0,64.0,214.0,54.0,0.0,226.0,0.0,67.0,0.0,104.0,3.0,27.0,2.0
2014J,46844,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-74.0,,19.0,56.0,54.0,63.0,117.0,68.0,166.0,64.0,214.0,73.0,0.0,96.0,0.0,92.0,1.0,82.0,30.0,37.0,2.0
2014J,52765,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,-22.0,,19.0,67.0,54.0,70.0,117.0,61.0,172.0,65.0,215.0,52.0,4.0,2030.0,0.0,959.0,1.0,1596.0,28.0,210.0,110.0
2014J,55104,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-87.0,,16.0,75.0,56.0,64.0,117.0,70.0,167.0,68.0,214.0,78.0,0.0,352.0,0.0,287.0,0.0,631.0,12.0,135.0,63.0
2014J,58071,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,-72.0,,19.0,87.0,59.0,80.0,122.0,61.0,172.0,76.0,222.0,76.0,22.0,759.0,1.0,855.0,4.0,1778.0,98.0,121.0,10.0
2014J,58316,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-80.0,,18.0,78.0,69.0,77.0,116.0,64.0,166.0,75.0,215.0,73.0,0.0,45.0,0.0,367.0,1.0,675.0,20.0,145.0,42.0
2014J,62487,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-50.0,,19.0,78.0,61.0,76.0,117.0,74.0,180.0,62.0,215.0,68.0,7.0,42.0,1.0,161.0,0.0,370.0,7.0,79.0,16.0
2014J,63165,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-82.0,,18.0,50.0,53.0,47.0,137.0,51.0,172.0,52.0,221.0,57.0,0.0,177.0,0.0,182.0,0.0,463.0,14.0,60.0,16.0
2014J,65002,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,-144.0,,-1.0,66.0,-1.0,68.0,,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2014J,70011,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-78.0,,19.0,74.0,54.0,76.0,117.0,78.0,166.0,88.0,214.0,85.0,18.0,2401.0,0.0,1453.0,0.0,2091.0,36.0,243.0,154.0
2014J,75255,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-58.0,,19.0,76.0,56.0,77.0,117.0,80.0,177.0,88.0,214.0,88.0,0.0,91.0,0.0,182.0,0.0,583.0,17.0,61.0,16.0
2014J,79403,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,-23.0,164.0,22.0,72.0,53.0,60.0,128.0,50.0,,,,,14.0,54.0,0.0,220.0,0.0,1404.0,4.0,60.0,26.0
2014J,85092,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-52.0,,22.0,58.0,,,116.0,68.0,166.0,48.0,214.0,58.0,0.0,181.0,0.0,121.0,0.0,262.0,9.0,66.0,26.0
2014J,85144,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-41.0,,18.0,68.0,54.0,85.0,117.0,77.0,166.0,78.0,215.0,80.0,0.0,202.0,1.0,190.0,0.0,185.0,11.0,48.0,19.0
2014J,85302,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-72.0,,18.0,76.0,56.0,67.0,116.0,70.0,165.0,69.0,218.0,74.0,21.0,186.0,1.0,649.0,0.0,1058.0,35.0,220.0,110.0
2014J,87431,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-106.0,235.0,40.0,50.0,75.0,58.0,138.0,42.0,,,,,1.0,170.0,0.0,161.0,0.0,362.0,2.0,78.0,28.0
2014J,94961,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass,-150.0,,-1.0,74.0,51.0,67.0,122.0,57.0,166.0,65.0,211.0,55.0,0.0,131.0,0.0,228.0,0.0,373.0,18.0,116.0,35.0
2014J,95755,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-80.0,241.0,23.0,58.0,69.0,32.0,,,,,,,0.0,37.0,0.0,107.0,0.0,205.0,4.0,26.0,2.0
2014J,101116,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-80.0,,19.0,83.0,54.0,75.0,117.0,79.0,169.0,90.0,215.0,86.0,5.0,705.0,2.0,382.0,0.0,495.0,47.0,103.0,30.0
2014J,107489,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-81.0,,18.0,89.0,53.0,88.0,125.0,79.0,173.0,80.0,215.0,74.0,14.0,1185.0,0.0,883.0,2.0,1235.0,19.0,256.0,128.0
2014J,108872,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass,-80.0,,19.0,62.0,53.0,57.0,117.0,70.0,165.0,67.0,214.0,53.0,0.0,333.0,0.0,313.0,0.0,626.0,25.0,73.0,7.0
2014J,109155,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-80.0,,19.0,69.0,54.0,68.0,116.0,72.0,165.0,67.0,213.0,63.0,7.0,1084.0,0.0,506.0,0.0,1254.0,15.0,97.0,56.0
2014J,111512,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-16.0,,,,,,,,,,,,1.0,76.0,1.0,119.0,1.0,164.0,29.0,46.0,2.0
2014J,117818,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-92.0,,22.0,65.0,53.0,61.0,120.0,49.0,166.0,59.0,215.0,54.0,2.0,22.0,4.0,318.0,0.0,1066.0,68.0,148.0,67.0
2014J,119902,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-31.0,207.0,19.0,75.0,57.0,67.0,117.0,61.0,180.0,65.0,,,7.0,524.0,2.0,558.0,3.0,1208.0,15.0,179.0,94.0
2014J,121349,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,-28.0,,19.0,73.0,54.0,65.0,116.0,88.0,165.0,68.0,214.0,86.0,13.0,41.0,0.0,261.0,0.0,1744.0,26.0,114.0,60.0
2014J,124064,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,-44.0,,19.0,86.0,54.0,83.0,120.0,90.0,167.0,87.0,215.0,90.0,0.0,430.0,0.0,573.0,3.0,732.0,32.0,193.0,79.0
2014J,125018,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-36.0,,18.0,67.0,53.0,66.0,116.0,67.0,165.0,62.0,214.0,62.0,8.0,704.0,0.0,375.0,2.0,978.0,8.0,87.0,33.0
2014J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,-143.0,143.0,-1.0,85.0,-1.0,82.0,-1.0,76.0,,,,,21.0,3.0,0.0,161.0,0.0,680.0,1.0,11.0,0.0
2014J,130034,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-82.0,,18.0,78.0,52.0,87.0,116.0,79.0,165.0,78.0,213.0,70.0,3.0,199.0,0.0,536.0,0.0,702.0,44.0,220.0,127.0
2014J,130547,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-25.0,,19.0,63.0,58.0,52.0,120.0,47.0,172.0,71.0,216.0,59.0,14.0,110.0,1.0,162.0,0.0,832.0,15.0,88.0,30.0
2014J,130636,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-68.0,,16.0,57.0,54.0,60.0,117.0,64.0,166.0,65.0,215.0,54.0,0.0,30.0,0.0,49.0,0.0,189.0,15.0,43.0,6.0
2014J,131390,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-115.0,,18.0,81.0,54.0,73.0,117.0,77.0,166.0,80.0,215.0,82.0,0.0,34.0,0.0,36.0,0.0,73.0,7.0,7.0,0.0
2014J,133816,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-15.0,,18.0,64.0,53.0,58.0,116.0,70.0,166.0,65.0,215.0,70.0,3.0,1570.0,0.0,780.0,1.0,1381.0,9.0,162.0,94.0
2014J,133922,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-110.0,,24.0,78.0,61.0,85.0,132.0,80.0,173.0,73.0,218.0,75.0,0.0,56.0,0.0,144.0,0.0,290.0,11.0,55.0,18.0
2014J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,-82.0,24.0,,,,,,,,,,,0.0,0.0,0.0,8.0,0.0,7.0,0.0,1.0,0.0
2014J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass,-51.0,,18.0,57.0,62.0,47.0,120.0,56.0,180.0,46.0,227.0,43.0,0.0,4.0,0.0,45.0,0.0,227.0,2.0,29.0,16.0
2014J,135471,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,-149.0,,15.0,86.0,51.0,78.0,112.0,83.0,162.0,85.0,210.0,88.0,9.0,122.0,1.0,435.0,0.0,1525.0,26.0,112.0,61.0
2014J,139033,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,-46.0,,19.0,55.0,53.0,59.0,117.0,63.0,166.0,66.0,215.0,62.0,0.0,105.0,0.0,203.0,2.0,413.0,8.0,53.0,6.0
2014J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,-127.0,,19.0,65.0,52.0,52.0,125.0,39.0,176.0,53.0,215.0,39.0,0.0,160.0,0.0,111.0,0.0,272.0,13.0,54.0,3.0
2014J,141506,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-28.0,,19.0,75.0,,,,,,,,,0.0,153.0,12.0,97.0,0.0,99.0,8.0,39.0,7.0
2014J,146503,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,-30.0,,18.0,67.0,53.0,64.0,116.0,68.0,165.0,66.0,215.0,52.0,0.0,43.0,1.0,108.0,0.0,128.0,13.0,70.0,5.0
2014J,147756,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,-41.0,,26.0,69.0,61.0,32.0,138.0,82.0,178.0,72.0,219.0,68.0,1.0,123.0,48.0,188.0,0.0,662.0,24.0,61.0,0.0
2014J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,-154.0,,21.0,86.0,59.0,85.0,124.0,90.0,166.0,73.0,215.0,86.0,0.0,1133.0,0.0,475.0,0.0,269.0,17.0,42.0,12.0
2014J,149741,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-74.0,,15.0,70.0,53.0,62.0,112.0,58.0,163.0,64.0,211.0,78.0,14.0,564.0,6.0,398.0,5.0,1132.0,27.0,128.0,68.0
2014J,149962,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-92.0,,19.0,67.0,54.0,64.0,116.0,73.0,166.0,66.0,221.0,72.0,0.0,54.0,0.0,21.0,0.0,54.0,1.0,10.0,1.0
2014J,151587,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-129.0,234.0,19.0,73.0,69.0,56.0,139.0,72.0,,,,,0.0,12.0,0.0,64.0,1.0,71.0,4.0,14.0,0.0
2014J,152668,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-72.0,104.0,19.0,71.0,,,,,,,,,0.0,97.0,0.0,164.0,0.0,396.0,7.0,63.0,38.0
2014J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,-156.0,,20.0,67.0,55.0,76.0,117.0,78.0,178.0,83.0,215.0,83.0,9.0,230.0,0.0,428.0,0.0,862.0,8.0,121.0,79.0
2014J,158707,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-57.0,172.0,18.0,75.0,53.0,70.0,117.0,77.0,,,,,3.0,2183.0,3.0,990.0,0.0,1258.0,16.0,198.0,95.0
2014J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,-24.0,201.0,-1.0,65.0,-1.0,68.0,129.0,75.0,,,,,0.0,74.0,1.0,196.0,0.0,506.0,32.0,60.0,8.0
2014J,164944,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,-148.0,,17.0,59.0,53.0,65.0,114.0,64.0,172.0,62.0,216.0,62.0,0.0,690.0,1.0,277.0,0.0,204.0,13.0,86.0,29.0
2014J,165226,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-22.0,,19.0,77.0,,,,,,,,,0.0,142.0,0.0,199.0,2.0,607.0,11.0,75.0,26.0
2014J,167961,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass,-44.0,,19.0,87.0,54.0,71.0,117.0,50.0,166.0,82.0,215.0,90.0,3.0,243.0,5.0,432.0,9.0,1194.0,15.0,127.0,101.0
2014J,174024,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-85.0,,18.0,55.0,53.0,62.0,115.0,53.0,163.0,68.0,212.0,64.0,3.0,2.0,0.0,110.0,0.0,647.0,8.0,35.0,7.0
2014J,174094,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,-89.0,,19.0,72.0,53.0,76.0,123.0,74.0,175.0,77.0,214.0,78.0,1.0,85.0,0.0,971.0,1.0,3352.0,28.0,210.0,193.0
2014J,174745,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-30.0,,18.0,56.0,51.0,68.0,116.0,66.0,165.0,68.0,214.0,67.0,0.0,238.0,1.0,199.0,0.0,1077.0,11.0,80.0,4.0
2014J,175447,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-115.0,,18.0,65.0,52.0,74.0,119.0,69.0,165.0,71.0,214.0,69.0,1.0,1411.0,1.0,616.0,0.0,1590.0,16.0,105.0,39.0
2014J,175772,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn,-45.0,67.0,22.0,85.0,,,,,,,,,0.0,1461.0,1.0,602.0,0.0,833.0,12.0,87.0,22.0
2014J,183057,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-23.0,,30.0,62.0,75.0,72.0,144.0,60.0,194.0,64.0,237.0,70.0,1.0,195.0,1.0,284.0,0.0,249.0,24.0,69.0,10.0
2014J,185350,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-22.0,,18.0,75.0,68.0,52.0,116.0,60.0,187.0,57.0,237.0,54.0,0.0,27.0,0.0,51.0,0.0,121.0,4.0,33.0,0.0
2014J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,-64.0,,19.0,79.0,54.0,73.0,121.0,63.0,166.0,72.0,216.0,67.0,7.0,607.0,0.0,768.0,2.0,1262.0,11.0,247.0,159.0
2014J,199636,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-30.0,,19.0,88.0,53.0,66.0,116.0,77.0,169.0,80.0,214.0,68.0,2.0,123.0,0.0,350.0,0.0,1159.0,38.0,111.0,53.0
